dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23
2802910,Mississippi,3,3,MERIDIAN PUBLIC SCHOOLS,5143,4338000,4940,5776000,4758,6283000,4614,6392000,25773000,10659000,23129000,59561000,303000,1617000,1920000,24989000,13638000,23868000,62495000,178000,1679000,1857000,25493000,17170000,22864000,65527000,245000,1818000,2063000,27963000,20945000,23148000,72056000,236000,1602000,1838000,616,625,590,615
2802940,Mississippi,3,3,MONROE CO SCHOOL DIST,2224,2044000,2095,2642000,2137,2805000,2119,3110000,12968000,2001000,5893000,20862000,0,521000,521000,12798000,4059000,5655000,22512000,0,496000,496000,13072000,4217000,6131000,23420000,0,646000,646000,14909000,5214000,6444000,26567000,16000,661000,677000,396,379,391,376
2803000,Mississippi,3,3,MOSS POINT SEPARATE SCHOOL DIST,1684,1279000,1513,1981000,1579,2042000,1569,2189000,12039000,3996000,10767000,26802000,0,742000,742000,11499000,5301000,9809000,26609000,0,701000,701000,11537000,10836000,10892000,33265000,0,631000,631000,12470000,9255000,10244000,31969000,0,802000,802000,252,236,238,230
2803030,Mississippi,3,3,NATCHEZ-ADAMS SCHOOL DISTRICT,3104,3932000,2875,3843000,2829,4145000,2842,4087000,17195000,6943000,14553000,38691000,220000,1117000,1337000,16463000,8776000,14274000,39513000,156000,1030000,1186000,16810000,11681000,15515000,44006000,153000,935000,1088000,18260000,12839000,15719000,46818000,167000,971000,1138000,560,457,443,455
2803060,Mississippi,3,3,NESHOBA COUNTY SCHOOL DISTRICT,3261,363000,2959,3046000,3091,3169000,3038,3429000,18368000,5292000,6373000,30033000,0,804000,804000,18802000,8956000,6417000,34175000,0,683000,683000,18637000,15124000,6358000,40119000,0,832000,832000,22105000,16170000,6875000,45150000,0,751000,751000,530,459,514,514
2803090,Mississippi,3,3,NETTLETON SCHOOL DIST,1269,1096000,1170,1321000,1162,1355000,1112,1343000,7753000,1470000,2330000,11553000,26000,315000,341000,7402000,2607000,2417000,12426000,25000,312000,337000,7484000,2794000,2508000,12786000,33000,353000,386000,8135000,3122000,2828000,14085000,41000,334000,375000,197,177,187,177
2803120,Mississippi,3,3,NEW ALBANY PUBLIC SCHOOLS,2187,1689000,2085,2103000,2113,2395000,2114,2585000,12437000,2559000,7791000,22787000,14000,559000,573000,12880000,4399000,7714000,24993000,15000,419000,434000,13397000,4843000,8088000,26328000,15000,516000,531000,17071000,4445000,8623000,30139000,16000,541000,557000,373,337,375,360
2803150,Mississippi,3,3,NEWTON COUNTY SCHOOL DISTRICT,1738,1183000,1598,1466000,1703,1828000,1688,1852000,10181000,2070000,5287000,17538000,0,453000,453000,10180000,4092000,4850000,19122000,0,405000,405000,10177000,5343000,4802000,20322000,0,581000,581000,11651000,8621000,5239000,25511000,0,405000,405000,227,197,231,232
2803180,Mississippi,3,3,NEWTON MUNICIPAL SCHOOL DISTRICT,899,923000,910,1114000,841,1161000,816,1282000,5434000,1479000,3380000,10293000,0,231000,231000,5350000,2604000,4039000,11993000,0,261000,261000,5394000,5413000,3580000,14387000,0,329000,329000,5958000,4305000,3808000,14071000,0,288000,288000,142,137,132,125
2803210,Mississippi,3,3,NORTH PANOLA SCHOOL DISTRICT,1405,1273000,1364,1518000,1253,1476000,1219,1677000,8454000,3285000,4502000,16241000,6000,398000,404000,7935000,4864000,4692000,17491000,0,308000,308000,8054000,3901000,4860000,16815000,0,396000,396000,8292000,5445000,4899000,18636000,0,451000,451000,246,218,179,159
2803240,Mississippi,3,3,NORTH PIKE SCHOOL DIST,2355,1581000,2205,2219000,2219,2408000,2245,2611000,14024000,3371000,5758000,23153000,0,532000,532000,13691000,4964000,5592000,24247000,0,501000,501000,13806000,10740000,6074000,30620000,7000,551000,558000,15421000,7338000,6148000,28907000,0,574000,574000,380,348,354,383
2803270,Mississippi,3,3,NORTH TIPPAH SCHOOL DIST,1274,985000,1259,1087000,1294,1206000,1286,1552000,7692000,1850000,2744000,12286000,0,525000,525000,7555000,2228000,3269000,13052000,0,361000,361000,7659000,4015000,3316000,14990000,17000,404000,421000,9143000,3822000,3486000,16451000,5000,317000,322000,241,226,280,295
2803300,Mississippi,3,3,NOXUBEE COUNTY SCHOOL DISTRICT,1458,1422000,1413,1721000,1391,1647000,1397,1866000,10201000,3217000,4777000,18195000,152000,483000,635000,8190000,5395000,4533000,18118000,39000,483000,522000,8191000,6359000,4712000,19262000,57000,467000,524000,9406000,5604000,5042000,20052000,72000,450000,522000,184,165,180,164
2803360,Mississippi,3,3,OCEAN SPRINGS SCHOOL DIST,6041,5227000,5739,6757000,5906,7034000,5861,7668000,31516000,4385000,20953000,56854000,0,1306000,1306000,32097000,8007000,20904000,61008000,0,1272000,1272000,32596000,10501000,22230000,65327000,15000,1427000,1442000,37337000,11274000,23706000,72317000,13000,1289000,1302000,993,877,872,919
2803390,Mississippi,3,3,OKOLONA SEPARATE SCHOOL DIST,570,562000,547,765000,521,687000,511,814000,3859000,1159000,1996000,7014000,0,152000,152000,3734000,1460000,1763000,6957000,0,194000,194000,3805000,2488000,1796000,8089000,0,185000,185000,4236000,3333000,1749000,9318000,0,177000,177000,109,101,98,84
2803450,Mississippi,3,3,OXFORD SCHOOL DISTRICT,4492,3496000,4528,3889000,4729,4785000,4766,5246000,22034000,4238000,36716000,62988000,93000,946000,1039000,22870000,6715000,37420000,67005000,79000,897000,976000,24528000,9081000,38780000,72389000,125000,1110000,1235000,28776000,7932000,40386000,77094000,118000,1089000,1207000,588,528,561,596
2803480,Mississippi,3,3,PASCAGOULA-GAUTIER SCHOOL DISTRICT,6787,7542000,6508,10107000,6583,10561000,6565,10890000,35544000,11078000,53095000,99717000,16000,1880000,1896000,34375000,15872000,53051000,103298000,26000,1994000,2020000,35346000,23446000,52444000,111236000,36000,2054000,2090000,40702000,24199000,53062000,117963000,67000,1853000,1920000,911,842,825,845
2803510,Mississippi,3,3,PASS CHRISTIAN PUBLIC SCHOOL DIST,2067,1638000,1991,2313000,1978,2506000,1944,2811000,9947000,2714000,12221000,24882000,26000,483000,509000,9935000,3587000,13034000,26556000,39000,464000,503000,10327000,5104000,13140000,28571000,45000,549000,594000,11486000,6978000,14609000,33073000,5000,479000,484000,301,275,274,288
2803520,Mississippi,3,3,PEARL PUBLIC SCHOOL DISTRICT,4366,3045000,4035,3886000,4071,4209000,4216,4778000,21414000,4402000,15930000,41746000,51000,1036000,1087000,21887000,7395000,16772000,46054000,11000,962000,973000,22362000,8570000,16253000,47185000,76000,1099000,1175000,24632000,7841000,18333000,50806000,81000,1220000,1301000,676,590,633,672
2803530,Mississippi,3,3,PETAL SCHOOL DIST,4169,3669000,4106,4874000,4264,5009000,4392,6071000,23255000,4207000,13850000,41312000,45000,1006000,1051000,23529000,7261000,13421000,44211000,65000,1096000,1161000,24148000,8977000,14208000,47333000,58000,1187000,1245000,29040000,8437000,17425000,54902000,38000,1275000,1313000,771,748,775,845
2803540,Mississippi,3,3,PEARL RIVER CO SCHOOL DIST,3321,2918000,3252,3728000,3334,3660000,3284,4073000,18220000,3161000,8153000,29534000,43000,640000,683000,18575000,6282000,8565000,33422000,46000,872000,918000,18282000,5974000,8610000,32866000,52000,745000,797000,21225000,5167000,9221000,35613000,33000,883000,916000,508,449,453,488
2803570,Mississippi,3,3,PERRY CO SCHOOL DIST,994,748000,946,1102000,953,1248000,933,1329000,6293000,2447000,4171000,12911000,0,267000,267000,6338000,2919000,3827000,13084000,0,206000,206000,6248000,4325000,4708000,15281000,7000,267000,274000,6985000,5314000,4724000,17023000,0,216000,216000,175,164,166,177
2803600,Mississippi,3,3,PHILADELPHIA PUBLIC SCHOOL DIST,919,857000,865,1184000,826,1110000,829,1305000,4998000,1757000,3445000,10200000,0,257000,257000,4706000,2675000,3796000,11177000,0,258000,258000,4785000,2932000,3603000,11320000,0,250000,250000,5043000,4191000,3491000,12725000,0,289000,289000,164,156,166,183
2803630,Mississippi,3,3,PICAYUNE SCHOOL DISTRICT,3482,3346000,3192,3839000,3315,3729000,3431,4373000,17258000,8169000,11184000,36611000,29000,715000,744000,16970000,13596000,11516000,42082000,26000,792000,818000,16506000,14488000,11600000,42594000,43000,995000,1038000,18948000,17406000,11834000,48188000,51000,956000,1007000,426,381,395,471
2803660,Mississippi,3,3,PONTOTOC CO SCHOOL DIST,3632,2800000,3524,3501000,3472,3769000,3466,4524000,22135000,3777000,7276000,33188000,78000,746000,824000,22042000,6765000,7526000,36333000,40000,671000,711000,22490000,9779000,7833000,40102000,65000,740000,805000,24880000,9117000,7619000,41616000,75000,962000,1037000,578,538,536,525
2803690,Mississippi,3,3,PONTOTOC CITY SCHOOLS,2330,1846000,2266,2562000,2298,2791000,2302,3094000,13590000,2496000,4985000,21071000,76000,557000,633000,14132000,4149000,4566000,22847000,48000,626000,674000,14370000,6263000,5011000,25644000,66000,602000,668000,16705000,6163000,5275000,28143000,55000,658000,713000,459,437,447,496
2803720,Mississippi,3,3,POPLARVILLE SEPARATE SCHOOL DIST,1839,1433000,1719,1900000,1830,1976000,1909,2206000,10277000,2126000,6567000,18970000,26000,430000,456000,10436000,3697000,6735000,20868000,52000,444000,496000,10426000,5764000,6572000,22762000,33000,509000,542000,12015000,3586000,7573000,23174000,18000,566000,584000,302,264,262,281
2803750,Mississippi,3,3,PRENTISS CO SCHOOL DIST,2376,2692000,2272,3623000,2288,3498000,2278,3874000,15403000,2959000,4936000,23298000,32000,676000,708000,15424000,5053000,5111000,25588000,64000,722000,786000,15814000,8945000,5231000,29990000,43000,723000,766000,17161000,4493000,5753000,27407000,25000,704000,729000,522,498,499,513
2803780,Mississippi,3,3,QUITMAN SCHOOL DIST,1744,1408000,1645,1780000,1595,1866000,1593,1964000,9472000,2879000,7782000,20133000,21000,498000,519000,9187000,4847000,7399000,21433000,18000,526000,544000,9431000,4387000,8833000,22651000,7000,500000,507000,10294000,9552000,8157000,28003000,0,597000,597000,284,248,252,293
2803810,Mississippi,3,3,QUITMAN CO SCHOOL DIST,973,902000,894,1293000,898,1353000,852,1133000,5689000,3310000,3995000,12994000,0,323000,323000,5628000,4399000,4137000,14164000,0,313000,313000,5748000,6198000,3869000,15815000,0,348000,348000,6178000,5393000,4875000,16446000,0,329000,329000,180,142,134,134
2803830,Mississippi,3,3,RANKIN CO SCHOOL DIST,19160,11018000,18384,16304000,18598,17152000,18720,19082000,95714000,14511000,93603000,203828000,265000,4016000,4281000,95739000,29096000,94632000,219467000,271000,4615000,4886000,99207000,31539000,95395000,226141000,263000,4753000,5016000,114674000,26465000,103179000,244318000,222000,4779000,5001000,2670,2373,2451,2587
2803870,Mississippi,3,3,RICHTON SCHOOL DIST,641,425000,531,584000,571,665000,597,666000,3784000,748000,1645000,6177000,26000,200000,226000,3631000,1326000,1534000,6491000,16000,182000,198000,3623000,2450000,1416000,7489000,30000,276000,306000,3868000,2062000,1333000,7263000,28000,194000,222000,99,78,78,93
2803900,Mississippi,3,3,SCOTT CO SCHOOL DIST,4012,3493000,3785,4394000,3875,4635000,3989,5088000,23970000,5940000,6455000,36365000,65000,1017000,1082000,23576000,9954000,7331000,40861000,99000,904000,1003000,23397000,15309000,6958000,45664000,99000,1116000,1215000,27523000,14830000,7171000,49524000,87000,1070000,1157000,705,634,647,696
2803930,Mississippi,3,3,SENATOBIA MUNICIPAL SCHOOL DIST,1649,1569000,1676,2115000,1651,2274000,1666,2303000,8926000,1678000,6233000,16837000,8000,562000,570000,8870000,2849000,6632000,18351000,13000,552000,565000,9207000,6195000,6807000,22209000,20000,623000,643000,11053000,3679000,7124000,21856000,0,554000,554000,327,308,310,323
2803960,Mississippi,3,3,SOUTH DELTA SCHOOL DISTRICT,759,373000,684,542000,618,612000,604,702000,4364000,1996000,3850000,10210000,0,236000,236000,4167000,2465000,4284000,10916000,0,222000,222000,4434000,3274000,3691000,11399000,0,281000,281000,4461000,4903000,4988000,14352000,0,308000,308000,89,-8,-8,84
2803990,Mississippi,3,3,SIMPSON CO SCHOOL DIST,3540,3257000,3167,3675000,3146,3639000,3008,3065000,19699000,5313000,12387000,37399000,221000,967000,1188000,19051000,8041000,11818000,38910000,183000,976000,1159000,19251000,10928000,11612000,41791000,217000,1151000,1368000,20311000,14877000,13487000,48675000,154000,1028000,1182000,630,612,614,584
2804020,Mississippi,3,3,SMITH CO SCHOOL DIST,2616,2169000,2453,2612000,2475,2607000,2443,2826000,14248000,3484000,7057000,24789000,23000,608000,631000,14113000,4969000,6584000,25666000,30000,618000,648000,14226000,5750000,7277000,27253000,4000,631000,635000,15754000,6999000,7636000,30389000,0,644000,644000,402,-8,-8,309
2804050,Mississippi,3,3,SOUTH PANOLA SCHOOL DISTRICT,4337,3454000,4282,4295000,4260,4410000,4313,5012000,24001000,6377000,13214000,43592000,70000,1153000,1223000,24263000,13752000,12837000,50852000,89000,1218000,1307000,24317000,12558000,13203000,50078000,83000,1239000,1322000,27537000,10504000,14465000,52506000,66000,1327000,1393000,701,631,618,677
2804080,Mississippi,3,3,SOUTH PIKE SCHOOL DIST,1726,1075000,1605,1548000,1609,1485000,1557,1612000,8928000,3301000,5902000,18131000,0,489000,489000,8635000,4357000,5988000,18980000,0,447000,447000,9081000,5537000,5502000,20120000,0,562000,562000,9778000,8000000,6416000,24194000,0,470000,470000,231,207,189,210
2804110,Mississippi,3,3,SOUTH TIPPAH SCHOOL DIST,2660,2647000,2535,3257000,2533,3519000,2485,3745000,16912000,3493000,5812000,26217000,0,582000,582000,16911000,5643000,5850000,28404000,0,642000,642000,17103000,7484000,5827000,30414000,0,757000,757000,18921000,8508000,6190000,33619000,9000,729000,738000,581,536,561,559
2804170,Mississippi,3,3,STONE CO SCHOOL DIST,2544,1993000,2334,2432000,2411,2437000,2518,2551000,14012000,3216000,7126000,24354000,0,664000,664000,13680000,5485000,7143000,26308000,0,608000,608000,13894000,10055000,7474000,31423000,0,760000,760000,19061000,5863000,9004000,33928000,0,842000,842000,376,311,295,303
2804230,Mississippi,3,3,TATE CO SCHOOL DIST,2264,1417000,2097,1839000,2036,1893000,2014,1923000,13332000,2887000,7045000,23264000,20000,495000,515000,12780000,4697000,6438000,23915000,9000,570000,579000,12772000,7219000,5934000,25925000,17000,797000,814000,14261000,5691000,6377000,26329000,28000,543000,571000,359,322,329,330
2804260,Mississippi,3,3,TISHOMINGO CO SP MUN SCH DIST,2984,2250000,2850,2654000,2893,2822000,2897,3154000,17359000,4328000,10472000,32159000,0,750000,750000,17094000,6351000,9312000,32757000,0,708000,708000,17528000,12097000,10172000,39797000,22000,850000,872000,19889000,6081000,11209000,37179000,16000,912000,928000,526,462,468,493
2804290,Mississippi,3,3,TUNICA COUNTY SCHOOL DISTRICT,1883,1737000,1776,2058000,1667,2184000,1671,2227000,10238000,4047000,14150000,28435000,26000,554000,580000,9521000,5359000,13771000,28651000,13000,432000,445000,9887000,6049000,14537000,30473000,17000,643000,660000,10517000,8184000,13211000,31912000,16000,433000,449000,213,200,182,170
2804320,Mississippi,3,3,TUPELO PUBLIC SCHOOL DIST,7002,6316000,7005,7748000,7151,8119000,7132,8996000,36330000,8349000,38208000,82887000,60000,1811000,1871000,35724000,13090000,40163000,88977000,91000,1765000,1856000,36760000,17584000,40223000,94567000,65000,2022000,2087000,42724000,18991000,40475000,102190000,70000,2061000,2131000,1032,995,992,1047
2804350,Mississippi,3,3,UNION CO SCHOOL DIST,2931,2118000,2899,2433000,2961,2746000,2980,2972000,16764000,2777000,7128000,26669000,42000,651000,693000,16968000,5863000,7194000,30025000,56000,677000,733000,17626000,6418000,7706000,31750000,60000,708000,768000,20646000,6597000,8295000,35538000,19000,636000,655000,516,502,505,486
2804380,Mississippi,3,3,UNION PUBLIC SCHOOL DIST,987,947000,940,1121000,932,1169000,927,1269000,6336000,1578000,1661000,9575000,0,215000,215000,6458000,2679000,1538000,10675000,0,247000,247000,6499000,3248000,1778000,11525000,0,228000,228000,7161000,3253000,1727000,12141000,0,244000,244000,212,195,208,228
2804440,Mississippi,3,3,WALTHALL CO SCHOOL DIST,1812,1316000,1677,1813000,1689,1827000,1684,2078000,10115000,3196000,6036000,19347000,0,561000,561000,10044000,4868000,5951000,20863000,44000,618000,662000,10092000,5317000,5923000,21332000,21000,717000,738000,11209000,9605000,6243000,27057000,12000,656000,668000,227,197,213,240
2804470,Mississippi,3,3,VICKSBURG WARREN SCHOOL DIST,7556,4710000,7236,6808000,6955,7023000,6862,7854000,38545000,12531000,39328000,90404000,13000,1756000,1769000,38136000,16229000,41120000,95485000,30000,1967000,1997000,38269000,19996000,40453000,98718000,8000,2042000,2050000,41682000,26358000,42169000,110209000,12000,2207000,2219000,1006,928,899,879
2804500,Mississippi,3,3,WATER VALLEY SCHOOL DISTRICT,1040,591000,1007,825000,1069,887000,1041,1004000,6173000,1450000,2670000,10293000,0,284000,284000,5927000,3009000,2538000,11474000,0,282000,282000,5984000,3224000,2700000,11908000,0,325000,325000,7124000,4612000,2894000,14630000,0,338000,338000,161,142,143,157
2804530,Mississippi,3,3,WAYNE CO SCHOOL DIST,3340,2722000,2927,4161000,2851,3816000,2900,4454000,18225000,5189000,12958000,36372000,45000,1157000,1202000,18162000,8122000,13281000,39565000,53000,813000,866000,17904000,16484000,11296000,45684000,82000,1163000,1245000,20028000,14593000,12723000,47344000,63000,1198000,1261000,639,539,553,585
2804560,Mississippi,3,3,WEBSTER CO SCHOOL DIST,1797,1309000,1749,1874000,1758,1889000,1739,2166000,10577000,2313000,4162000,17052000,13000,486000,499000,10326000,4315000,4136000,18777000,13000,485000,498000,10577000,4978000,4418000,19973000,15000,444000,459000,12152000,7314000,4785000,24251000,17000,699000,716000,311,267,284,292
2804590,Mississippi,3,3,WEST JASPER CONSOLIDATED SCHOOLS,1395,1060000,1357,1734000,1319,1727000,1411,2056000,7783000,2025000,5376000,15184000,0,447000,447000,7790000,3753000,5230000,16773000,0,473000,473000,7970000,3561000,5504000,17035000,0,438000,438000,8690000,4396000,6447000,19533000,0,443000,443000,282,288,268,290
2804650,Mississippi,3,3,WEST TALLAHATCHIE SCHOOL DISTRICT,652,654000,606,800000,554,802000,513,812000,4338000,1302000,3402000,9042000,0,216000,216000,4146000,1892000,3970000,10008000,0,229000,229000,4113000,2607000,3079000,9799000,0,224000,224000,4393000,3709000,4145000,12247000,0,266000,266000,114,105,90,75
2804680,Mississippi,3,3,WESTERN LINE SCHOOL DISTRICT,1928,1375000,1698,1705000,1664,1949000,1632,2061000,9390000,3026000,9250000,21666000,0,492000,492000,9242000,4850000,8360000,22452000,26000,426000,452000,9355000,7532000,11706000,28593000,33000,476000,509000,9613000,5985000,9812000,25410000,15000,728000,743000,273,231,235,229
2804710,Mississippi,3,3,WILKINSON CO SCHOOL DIST,1083,991000,1053,1233000,1016,1107000,891,1182000,6391000,2360000,3972000,12723000,0,328000,328000,5989000,3306000,3747000,13042000,0,307000,307000,6204000,3756000,3349000,13309000,0,358000,358000,6575000,6014000,4688000,17277000,0,352000,352000,156,153,134,131
2804800,Mississippi,3,3,YAZOO CO SCHOOL DIST,1500,862000,1387,1505000,1370,1436000,1320,1815000,7908000,2350000,8623000,18881000,0,313000,313000,7638000,3867000,8631000,20136000,0,390000,390000,7877000,5295000,8616000,21788000,0,429000,429000,8508000,5614000,9259000,23381000,10000,570000,580000,190,193,192,215
2900001,Missouri,3,3,MARIES CO. R-II,723,785000,703,700000,725,699000,730,757000,2857000,1056000,2832000,6745000,66000,172000,238000,2920000,1480000,4144000,8544000,44000,107000,151000,2932000,1779000,4343000,9054000,23000,197000,220000,3244000,1510000,4838000,9592000,27000,174000,201000,97,89,100,94
2900002,Missouri,3,3,SOUTH HARRISON CO. R-II,859,968000,834,957000,814,1004000,808,1052000,3691000,1270000,4077000,9038000,108000,170000,278000,3315000,1481000,4903000,9699000,92000,184000,276000,3465000,1992000,5368000,10825000,82000,197000,279000,3776000,3104000,5993000,12873000,104000,197000,301000,126,108,114,106
2900003,Missouri,3,3,PORTAGEVILLE,727,533000,717,538000,691,664000,668,788000,2900000,1363000,2328000,6591000,39000,178000,217000,2924000,2141000,3208000,8273000,37000,185000,222000,2978000,2440000,4003000,9421000,76000,182000,258000,3151000,2722000,4226000,10099000,66000,179000,245000,74,75,63,60
2900004,Missouri,3,3,NEW MADRID CO. R-I,1361,2062000,1313,2090000,1318,2034000,1354,2242000,2788000,3281000,11548000,17617000,132000,417000,549000,2785000,3622000,15589000,21996000,102000,271000,373000,2916000,5170000,13979000,22065000,113000,340000,453000,3229000,9205000,14542000,26976000,110000,473000,583000,187,161,164,165
2901000,Missouri,3,3,COLUMBIA 93,18892,34137000,17625,35792000,18470,39412000,18800,42217000,74199000,14497000,174768000,263464000,4427000,3734000,8161000,71553000,19597000,208986000,300136000,4543000,3888000,8431000,77063000,31276000,196839000,305178000,5173000,4026000,9199000,81647000,35576000,217375000,334598000,5406000,3857000,9263000,2088,1848,1842,1930
2902850,Missouri,3,3,ADRIAN R-III,719,546000,701,663000,748,763000,730,844000,2976000,597000,3274000,6847000,29000,132000,161000,3281000,1223000,3500000,8004000,52000,125000,177000,3395000,1325000,3989000,8709000,88000,177000,265000,3904000,903000,4595000,9402000,125000,114000,239000,69,65,68,71
2902880,Missouri,3,3,ADVANCE R-IV,468,266000,446,285000,436,308000,420,312000,1850000,488000,1556000,3894000,0,91000,91000,1740000,1013000,2286000,5039000,0,103000,103000,1805000,1201000,2294000,5300000,0,121000,121000,1967000,610000,2534000,5111000,6000,101000,107000,55,49,53,45
2902970,Missouri,3,3,ALBANY R-III,442,325000,457,359000,473,480000,451,544000,1639000,548000,2340000,4527000,0,61000,61000,1511000,1240000,2620000,5371000,0,227000,227000,1681000,1477000,2912000,6070000,0,135000,135000,2047000,1357000,3281000,6685000,0,153000,153000,53,57,66,58
2903040,Missouri,1,3,ALTENBURG 48,98,86000,107,128000,119,184000,110,116000,336000,123000,1341000,1800000,0,30000,30000,302000,294000,991000,1587000,0,34000,34000,333000,249000,1021000,1603000,0,32000,32000,348000,409000,1149000,1906000,12000,33000,45000,21,-8,-8,10
2903150,Missouri,3,3,ARCADIA VALLEY R-II,912,1429000,953,1346000,1007,1476000,1006,1777000,5042000,1909000,4073000,11024000,297000,211000,508000,4990000,3113000,4504000,12607000,284000,185000,469000,5248000,3291000,5956000,14495000,278000,245000,523000,5373000,3277000,6207000,14857000,285000,2000,287000,159,135,148,147
2903200,Missouri,3,3,ARCHIE R-V,505,476000,500,540000,496,485000,516,485000,2304000,417000,2298000,5019000,0,92000,92000,2230000,907000,3012000,6149000,0,86000,86000,2296000,1124000,3296000,6716000,0,121000,121000,2548000,577000,3537000,6662000,113000,100000,213000,58,59,69,77
2903270,Missouri,3,3,ASH GROVE R-IV,713,753000,708,875000,748,912000,732,991000,3017000,652000,3028000,6697000,79000,156000,235000,3118000,1127000,3708000,7953000,82000,161000,243000,3246000,1597000,4256000,9099000,82000,165000,247000,3605000,1609000,4657000,9871000,84000,157000,241000,105,91,78,73
2903480,Missouri,3,3,ATLANTA C-3,210,167000,194,146000,202,192000,203,151000,932000,231000,1045000,2208000,0,44000,44000,959000,412000,1159000,2530000,0,52000,52000,982000,437000,1301000,2720000,0,50000,50000,1017000,568000,1538000,3123000,0,24000,24000,21,19,25,17
2904020,Missouri,3,3,AURORA R-VIII,1799,2664000,1770,2707000,1866,2808000,1888,3061000,9034000,2001000,5753000,16788000,0,397000,397000,9839000,3519000,7694000,21052000,757000,399000,1156000,9085000,5035000,8634000,22754000,374000,122000,496000,10180000,4708000,9482000,24370000,367000,755000,1122000,352,304,330,355
2904050,Missouri,3,3,AVA R-I,1376,1094000,1371,1120000,1371,1178000,1385,1346000,5892000,2186000,4038000,12116000,83000,255000,338000,6095000,3434000,4516000,14045000,76000,307000,383000,6229000,2960000,6125000,15314000,37000,309000,346000,6720000,5222000,6577000,18519000,58000,378000,436000,225,192,180,187
2904080,Missouri,1,3,AVENUE CITY R-IX,184,154000,197,163000,227,186000,227,211000,899000,96000,1561000,2556000,7000,27000,34000,926000,341000,1856000,3123000,0,51000,51000,1042000,274000,1942000,3258000,2000,39000,41000,1440000,203000,2366000,4009000,5000,20000,25000,17,-8,-8,26
2904110,Missouri,1,3,AVILLA R-XIII,138,97000,126,66000,129,59000,124,40000,900000,290000,955000,2145000,2000,35000,37000,918000,352000,1130000,2400000,1000,60000,61000,882000,438000,1207000,2527000,0,37000,37000,943000,269000,1394000,2606000,0,58000,58000,14,13,9,12
2904170,Missouri,3,3,BALLARD R-II,113,62000,118,82000,109,91000,104,92000,781000,85000,774000,1640000,0,22000,22000,806000,235000,966000,2007000,0,39000,39000,827000,322000,968000,2117000,0,34000,34000,861000,438000,1098000,2397000,1000,29000,30000,20,20,18,19
2904530,Missouri,3,3,BELL CITY R-II,224,140000,216,169000,220,173000,199,195000,956000,385000,1276000,2617000,0,57000,57000,994000,578000,1708000,3280000,0,64000,64000,1007000,900000,1993000,3900000,0,63000,63000,1032000,895000,2866000,4793000,0,60000,60000,25,27,26,19
2904620,Missouri,3,3,BELTON 124,4680,8703000,4583,8540000,4476,9518000,4342,10680000,23002000,4463000,26941000,54406000,1357000,894000,2251000,23722000,6224000,33254000,63200000,1359000,949000,2308000,24341000,9821000,35724000,69886000,1258000,998000,2256000,25573000,10322000,38177000,74072000,1510000,774000,2284000,776,709,658,674
2904890,Missouri,3,3,SCOTT CO. R-IV,973,1128000,976,1067000,913,1137000,923,1308000,3968000,857000,3529000,8354000,0,239000,239000,4509000,1926000,3935000,10370000,0,264000,264000,4486000,2564000,4983000,12033000,0,257000,257000,4731000,1777000,5322000,11830000,0,230000,230000,147,158,138,144
2904950,Missouri,3,3,BERNIE R-XIII,544,549000,525,539000,539,565000,508,643000,2338000,929000,1670000,4937000,100000,117000,217000,2427000,916000,2069000,5412000,88000,121000,209000,2448000,1558000,2580000,6586000,75000,139000,214000,2567000,2701000,2810000,8078000,87000,147000,234000,73,54,48,59
2904980,Missouri,3,3,BEVIER C-4,197,220000,190,239000,212,248000,214,220000,937000,224000,945000,2106000,0,31000,31000,970000,386000,1121000,2477000,0,75000,75000,978000,738000,1165000,2881000,0,55000,55000,1044000,484000,1403000,2931000,1000,43000,44000,51,36,-8,31
2905070,Missouri,3,3,BILLINGS R-IV,408,184000,392,165000,391,182000,416,203000,1730000,397000,1825000,3952000,0,86000,86000,1708000,810000,2200000,4718000,0,100000,100000,1868000,1004000,2412000,5284000,0,97000,97000,1959000,519000,2732000,5210000,0,90000,90000,56,44,42,56
