dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23,state_sped_rev_fy20_adjusted,federal_sped_rev_fy20_adjusted,state_fed_sped_rev_fy20_adjusted,current_sped_exp_fy20_adjusted,state_sped_rev_fy21_adjusted,federal_sped_rev_fy21_adjusted,state_fed_sped_rev_fy21_adjusted,current_sped_exp_fy21_adjusted,state_sped_rev_fy22_adjusted,federal_sped_rev_fy22_adjusted,state_fed_sped_rev_fy22_adjusted,current_sped_exp_fy22_adjusted
0506150,Arkansas,3,3,FLIPPIN SCHOOL DISTRICT,947,870000,910,889000,921,975000,915,1041000,4873000,1062000,4274000,10209000,745000,268000,1013000,4696000,1714000,4820000,11230000,765000,298000,1063000,5180000,2266000,4554000,12000000,782000,237000,1019000,5286000,3845000,4722000,13853000,759000,282000,1041000,146,149,146,150,867961.505,312233.132,1180194.637,1013592.63,871210.305,339373.42600000004,1210583.7310000001,1012426.0930000001,830968.84,251840.93999999997,1082809.7799999998,1036054.4999999999
0506210,Arkansas,3,3,FORDYCE SCHOOL DISTRICT,778,1668000,770,2162000,765,2304000,732,2009000,6624000,1321000,2194000,10139000,2319000,389000,2708000,7578000,2754000,2351000,12683000,3076000,287000,3363000,7794000,3364000,2571000,13729000,3035000,328000,3363000,7634000,3014000,2851000,13499000,2953000,281000,3234000,181,248,260,266,2701748.631,453204.061,3154952.692,1943301.732,3503062.612,326846.21900000004,3829908.8310000002,2462165.594,3225051.6999999997,348539.36,3573591.0599999996,2448276.48
0506240,Arkansas,3,3,FOREMAN SCHOOL DISTRICT,496,381000,534,381000,493,454000,490,399000,2922000,516000,2544000,5982000,215000,123000,338000,3178000,1131000,2522000,6831000,284000,149000,433000,3273000,2868000,1787000,7928000,378000,160000,538000,3119000,852000,3463000,7434000,402000,135000,537000,74,89,82,86,250485.535,143301.027,393786.562,443883.669,323429.70800000004,169686.71300000002,493116.42100000003,433896.89700000006,401670.36,170019.19999999998,571689.5599999999,482429.48
0506270,Arkansas,3,3,FORREST CITY SCHOOL DISTRICT,2495,2916000,2295,2336000,2213,2427000,2159,2921000,15202000,5412000,6878000,27492000,2519000,741000,3260000,15354000,7203000,6909000,29466000,2953000,731000,3684000,16092003.03555941,15933485.689505637,7057511.274934952,39083000,2903000,767000,3670000,15387000,17683000,7758000,40828000,2705000,1048000,3753000,329,343,320,303,2934758.431,863301.309,3798059.74,3397282.884,3362985.6610000003,832489.8470000001,4195475.508,2660323.2320000003,3084785.86,815029.5399999999,3899815.3999999994,2578978.7399999998
0506330,Arkansas,3,3,FORT SMITH SCHOOL DISTRICT,14748,17389000,14361,18196000,14365,18085000,14291,17570000,83809000,23002000,67351000,174162000,12433000,3600000,16033000,89053000,31932000,72422000,193407000,12978000,4026000,17004000,89167000,40745000,71273000,201185000,12935000,3684000,16619000,89893000,41817000,73656000,205366000,13057000,3733000,16790000,2102,2001,2117,2107,14485054.217,4194176.4,18679230.617,20259037.061,14779826.586000001,4584957.762,19364784.348,20722278.052,13744989.7,3914692.0799999996,17659681.779999997,19217482.7
0506360,Arkansas,3,3,FOUKE SCHOOL DISTRICT,1169,571000,1134,474000,1147,614000,1155,685000,7411000,1050000,3379000,11840000,433000,267000,700000,7614000,1670000,3273000,12557000,497000,262000,759000,7398000,2817000,4231000,14446000,492000,281000,773000,7834000,1804000,4659000,14297000,567000,316000,883000,100,109,119,136,504466.217,311068.083,815534.3,665242.979,566001.9890000001,298375.29400000005,864377.283,539808.738,522809.0399999999,298596.22,821405.2599999999,652448.6799999999
0506420,Arkansas,3,2,FOUNTAIN LAKE SCHOOL DISTRICT,1407,1535000,1348,1560000,1351,1554000,1349,1679000,1511000,1453000,13967000,16931000,631000,328000,959000,1724000,2667000,14309000,18700000,645000,291000,936000,2008000,2739000,14313000,19060000,625000,146000,771000,2124000,3327000,15798000,21249000,656000,334000,990000,204,206,210,212,735145.919,382136.072,1117281.991,1788350.215,734549.8650000001,331401.56700000004,1065951.432,1776585.7200000002,664137.4999999999,155142.52,819280.0199999999,1651311.4799999997
0506540,Arkansas,3,2,GENTRY SCHOOL DISTRICT,1466,1349000,1444,1557000,1527,1726000,1617,1940000,6555000,1481000,9553000,17589000,566000,367000,933000,6877000,2138000,10540000,19555000,653000,323000,976000,7099000,2713000,11373000,21185000,565000,342000,907000,8253000,3306000,12148000,23707000,764000,379000,1143000,192,205,209,251,659417.734,427572.983,1086990.717,1571651.101,743660.5610000001,367844.351,1111504.912,1773169.2090000003,600380.2999999999,363416.04,963796.3399999999,1834082.1199999999
0506630,Arkansas,3,3,GLEN ROSE SCHOOL DISTRICT,1063,754000,1027,788000,981,761000,985,804000,6585000,1140000,3064000,10789000,344000,311000,655000,6770000,2802000,2820000,12392000,410000,325000,735000,6973000,3248000,3169000,13390000,440000,246000,686000,6901000,2487000,3448000,12836000,463000,253000,716000,127,107,103,118,400776.856,362330.239,763107.095,878446.946,466923.17000000004,370122.025,837045.1950000001,897403.5560000001,467552.79999999993,261404.51999999996,728957.32,808653.82
0506690,Arkansas,3,3,CENTERPOINT SCHOOL DISTRICT,1037,851000,1007,858000,1018,940000,974,933000,6699000,1310000,2829000,10838000,787000,352000,1139000,6968000,2764000,3003000,12735000,912000,270000,1182000,7202000,2482000,3151000,12835000,917000,265000,1182000,7435000,3965000,3625000,15025000,876000,363000,1239000,176,166,163,157,916893.563,410097.248,1326990.811,991456.699,1038619.344,307485.99000000005,1346105.334,977122.1460000001,974422.5399999999,281594.3,1256016.8399999999,998862.7999999999
0506840,Arkansas,3,3,GRAVETTE SCHOOL DISTRICT,1956,1813000,1908,1846000,1978,1856000,2076,2293000,7524000,1552000,12861000,21937000,772000,350000,1122000,7609000,2537000,13484000,23630000,739000,410000,1149000,7870000,3483000,14001000,25354000,684000,413000,1097000,8241000,3685000,15670000,27596000,748000,480000,1228000,243,240,253,303,899417.828,407767.15,1307184.978,2112233.837,841600.5430000001,466923.17000000004,1308523.7130000002,2102293.102,726832.08,438862.05999999994,1165694.14,1972222.7199999997
0506870,Arkansas,3,3,GREEN FOREST SCHOOL DISTRICT,1418,1473000,1402,1359000,1413,1673000,1467,1972000,9750000,2051000,3567000,15368000,1366000,348000,1714000,9858000,3026000,3808000,16692000,1513000,352000,1865000,10325000,3389000,3970000,17684000,1465000,370000,1835000,11028000,4593000,4221000,19842000,1613000,349000,1962000,181,185,241,262,1591456.934,405437.052,1996893.986,1716117.177,1723060.381,400870.624,2123931.0050000004,1547679.4830000002,1556738.2999999998,393169.39999999997,1949907.6999999997,1777763.2599999998
0506900,Arkansas,3,3,GREENBRIER SCHOOL DISTRICT,3613,2873000,3646,3034000,3723,3358000,3862,3510000,21918000,3750000,11977000,37645000,908000,959000,1867000,22292000,6963000,11791000,41046000,1210000,900000,2110000,24258000,8499000,12333000,45090000,1399000,944000,2343000,24517000,5475000,14357000,44349000,1243000,833000,2076000,371,409,424,437,1057864.492,1117281.991,2175146.483,3347185.7770000002,1377992.77,1024953.3,2402946.0700000003,3455231.458,1486605.38,1003113.2799999999,2489718.6599999997,3568277.9599999995
0506930,Arkansas,3,3,GREENLAND SCHOOL DISTRICT,753,724000,743,606000,712,629000,767,608000,3981000,1416000,3558000,8955000,320000,207000,527000,3956000,2653000,4173000,10782000,328000,217000,545000,4017000,2491000,4374000,10882000,441000,191000,632000,4015000,2721000,4990000,11726000,524000,177000,701000,139,136,122,114,372815.68,241165.143,613980.823,843495.476,373538.536,247127.62900000002,620666.165,690135.2220000001,468615.42,202960.41999999998,671575.84,668387.98
0506990,Arkansas,3,3,GREENWOOD SCHOOL DISTRICT,3833,5445000,3793,5724000,3920,6086000,3956,6585000,19525000,2479000,16722000,38726000,964000,782000,1746000,19762000,5476000,17757000,42995000,952000,860000,1812000,21475000,6864000,18010000,46349000,1096000,965000,2061000,22031000,5992000,19212000,47235000,1183000,816000,1999000,527,564,627,655,1123107.236,911068.318,2034175.554,6343691.805,1084172.824,979399.8200000001,2063572.644,6518702.988000001,1164631.5199999998,1025428.2999999999,2190059.82,6467105.319999999
0507110,Arkansas,3,3,GURDON SCHOOL DISTRICT,723,574000,721,552000,668,631000,645,634000,4381000,1075000,2730000,8186000,565000,224000,789000,4410000,1712000,2913000,9035000,597000,245000,842000,5014000,1997000,5997000,13008000,752000,223000,975000,4812000,2126000,4106000,11044000,760000,217000,977000,106,113,112,100,658252.685,260970.976,919223.661,668738.126,679885.689,279015.065,958900.7540000001,628638.0240000001,799090.2399999999,236964.25999999998,1036054.4999999999,670513.22
0507140,Arkansas,3,3,GUY-PERKINS SCHOOL DISTRICT,354,272000,316,246000,303,284000,350,307000,1473000,475000,2411000,4359000,266000,108000,374000,1539000,769000,2162000,4470000,246000,92000,338000,1613000,1512000,2151000,5276000,173000,119000,292000,1535000,774000,2461000,4770000,181000,88000,269000,71,58,60,60,309903.034,125825.292,435728.326,316893.328,280153.902,104773.00400000002,384926.906,280153.902,183833.25999999998,126451.77999999998,310285.04,301784.07999999996
0507170,Arkansas,3,3,HACKETT SCHOOL DISTRICT,776,524000,778,510000,824,642000,820,663000,4943000,1192000,2716000,8851000,627000,222000,849000,4766000,1914000,2820000,9500000,652000,222000,874000,5183000,3092000,3081000,11356000,634000,248000,882000,5543000,2587000,3231000,11361000,676000,233000,909000,120,121,133,128,730485.723,258640.878,989126.601,610485.676,742521.724,252821.814,995343.5380000001,580806.87,673701.08,263529.75999999995,937230.84,682202.0399999999
0507230,Arkansas,3,3,HAMPTON SCHOOL DISTRICT,559,473000,523,473000,534,501000,543,518000,2869000,848000,3420000,7137000,554000,210000,764000,2839000,1196000,3603000,7638000,537000,196000,733000,2478000,1680000,3581000,7739000,517000,173000,690000,2449000,1478000,4641000,8568000,524000,203000,727000,80,77,68,76,645437.146,244660.29,890097.436,551068.177,611555.469,223212.05200000003,834767.5210000001,538669.9010000001,549374.5399999999,183833.25999999998,733207.7999999999,532372.62
0507290,Arkansas,3,3,HARMONY GROVE SCHOOL DISTRICT,982,563000,940,647000,926,731000,915,660000,6536000,913000,2731000,10180000,344000,185000,529000,6755000,1987000,2556000,11298000,406000,289000,695000,6983000,2177000,2690000,11850000,397000,237000,634000,6631000,2021000,3082000,11734000,340000,226000,566000,113,105,95,95,400776.856,215534.065,616310.921,655922.587,462367.82200000004,329123.89300000004,791491.7150000001,736827.5390000001,421860.13999999996,251840.93999999997,673701.08,776775.22
0507320,Arkansas,3,3,HARMONY GROVE SCHOOL DISTRICT,1223,864000,1235,861000,1258,950000,1244,1044000,7910000,697000,3608000,12215000,406000,277000,683000,7724000,1128000,3253000,12105000,363000,278000,641000,8500000,2138000,3685000,14323000,422000,299000,721000,8712000,4342000,4700000,17754000,420000,285000,705000,161,149,157,167,473009.89400000003,322718.573,795728.467,1006602.336,413397.83100000006,316596.68600000005,729994.5170000001,980538.6570000001,448425.63999999996,317723.37999999995,766149.0199999999,1009488.9999999999
0507350,Arkansas,3,2,HARRISBURG SCHOOL DISTRICT,1129,1137000,1099,1243000,1094,1405000,1074,1389000,7286000,1717000,5584000,14587000,975000,328000,1303000,7101000,3087000,5721000,15909000,1020000,429000,1449000,7102000,3882000,5887000,16871000,985000,391000,1376000,7105000,3000000,6140000,16245000,992000,340000,1332000,227,197,222,265,1135922.775,382136.072,1518058.847,1324660.713,1161613.74,488561.07300000003,1650174.813,1415574.391,1046680.7,415484.42,1462165.1199999999,1492981.0999999999
0507380,Arkansas,3,3,HARRISON SCHOOL DISTRICT,2727,2231000,2706,2451000,2722,2649000,2774,2753000,13502000,2787000,14729000,31018000,1221000,798000,2019000,13747000,5027000,14812000,33586000,1238000,964000,2202000,14907000,7506000,15857000,38270000,1351000,846000,2197000,15615000,7381000,16932000,39928000,1417000,686000,2103000,371,344,377,411,1422524.829,929709.102,2352233.931,2599224.319,1409880.2060000002,1097838.868,2507719.074,2791289.487,1435599.6199999999,898976.5199999999,2334576.1399999997,2814880.38
0507530,Arkansas,3,3,HAZEN SCHOOL DISTRICT,601,517000,565,526000,567,490000,556,488000,3142000,668000,2795000,6605000,506000,117000,623000,3226000,1067000,3005000,7298000,581000,185000,766000,3215000,2068000,3086000,8369000,563000,133000,696000,3008000,1771000,3611000,8390000,528000,181000,709000,93,79,77,70,589514.794,136310.733,725825.527,602330.333,661664.297,210684.84500000003,872349.1420000001,599028.2620000001,598255.0599999999,141328.46,739583.5199999999,520683.79999999993
0507560,Arkansas,3,3,HEBER SPRINGS SCHOOL DISTRICT,1536,1946000,1537,1829000,1513,1542000,1620,1719000,5503000,1625000,11021000,18149000,624000,347000,971000,4609000,3330000,10621000,18560000,766000,567000,1333000,5586000,4425000,10761000,20772000,748000,440000,1188000,5905000,4984000,11300000,22189000,764000,522000,1286000,235,241,220,227,726990.576,404272.003,1131262.579,2267185.354,872349.1420000001,645720.579,1518069.7210000001,2082932.8730000001,794839.7599999999,467552.79999999993,1262392.5599999998,1638560.0399999998
0507620,Arkansas,3,3,HECTOR SCHOOL DISTRICT,609,415000,623,469000,625,473000,626,549000,3940000,882000,2147000,6969000,507000,137000,644000,4276000,1365000,2141000,7782000,550000,175000,725000,4546000,1728000,2279000,8553000,580000,188000,768000,4608000,1750000,2392000,8750000,588000,183000,771000,108,112,105,111,590679.843,159611.713,750291.556,483495.335,626360.3500000001,199296.475,825656.8250000001,534114.5530000001,616319.6,199772.55999999997,816092.1599999999,502619.25999999995
0507680,Arkansas,3,3,HELENA/ W.HELENA SCHOOL DIST.,1228,1256000,1173,1171000,1138,1358000,1012,1219000,8810000,2770000,4636000,16216000,2034000,330000,2364000,8999000,3800000,5538000,18337000,2234000,374000,2608000,9123000,6869000,5987000,21979000,2220000,552000,2772000,8490000,6571000,11681000,26742000,2201000,446000,2647000,187,172,168,156,2369709.666,384466.17,2754175.836,1463301.544,2544161.858,425925.03800000006,2970086.896,1333578.127,2359016.4,586566.24,2945582.6399999997,1443037.96
