dist_id,state,district,schlev,agchrt,total_enroll,totalrev,tfedrev,tstrev,tlocrev,state_sped_rev,federal_sped_rev,state_fed_sped_rev,c11,u11,v92,state_rev_adjusted,local_rev_adjusted,state_local_rev_adjusted,state_local_federal_rev_adjusted,rev_state_pct,rev_local_pct,rev_federal_pct,v92_state,v92_local,v92_federal,state_rev_v92_adjusted,local_rev_v92_adjusted,federal_rev_v92_adjusted,state_local_federal_rev_v92_adjusted,year
1918780,Iowa,Mason City Comm School District,3,3,3848,58155000,3358000,28942000,25855000,128000,192000,320000,3725000,56000,0,25217000,25799000,51016000,54374000,0.4637694486335381,0.47447309375804614,0.061757457608415785,0,0,0,25217000,25799000,3358000,54374000,2020
1918840,Iowa,MOC-Floyd Valley Comm School District,3,3,1457,20160000,874000,10662000,8624000,92000,88000,180000,1511000,6000,0,9151000,8618000,17769000,18643000,0.4908544762109103,0.4622646569758086,0.04688086681328112,0,0,0,9151000,8618000,874000,18643000,2020
1918930,Iowa,Mediapolis Comm School District,3,3,899,11692000,347000,5915000,5430000,0,36000,36000,836000,1000,0,5079000,5429000,10508000,10855000,0.4678949792722248,0.5001381851681252,0.03196683555964993,0,0,0,5079000,5429000,347000,10855000,2020
1918960,Iowa,Melcher-Dallas Comm School District,3,3,347,4995000,231000,3056000,1708000,0,16000,16000,357000,0,0,2699000,1708000,4407000,4638000,0.5819318671841311,0.3682621819749892,0.04980595084087969,0,0,0,2699000,1708000,231000,4638000,2020
1919140,Iowa,Mid-Prairie Comm School District,3,3,1474,21948000,917000,9906000,11125000,0,58000,58000,1304000,0,0,8602000,11125000,19727000,20644000,0.4166828134082542,0.5388975004844022,0.04441968610734354,0,0,0,8602000,11125000,917000,20644000,2020
1919200,Iowa,Midland Comm School District,3,3,479,9555000,476000,4095000,4984000,26000,47000,73000,552000,4000,0,3543000,4980000,8523000,8999000,0.3937104122680298,0.5533948216468496,0.052894766085120566,0,0,0,3543000,4980000,476000,8999000,2020
1919440,Iowa,Missouri Valley Comm School District,3,3,761,11868000,598000,6396000,4874000,0,38000,38000,839000,0,0,5557000,4874000,10431000,11029000,0.503853477196482,0.44192583189772416,0.05422069090579382,0,0,0,5557000,4874000,598000,11029000,2020
1919590,Iowa,Montezuma Comm School District,3,3,490,8423000,345000,3123000,4955000,0,22000,22000,505000,0,0,2618000,4955000,7573000,7918000,0.3306390502652185,0.6257893407426117,0.04357160899216974,0,0,0,2618000,4955000,345000,7918000,2020
1919650,Iowa,Monticello Comm School District,3,3,1018,15735000,626000,7334000,7775000,11000,46000,57000,998000,0,0,6336000,7775000,14111000,14737000,0.4299382506616001,0.5275836330325032,0.04247811630589672,0,0,0,6336000,7775000,626000,14737000,2020
1919710,Iowa,Moravia Comm School District,3,3,383,5617000,335000,2954000,2328000,0,17000,17000,364000,0,0,2590000,2328000,4918000,5253000,0.493051589567866,0.4431753283837807,0.06377308204835332,0,0,0,2590000,2328000,335000,5253000,2020
1919740,Iowa,Mormon Trail Comm School District,3,3,215,4184000,240000,2096000,1848000,0,12000,12000,259000,0,0,1837000,1848000,3685000,3925000,0.46802547770700637,0.470828025477707,0.061146496815286625,0,0,0,1837000,1848000,240000,3925000,2020
1919770,Iowa,Morning Sun Comm School District,1,3,130,3248000,172000,1685000,1391000,0,10000,10000,195000,2000,0,1490000,1389000,2879000,3051000,0.4883644706653556,0.4552605703048181,0.05637495902982629,0,0,0,1490000,1389000,172000,3051000,2020
1919800,Iowa,Moulton-Udell Comm School District,3,3,182,3215000,126000,1924000,1165000,0,11000,11000,227000,0,0,1697000,1165000,2862000,2988000,0.5679384203480589,0.38989290495314594,0.04216867469879518,0,0,0,1697000,1165000,126000,2988000,2020
1919860,Iowa,Mount Ayr Comm School District,3,3,600,10971000,709000,4699000,5563000,0,27000,27000,630000,1000,0,4069000,5562000,9631000,10340000,0.3935203094777563,0.5379110251450677,0.06856866537717601,0,0,0,4069000,5562000,709000,10340000,2020
1919890,Iowa,Mount Pleasant Comm School District,3,3,1985,27840000,1766000,15583000,10491000,0,93000,93000,1992000,202000,0,13591000,10289000,23880000,25646000,0.5299461904390548,0.40119316852530607,0.06886064103563909,0,0,0,13591000,10289000,1766000,25646000,2020
1920040,Iowa,Mount Vernon Comm School District,3,3,1415,19455000,722000,8647000,10086000,9000,49000,58000,1162000,0,0,7485000,10086000,17571000,18293000,0.4091729076696004,0.5513584431203192,0.03946864921008036,0,0,0,7485000,10086000,722000,18293000,2020
1920100,Iowa,Murray Comm School District,3,3,298,4032000,260000,2007000,1765000,0,12000,12000,252000,0,0,1755000,1765000,3520000,3780000,0.4642857142857143,0.4669312169312169,0.06878306878306878,0,0,0,1755000,1765000,260000,3780000,2020
1920130,Iowa,Muscatine Comm School District,3,3,4784,67723000,3486000,42045000,22192000,32000,341000,373000,5073000,442000,0,36972000,21750000,58722000,62208000,0.5943287037037037,0.349633487654321,0.05603780864197531,0,0,0,36972000,21750000,3486000,62208000,2020
1920190,Iowa,Nashua-Plainfield Comm School District,3,3,600,8602000,405000,4528000,3669000,0,27000,27000,622000,0,0,3906000,3669000,7575000,7980000,0.48947368421052634,0.45977443609022556,0.05075187969924812,0,0,0,3906000,3669000,405000,7980000,2020
1920250,Iowa,Nevada Comm School District,3,3,1592,23606000,966000,11907000,10733000,0,68000,68000,1536000,12000,0,10371000,10721000,21092000,22058000,0.4701695529966452,0.48603681204098287,0.04379363496237193,0,0,0,10371000,10721000,966000,22058000,2020
1920340,Iowa,New Hampton Comm School District,3,3,1021,14981000,619000,6537000,7825000,5000,46000,51000,975000,0,0,5562000,7825000,13387000,14006000,0.3971155219191775,0.5586891332286164,0.0441953448522062,0,0,0,5562000,7825000,619000,14006000,2020
1920460,Iowa,New London Comm School District,3,3,556,7812000,368000,4118000,3326000,0,23000,23000,513000,4000,0,3605000,3322000,6927000,7295000,0.49417409184372857,0.45538039753255655,0.05044551062371487,0,0,0,3605000,3322000,368000,7295000,2020
1920580,Iowa,Newell-Fonda Comm School District,3,3,526,7922000,480000,2754000,4688000,0,21000,21000,448000,0,0,2306000,4688000,6994000,7474000,0.30853625903130855,0.6272411024886272,0.06422263848006422,0,0,0,2306000,4688000,480000,7474000,2020
1920610,Iowa,Newton Comm School District,3,3,2931,42746000,2658000,25292000,14796000,0,152000,152000,3143000,74000,0,22149000,14722000,36871000,39529000,0.5603228009815578,0.37243542715474715,0.06724177186369501,0,0,0,22149000,14722000,2658000,39529000,2020
1920760,Iowa,Central Springs Comm School District,3,3,784,12429000,614000,5848000,5967000,10000,38000,48000,826000,0,0,5022000,5967000,10989000,11603000,0.4328190985090063,0.5142635525295183,0.05291734896147548,0,0,0,5022000,5967000,614000,11603000,2020
1920820,Iowa,North Linn Comm School District,3,3,609,9143000,288000,4628000,4227000,0,26000,26000,641000,0,0,3987000,4227000,8214000,8502000,0.4689484827099506,0.4971771347918137,0.03387438249823571,0,0,0,3987000,4227000,288000,8502000,2020
1920830,Iowa,North Kossuth Comm School District,1,3,318,5692000,438000,1576000,3678000,12000,16000,28000,284000,0,0,1292000,3678000,4970000,5408000,0.23890532544378698,0.680103550295858,0.08099112426035503,0,0,0,1292000,3678000,438000,5408000,2020
1920850,Iowa,North Mahaska Comm School District,3,3,604,8102000,377000,3076000,4649000,0,22000,22000,467000,0,0,2609000,4649000,7258000,7635000,0.34171578258022267,0.6089063523248199,0.04937786509495743,0,0,0,2609000,4649000,377000,7635000,2020
1920910,Iowa,North Polk Comm School District,3,3,1908,24547000,453000,13560000,10534000,0,73000,73000,1789000,0,0,11771000,10534000,22305000,22758000,0.5172247121891204,0.4628701994902891,0.019905088320590562,0,0,0,11771000,10534000,453000,22758000,2020
1920940,Iowa,North Scott Comm School District,3,3,3208,42844000,1810000,22927000,18107000,0,135000,135000,3337000,5000,0,19590000,18102000,37692000,39502000,0.4959242569996456,0.45825527821376133,0.04582046478659308,0,0,0,19590000,18102000,1810000,39502000,2020
1921000,Iowa,North Tama County Comm School District,3,3,480,6660000,351000,3317000,2992000,0,21000,21000,462000,0,0,2855000,2992000,5847000,6198000,0.4606324620845434,0.48273636656986124,0.05663117134559535,0,0,0,2855000,2992000,351000,6198000,2020
1921090,Iowa,Northeast Comm School District,3,3,908,11795000,345000,3871000,7579000,0,24000,24000,541000,0,0,3330000,7579000,10909000,11254000,0.2958947929625022,0.6734494401990403,0.030655766838457436,0,0,0,3330000,7579000,345000,11254000,2020
1921210,Iowa,Northwood-Kensett Comm School District,3,3,599,8546000,386000,3786000,4374000,0,24000,24000,530000,0,0,3256000,4374000,7630000,8016000,0.406187624750499,0.5456586826347305,0.04815369261477046,0,0,0,3256000,4374000,386000,8016000,2020
1921240,Iowa,Norwalk Comm School District,3,3,3235,42360000,1144000,25792000,15424000,0,165000,165000,3097000,32000,0,22695000,15392000,38087000,39231000,0.5784965970788407,0.39234279014045015,0.02916061278070913,0,0,0,22695000,15392000,1144000,39231000,2020
1921600,Iowa,Odebolt Arthur Battle Creek Ida Grove Comm School District,3,3,1010,14129000,655000,7228000,6246000,0,48000,48000,1023000,45000,0,6205000,6201000,12406000,13061000,0.4750784779113391,0.47477222264757674,0.05014929944108414,0,0,0,6205000,6201000,655000,13061000,2020
1921630,Iowa,Oelwein Comm School District,3,3,1313,19809000,1760000,11874000,6175000,8000,66000,74000,1367000,0,0,10507000,6175000,16682000,18442000,0.5697321331742761,0.3348335321548639,0.09543433467085999,0,0,0,10507000,6175000,1760000,18442000,2020
1921660,Iowa,Ogden Comm School District,3,3,738,10491000,407000,4402000,5682000,1000,27000,28000,682000,0,0,3720000,5682000,9402000,9809000,0.3792435518401468,0.5792639412784177,0.041492506881435416,0,0,0,3720000,5682000,407000,9809000,2020
1921720,Iowa,Olin Consolidated School District,1,3,88,3445000,179000,1798000,1468000,0,10000,10000,219000,0,0,1579000,1468000,3047000,3226000,0.4894606323620583,0.4550526968381897,0.055486670799752016,0,0,0,1579000,1468000,179000,3226000,2020
1921810,Iowa,Orient-Macksburg Comm School District,3,3,161,3367000,150000,1199000,2018000,0,10000,10000,197000,2000,0,1002000,2016000,3018000,3168000,0.3162878787878788,0.6363636363636364,0.04734848484848485,0,0,0,1002000,2016000,150000,3168000,2020
1921840,Iowa,Osage Comm School District,3,3,974,13726000,553000,6944000,6229000,0,42000,42000,951000,0,0,5993000,6229000,12222000,12775000,0.46911937377690804,0.48759295499021527,0.04328767123287671,0,0,0,5993000,6229000,553000,12775000,2020
1921870,Iowa,Oskaloosa Comm School District,3,3,2156,31904000,1565000,19124000,11215000,0,118000,118000,2414000,22000,0,16710000,11193000,27903000,29468000,0.5670557893307995,0.3798357540382788,0.053108456630921674,0,0,0,16710000,11193000,1565000,29468000,2020
1922110,Iowa,Ottumwa Comm School District,3,3,4632,62189000,4265000,42631000,15293000,38000,256000,294000,4823000,1176000,0,37808000,14117000,51925000,56190000,0.6728599394910126,0.2512368748887702,0.07590318562021713,0,0,0,37808000,14117000,4265000,56190000,2020
1922380,Iowa,Paton-Churdan Comm School District,3,3,238,3795000,201000,1590000,2004000,0,10000,10000,219000,0,0,1371000,2004000,3375000,3576000,0.38338926174496646,0.5604026845637584,0.05620805369127517,0,0,0,1371000,2004000,201000,3576000,2020
1922440,Iowa,Pekin Comm School District,3,3,719,10741000,659000,4396000,5686000,0,24000,24000,620000,0,0,3776000,5686000,9462000,10121000,0.37308566347198896,0.5618021934591444,0.06511214306886672,0,0,0,3776000,5686000,659000,10121000,2020
1922470,Iowa,Pella Comm School District,3,3,2471,34370000,1212000,16074000,17084000,22000,126000,148000,2238000,146000,0,13836000,16938000,30774000,31986000,0.4325642468580004,0.5295441755768149,0.03789157756518477,0,0,0,13836000,16938000,1212000,31986000,2020
1922530,Iowa,Perry Comm School District,3,3,1711,27084000,1896000,16296000,8892000,18000,95000,113000,1876000,2000,0,14420000,8890000,23310000,25206000,0.5720860112671586,0.3526938030627628,0.07522018567007856,0,0,0,14420000,8890000,1896000,25206000,2020
1923110,Iowa,Pleasant Valley Comm School District,3,3,5094,65473000,1252000,36379000,27842000,0,228000,228000,5216000,1000,0,31163000,27841000,59004000,60256000,0.517176712692512,0.46204527349973445,0.020778013807753584,0,0,0,31163000,27841000,1252000,60256000,2020
1923160,Iowa,Pleasantville Comm School District,3,3,738,10599000,392000,5685000,4522000,0,30000,30000,706000,16000,0,4979000,4506000,9485000,9877000,0.5041004353548648,0.4562114002227397,0.039688164422395464,0,0,0,4979000,4506000,392000,9877000,2020
1923190,Iowa,Pocahontas Area Comm School District,3,3,672,12912000,773000,3660000,8479000,0,34000,34000,640000,0,0,3020000,8479000,11499000,12272000,0.24608865710560626,0.6909224250325945,0.06298891786179922,0,0,0,3020000,8479000,773000,12272000,2020
1923340,Iowa,Postville Comm School District,3,3,767,10688000,1140000,6500000,3048000,0,40000,40000,755000,0,0,5745000,3048000,8793000,9933000,0.5783751132588342,0.3068559347629115,0.1147689519782543,0,0,0,5745000,3048000,1140000,9933000,2020
1924000,Iowa,Red Oak Comm School District,3,3,1075,16565000,871000,8111000,7583000,0,51000,51000,1071000,32000,0,7040000,7551000,14591000,15462000,0.45530979174751,0.4883585564610012,0.05633165179148881,0,0,0,7040000,7551000,871000,15462000,2020
1924120,Iowa,Remsen-Union Comm School District,1,3,336,5349000,285000,1840000,3224000,0,22000,22000,331000,0,0,1509000,3224000,4733000,5018000,0.30071741729772816,0.6424870466321243,0.05679553607014747,0,0,0,1509000,3224000,285000,5018000,2020
1924150,Iowa,Riceville Comm School District,3,3,377,5772000,389000,1924000,3459000,0,15000,15000,325000,0,0,1599000,3459000,5058000,5447000,0.2935560859188544,0.6350284560308427,0.07141545805030292,0,0,0,1599000,3459000,389000,5447000,2020
1924660,Iowa,Rock Valley Comm School District,3,3,946,12826000,609000,6652000,5565000,36000,55000,91000,834000,4000,0,5818000,5561000,11379000,11988000,0.48531865198531865,0.46388054721388056,0.0508008008008008,0,0,0,5818000,5561000,609000,11988000,2020
1924870,Iowa,Roland-Story Comm School District,3,3,1139,15338000,440000,7866000,7032000,0,46000,46000,1078000,100000,0,6788000,6932000,13720000,14160000,0.4793785310734463,0.48954802259887004,0.031073446327683617,0,0,0,6788000,6932000,440000,14160000,2020
1924960,Iowa,Rudd-Rockford-Marble Rk Comm School District,3,3,439,6723000,443000,3090000,3190000,0,19000,19000,429000,0,0,2661000,3190000,5851000,6294000,0.42278360343183985,0.5068319034000636,0.0703844931680966,0,0,0,2661000,3190000,443000,6294000,2020
1925050,Iowa,Ruthven-Ayrshire Comm School District,3,3,194,4075000,238000,1771000,2066000,0,10000,10000,225000,1000,0,1546000,2065000,3611000,3849000,0.4016627695505326,0.5365029877890362,0.061834242660431284,0,0,0,1546000,2065000,238000,3849000,2020
1925200,Iowa,St Ansgar Comm School District,3,3,603,10028000,325000,4040000,5663000,0,25000,25000,599000,0,0,3441000,5663000,9104000,9429000,0.3649379573655743,0.6005939123979213,0.0344681302365044,0,0,0,3441000,5663000,325000,9429000,2020
1925320,Iowa,Saydel Comm School District,3,3,1413,22846000,1281000,7020000,14545000,0,59000,59000,1167000,8000,0,5853000,14537000,20390000,21671000,0.27008444464953163,0.6708043006783259,0.059111254672142496,0,0,0,5853000,14537000,1281000,21671000,2020
1925380,Iowa,Schaller-Crestland Comm School District,1,3,401,6694000,432000,2575000,3687000,0,18000,18000,380000,0,0,2195000,3687000,5882000,6314000,0.3476401647133354,0.5839404497941083,0.06841938549255623,0,0,0,2195000,3687000,432000,6314000,2020
1925410,Iowa,Schleswig Comm School District,1,3,169,4461000,214000,1774000,2473000,0,12000,12000,270000,0,0,1504000,2473000,3977000,4191000,0.3588642328799809,0.590073968026724,0.051061799093295154,0,0,0,1504000,2473000,214000,4191000,2020
1925590,Iowa,Sergeant Bluff-Luton Comm School District,3,3,1609,22067000,804000,9753000,11510000,0,66000,66000,1485000,24000,0,8268000,11486000,19754000,20558000,0.4021792003113143,0.5587119369588481,0.03910886272983753,0,0,0,8268000,11486000,804000,20558000,2020
1925620,Iowa,Seymour Comm School District,3,3,251,4139000,351000,2199000,1589000,0,13000,13000,284000,0,0,1915000,1589000,3504000,3855000,0.496757457846952,0.4121919584954604,0.09105058365758754,0,0,0,1915000,1589000,351000,3855000,2020
1925920,Iowa,West Fork Comm School District,3,3,738,10744000,445000,5072000,5227000,0,33000,33000,729000,6000,0,4343000,5221000,9564000,10009000,0.43390948146668,0.5216305325207313,0.04445998601258867,0,0,0,4343000,5221000,445000,10009000,2020
1925980,Iowa,Sheldon Comm School District,3,3,1115,16260000,928000,8706000,6626000,0,86000,86000,1127000,55000,0,7579000,6571000,14150000,15078000,0.5026528717336517,0.43580050404562937,0.06154662422071893,0,0,0,7579000,6571000,928000,15078000,2020
1926070,Iowa,Shenandoah Comm School District,3,3,1136,16113000,910000,8428000,6775000,11000,52000,63000,1090000,0,0,7338000,6775000,14113000,15023000,0.4884510417360048,0.4509751714038474,0.06057378686014777,0,0,0,7338000,6775000,910000,15023000,2020
1926250,Iowa,Sidney Comm School District,3,3,514,7560000,468000,3070000,4022000,11000,18000,29000,388000,0,0,2682000,4022000,6704000,7172000,0.3739542665923034,0.5607919687674289,0.0652537646402677,0,0,0,2682000,4022000,468000,7172000,2020
1926280,Iowa,Sigourney Comm School District,3,3,585,7913000,403000,4421000,3089000,0,25000,25000,599000,16000,0,3822000,3073000,6895000,7298000,0.5237051246916964,0.4210742669224445,0.05522060838585914,0,0,0,3822000,3073000,403000,7298000,2020
1926370,Iowa,Sioux Center Comm School District,3,3,1470,23121000,742000,11142000,11237000,17000,110000,127000,1382000,0,0,9760000,11237000,20997000,21739000,0.44896269377616266,0.5169051014306086,0.03413220479322876,0,0,0,9760000,11237000,742000,21739000,2020
1926400,Iowa,Sioux City Comm School District,3,3,14707,198883000,13996000,137848000,47039000,236000,881000,1117000,15096000,0,0,122752000,47039000,169791000,183787000,0.6679036058045454,0.25594302099713256,0.07615337319832197,0,0,0,122752000,47039000,13996000,183787000,2020
1926580,Iowa,Solon Comm School District,3,3,1522,21182000,417000,10106000,10659000,42000,58000,100000,1446000,0,0,8660000,10659000,19319000,19736000,0.43879205512768543,0.5400790433725172,0.021128901499797324,0,0,0,8660000,10659000,417000,19736000,2020
1926640,Iowa,South Hamilton Comm School District,3,3,721,11254000,345000,4598000,6311000,0,27000,27000,653000,16000,0,3945000,6295000,10240000,10585000,0.37269721303731695,0.5947094945677845,0.03259329239489844,0,0,0,3945000,6295000,345000,10585000,2020
1926670,Iowa,South Page Comm School District,3,3,118,3506000,236000,1526000,1744000,0,9000,9000,202000,8000,0,1324000,1736000,3060000,3296000,0.4016990291262136,0.5266990291262136,0.07160194174757281,0,0,0,1324000,1736000,236000,3296000,2020
1926730,Iowa,South Tama County,3,3,1557,22599000,1687000,13941000,6971000,0,75000,75000,1597000,5000,0,12344000,6966000,19310000,20997000,0.5878935085964662,0.3317616802400343,0.08034481116349955,0,0,0,12344000,6966000,1687000,20997000,2020
1926790,Iowa,South Winneshiek Comm School District,3,3,509,8530000,326000,3880000,4324000,0,29000,29000,520000,1000,0,3360000,4323000,7683000,8009000,0.41952803096516417,0.5397677612685728,0.040704207766262955,0,0,0,3360000,4323000,326000,8009000,2020
1926820,Iowa,Southeast Polk Comm School District,3,3,7297,101851000,4791000,55834000,41226000,0,319000,319000,7142000,563000,0,48692000,40663000,89355000,94146000,0.5171966944957831,0.4319142608289253,0.05088904467529157,0,0,0,48692000,40663000,4791000,94146000,2020
1926850,Iowa,Southeast Warren Comm School District,3,3,517,9507000,269000,4595000,4643000,0,24000,24000,561000,1016000,0,4034000,3627000,7661000,7930000,0.5087011349306432,0.45737704918032784,0.033921815889029004,0,0,0,4034000,3627000,269000,7930000,2020
1926910,Iowa,Spencer Comm School District,3,3,2148,30432000,1399000,15919000,13114000,12000,124000,136000,2027000,144000,0,13892000,12970000,26862000,28261000,0.4915608081808853,0.4589363433707229,0.04950284844839178,0,0,0,13892000,12970000,1399000,28261000,2020
1927000,Iowa,Spirit Lake Comm School District,3,3,1299,17708000,528000,4629000,12551000,0,63000,63000,1210000,0,0,3419000,12551000,15970000,16498000,0.20723724087768214,0.760758879864226,0.03200387925809189,0,0,0,3419000,12551000,528000,16498000,2020
1927060,Iowa,Springville Comm School District,3,3,433,6480000,158000,2998000,3324000,0,17000,17000,396000,10000,0,2602000,3314000,5916000,6074000,0.4283832729667435,0.545604214685545,0.02601251234771156,0,0,0,2602000,3314000,158000,6074000,2020
1927240,Iowa,Stanton Comm School District,3,3,239,3473000,176000,1477000,1820000,0,8000,8000,179000,0,0,1298000,1820000,3118000,3294000,0.39404978749241043,0.5525197328476017,0.05343047965998786,0,0,0,1298000,1820000,176000,3294000,2020
1927270,Iowa,Starmont Comm School District,3,3,622,9359000,641000,4547000,4171000,10000,28000,38000,621000,126000,0,3926000,4045000,7971000,8612000,0.45587552252670693,0.4696934509986066,0.07443102647468648,0,0,0,3926000,4045000,641000,8612000,2020
1927390,Iowa,Storm Lake Comm School District,3,2,2706,36585000,3110000,22427000,11048000,105000,177000,282000,2475000,316000,0,19952000,10732000,30684000,33794000,0.5904006628395573,0.31757116647925665,0.092028170681186,0,0,0,19952000,10732000,3110000,33794000,2020
1927480,Iowa,Stratford Comm School District,1,3,65,2615000,139000,1184000,1292000,0,7000,7000,147000,0,0,1037000,1292000,2329000,2468000,0.42017828200972446,0.5235008103727715,0.05632090761750405,0,0,0,1037000,1292000,139000,2468000,2020
1927500,Iowa,West Central Valley Comm School District,3,3,876,14910000,653000,7155000,7102000,0,99000,99000,996000,7000,0,6159000,7095000,13254000,13907000,0.4428704968720788,0.5101747321492773,0.046954770978643846,0,0,0,6159000,7095000,653000,13907000,2020
1927600,Iowa,Sumner-Fredericksburg Comm School District,3,3,839,11681000,431000,6174000,5076000,0,38000,38000,848000,9000,0,5326000,5067000,10393000,10824000,0.4920546932742055,0.46812638580931265,0.03981892091648189,0,0,0,5326000,5067000,431000,10824000,2020
1927870,Iowa,Tipton Comm School District,3,3,1007,12772000,546000,6630000,5596000,0,39000,39000,909000,11000,0,5721000,5585000,11306000,11852000,0.4827033412082349,0.47122848464394196,0.04606817414782315,0,0,0,5721000,5585000,546000,11852000,2020
1927960,Iowa,Treynor Comm School District,3,3,822,11081000,173000,4420000,6488000,0,36000,36000,653000,0,0,3767000,6488000,10255000,10428000,0.36123897199846566,0.6221710778672804,0.01658995013425393,0,0,0,3767000,6488000,173000,10428000,2020
1927990,Iowa,Tri-Center Comm School District,3,3,714,9832000,326000,4936000,4570000,0,29000,29000,664000,0,0,4272000,4570000,8842000,9168000,0.46596858638743455,0.49847294938917974,0.03555846422338569,0,0,0,4272000,4570000,326000,9168000,2020
1928020,Iowa,Tri-County Comm School District,3,3,243,4352000,258000,2346000,1748000,0,14000,14000,296000,0,0,2050000,1748000,3798000,4056000,0.5054240631163708,0.43096646942800787,0.06360946745562131,0,0,0,2050000,1748000,258000,4056000,2020
1928050,Iowa,Tripoli Comm School District,3,3,404,6427000,347000,3312000,2768000,0,19000,19000,425000,0,0,2887000,2768000,5655000,6002000,0.4810063312229257,0.46117960679773407,0.05781406197934022,0,0,0,2887000,2768000,347000,6002000,2020
1928110,Iowa,Turkey Valley Comm School District,3,3,348,6161000,339000,2546000,3276000,0,17000,17000,356000,1000,0,2190000,3275000,5465000,5804000,0.37732598208132323,0.5642660234321157,0.05840799448656099,0,0,0,2190000,3275000,339000,5804000,2020
1928170,Iowa,Twin Cedars Comm School District,3,3,339,5245000,268000,2749000,2228000,0,16000,16000,345000,0,0,2404000,2228000,4632000,4900000,0.4906122448979592,0.4546938775510204,0.054693877551020405,0,0,0,2404000,2228000,268000,4900000,2020
1928200,Iowa,Twin Rivers Comm School District,1,3,56,2401000,115000,734000,1552000,0,6000,6000,140000,0,0,594000,1552000,2146000,2261000,0.26271561256081377,0.686421937195931,0.0508624502432552,0,0,0,594000,1552000,115000,2261000,2020
1928230,Iowa,Underwood Comm School District,3,3,798,11074000,219000,5310000,5545000,0,31000,31000,745000,0,0,4565000,5545000,10110000,10329000,0.44195953141640043,0.5368380288508084,0.02120243973279117,0,0,0,4565000,5545000,219000,10329000,2020
1928560,Iowa,United Comm School District,1,3,376,8409000,193000,2367000,5849000,0,18000,18000,407000,19000,0,1960000,5830000,7790000,7983000,0.24552173368407867,0.7303018915194789,0.02417637479644244,0,0,0,1960000,5830000,193000,7983000,2020
1928680,Iowa,Urbandale Comm School District,3,3,4219,62853000,1949000,26147000,34757000,0,162000,162000,3783000,5000,0,22364000,34752000,57116000,59065000,0.3786337086260899,0.5883687462964531,0.03299754507745704,0,0,0,22364000,34752000,1949000,59065000,2020
1928980,Iowa,Van Buren County Comm School District,3,3,842,16961000,961000,8490000,7510000,0,46000,46000,1114000,724000,0,7376000,6786000,14162000,15123000,0.48773391522845994,0.44872049196587976,0.06354559280566026,0,0,0,7376000,6786000,961000,15123000,2020
1929010,Iowa,Van Meter Comm School District,3,3,895,11459000,204000,5237000,6018000,0,31000,31000,750000,5000,0,4487000,6013000,10500000,10704000,0.41918908819133033,0.5617526158445441,0.01905829596412556,0,0,0,4487000,6013000,204000,10704000,2020
1929280,Iowa,Villisca Comm School District,1,3,305,5878000,344000,2322000,3212000,0,16000,16000,314000,0,0,2008000,3212000,5220000,5564000,0.36089144500359455,0.5772825305535586,0.06182602444284687,0,0,0,2008000,3212000,344000,5564000,2020
1929310,Iowa,Vinton-Shellsburg Comm School District,3,3,1513,23092000,1356000,11686000,10050000,21000,100000,121000,1561000,23000,0,10125000,10027000,20152000,21508000,0.47075506788171845,0.46619862376790033,0.06304630835038125,0,0,0,10125000,10027000,1356000,21508000,2020
1929490,Iowa,Waco Comm School District,3,3,505,7669000,356000,3938000,3375000,0,23000,23000,542000,298000,0,3396000,3077000,6473000,6829000,0.4972909650021965,0.45057841558061207,0.05213061941719139,0,0,0,3396000,3077000,356000,6829000,2020
1929580,Iowa,East Sac County Comm School District,3,3,850,12116000,685000,6209000,5222000,0,41000,41000,861000,0,0,5348000,5222000,10570000,11255000,0.47516659262549976,0.4639715681919147,0.06086183918258552,0,0,0,5348000,5222000,685000,11255000,2020
1929730,Iowa,Wapello Comm School District,3,3,565,9198000,511000,5055000,3632000,0,29000,29000,642000,0,0,4413000,3632000,8045000,8556000,0.5157784011220197,0.42449742870500234,0.05972417017297803,0,0,0,4413000,3632000,511000,8556000,2020
1929760,Iowa,Wapsie Valley Comm School District,3,3,739,10319000,267000,5453000,4599000,0,30000,30000,703000,0,0,4750000,4599000,9349000,9616000,0.4939683860232945,0.47826539101497506,0.02776622296173045,0,0,0,4750000,4599000,267000,9616000,2020
1930240,Iowa,Washington Comm School District,3,3,1736,25792000,1365000,14223000,10204000,0,84000,84000,1779000,0,0,12444000,10204000,22648000,24013000,0.5182192978803148,0.4249364927331029,0.056844209386582266,0,0,0,12444000,10204000,1365000,24013000,2020
1930480,Iowa,Waterloo Comm School District,3,3,10889,159732000,17571000,98802000,43359000,0,597000,597000,11171000,855000,0,87631000,42504000,130135000,147706000,0.5932798938431749,0.28776082217377763,0.1189592839830474,0,0,0,87631000,42504000,17571000,147706000,2020
1930510,Iowa,Waukee Comm School District,3,3,11518,175315000,3412000,79979000,91924000,30000,514000,544000,11586000,0,0,68393000,91924000,160317000,163729000,0.4177207458666455,0.5614399403893018,0.020839313744052672,0,0,0,68393000,91924000,3412000,163729000,2020
1930540,Iowa,Waverly-Shell Rock Comm School District,3,3,2260,31586000,1255000,16580000,13751000,50000,96000,146000,2195000,0,0,14385000,13751000,28136000,29391000,0.48943554149229357,0.4678643122044163,0.042700146303290124,0,0,0,14385000,13751000,1255000,29391000,2020
