dist_id,state,district,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23
2606570,Michigan,Brandon School District in the Counties of Oakland and Lapee,18572000,942000,14800000,34314000,1007000,0,1007000,19328000,2833000,14810000,36971000,1184000,0,1184000,20071000,3820000,15641000,39532000,1009000,0,1009000,22950000,2692000,17544000,43186000,1259000,0,1259000
2606600,Michigan,Brandywine Community Schools,11131000,914000,4144000,16189000,470000,0,470000,11431000,1799000,4464000,17694000,528000,0,528000,11854000,1592000,4300000,17746000,549000,0,549000,12916000,2256000,4838000,20010000,370000,0,370000
2606630,Michigan,Breckenridge Community Schools,5069000,500000,2431000,8000000,153000,0,153000,5163000,583000,3302000,9048000,176000,0,176000,5278000,1399000,3517000,10194000,177000,0,177000,6237000,1324000,3777000,11338000,285000,0,285000
2606720,Michigan,Breitung Township School District,14864000,920000,6102000,21886000,533000,0,533000,15434000,3069000,6656000,25159000,451000,0,451000,17315000,2172000,4637000,24124000,588000,0,588000,19921000,3204000,5895000,29020000,482000,0,482000
2606780,Michigan,Bridgeport-Spaulding Community School District,12066000,2887000,4208000,19161000,454000,0,454000,12518000,3029000,3789000,19336000,418000,0,418000,13646000,5036000,4259000,22941000,398000,0,398000,14658000,7800000,4375000,26833000,423000,0,423000
2606840,Michigan,Bridgman Public Schools,1604000,1332000,14334000,17270000,537000,0,537000,1922000,1973000,14151000,18046000,540000,0,540000,2329000,1572000,14441000,18342000,565000,0,565000,3490000,1520000,15265000,20275000,515000,0,515000
2606870,Michigan,Brighton Area Schools,64519000,466000,39128000,104113000,2451000,0,2451000,67338000,4809000,37984000,110131000,2394000,0,2394000,73705000,3979000,40607000,118291000,2407000,0,2407000,90556000,6993000,46162000,143711000,2234000,0,2234000
2606900,Michigan,Brimley Area Schools,3881000,1788000,2307000,7976000,120000,0,120000,4170000,2495000,2224000,8889000,137000,0,137000,4542000,1980000,2263000,8785000,159000,0,159000,4932000,2066000,2434000,9432000,160000,0,160000
2606930,Michigan,Britton Deerfield Schools,3543000,299000,2513000,6355000,111000,0,111000,3636000,456000,2735000,6827000,168000,0,168000,3500000,647000,2435000,6582000,90000,0,90000,3656000,609000,2594000,6859000,0,0,0
2606960,Michigan,Bronson Community School District,8572000,922000,2365000,11859000,0,0,0,9087000,1753000,2026000,12866000,0,0,0,9167000,1319000,2099000,12585000,0,0,0,10315000,2401000,2838000,15554000,0,0,0
2606990,Michigan,Columbia School District,9280000,739000,8636000,18655000,379000,0,379000,9740000,1797000,8171000,19708000,483000,0,483000,10763000,2117000,8828000,21708000,411000,0,411000,12832000,2529000,9352000,24713000,409000,0,409000
2607040,Michigan,Brown City Community Schools,6984000,605000,2160000,9749000,161000,0,161000,7290000,1593000,2362000,11245000,198000,0,198000,7382000,2527000,2510000,12419000,206000,0,206000,8693000,2432000,2220000,13345000,335000,0,335000
2607080,Michigan,Flat Rock Community Schools,17051000,885000,8277000,26213000,972000,0,972000,17135000,1851000,7625000,26611000,602000,0,602000,17576000,2061000,8197000,27834000,680000,0,680000,20044000,3019000,9215000,32278000,1039000,0,1039000
2607140,Michigan,Buchanan Community Schools,12559000,1012000,5030000,18601000,551000,0,551000,12824000,2281000,5369000,20474000,471000,0,471000,13428000,2791000,5549000,21768000,529000,0,529000,15536000,1115000,6308000,22959000,570000,0,570000
2607170,Michigan,Buckley Community Schools,3478000,400000,1386000,5264000,70000,0,70000,3622000,645000,1415000,5682000,77000,0,77000,4145000,627000,1441000,6213000,73000,0,73000,5075000,771000,1600000,7446000,129000,0,129000
2607320,Michigan,Bullock Creek School District,16573000,1230000,6595000,24398000,894000,0,894000,17381000,2411000,6046000,25838000,1075000,0,1075000,17258000,2545000,5744000,25547000,820000,0,820000,19532000,1966000,6272000,27770000,883000,0,883000
2607410,Michigan,Burr Oak Community School District,2368000,319000,553000,3240000,28000,0,28000,2493000,581000,631000,3705000,11000,0,11000,3411000,647000,686000,4744000,27000,0,27000,4933000,585000,841000,6359000,0,0,0
2607530,Michigan,Byron Area Schools,7000000,298000,1576000,8874000,156000,0,156000,7050000,950000,1896000,9896000,166000,0,166000,6749000,1289000,1970000,10008000,136000,0,136000,7407000,1158000,2194000,10759000,164000,0,164000
2607560,Michigan,Byron Center Public Schools,33508000,1145000,27141000,61794000,983000,0,983000,34906000,4588000,26653000,66147000,1065000,0,1065000,38457000,7052000,29041000,74550000,998000,0,998000,44136000,4144000,33880000,82160000,1915000,0,1915000
2607590,Michigan,Cadillac Area Public Schools,23909000,2906000,14863000,41678000,1011000,0,1011000,24585000,5167000,12792000,42544000,813000,0,813000,26940000,5759000,14041000,46740000,975000,0,975000,30021000,8843000,16263000,55127000,907000,0,907000
2607620,Michigan,Caledonia Community Schools,39596000,1278000,29706000,70580000,2347000,0,2347000,40568000,5184000,29513000,75265000,2403000,0,2403000,39902000,4847000,32419000,77168000,2300000,0,2300000,46847000,4293000,38587000,89727000,2913000,0,2913000
2607690,Michigan,Public Schools of Calumet Laurium & Keweenaw,13137000,957000,4385000,18479000,298000,0,298000,NA,NA,NA,NA,NA,NA,NA,14281000,4224000,5092000,23597000,369000,0,369000,15629000,1669000,5936000,23234000,432000,0,432000
2607710,Michigan,Camden-Frontier School,4083000,533000,1367000,5983000,92000,0,92000,4078000,1661000,1638000,7377000,76000,0,76000,4361000,2493000,1628000,8482000,89000,0,89000,4766000,1687000,1812000,8265000,100000,0,100000
2607800,Michigan,Capac Community Schools,7039000,769000,3245000,11053000,270000,0,270000,6968000,723000,2858000,10549000,184000,0,184000,7204000,1697000,3271000,12172000,236000,0,236000,7818000,1684000,3427000,12929000,159000,0,159000
2607890,Michigan,Carman-Ainsworth Community Schools,37318000,3599000,12013000,52930000,1790000,0,1790000,38207000,7816000,12619000,58642000,1806000,0,1806000,36205000,16840000,9882000,62927000,1884000,0,1884000,41404000,28682000,13595000,83681000,2112000,0,2112000
2608010,Michigan,Carney-Nadeau Public Schools,2402000,353000,1866000,4621000,62000,6000,68000,2497000,521000,737000,3755000,79000,0,79000,2638000,492000,872000,4002000,84000,0,84000,3004000,660000,923000,4587000,85000,0,85000
2608040,Michigan,Caro Community Schools,13782000,1328000,5310000,20420000,304000,0,304000,14299000,2344000,4736000,21379000,319000,0,319000,13661000,2490000,5160000,21311000,314000,0,314000,16898000,2608000,5069000,24575000,556000,0,556000
2608070,Michigan,Carrollton Public Schools,20970000,1421000,3333000,25724000,38000,0,38000,21576000,3179000,3424000,28179000,36000,0,36000,22509000,3299000,3904000,29712000,55000,0,55000,25648000,2827000,4261000,32736000,0,0,0
2608130,Michigan,Carson City-Crystal Area Schools,6736000,1324000,2756000,10816000,243000,0,243000,6862000,1856000,3116000,11834000,253000,0,253000,6943000,2708000,3674000,13325000,254000,0,254000,7628000,2685000,3612000,13925000,240000,0,240000
2608160,Michigan,Carsonville-Port Sanilac School District,2462000,626000,1890000,4978000,26000,0,26000,2716000,800000,2009000,5525000,41000,0,41000,2944000,966000,2094000,6004000,66000,0,66000,3573000,860000,2246000,6679000,99000,0,99000
2608280,Michigan,Caseville Public Schools,646000,306000,2819000,3771000,140000,0,140000,662000,444000,2758000,3864000,98000,0,98000,683000,740000,2953000,4376000,96000,0,96000,903000,277000,3035000,4215000,99000,0,99000
2608400,Michigan,Cass City Public Schools,8224000,992000,2884000,12100000,0,0,0,8461000,1924000,2822000,13207000,0,0,0,8898000,1881000,3167000,13946000,8000,0,8000,10130000,2163000,3621000,15914000,185000,0,185000
2608430,Michigan,Cassopolis Public Schools,4039000,1320000,7788000,13147000,221000,0,221000,4241000,1939000,7618000,13798000,299000,0,299000,4418000,1993000,8117000,14528000,285000,0,285000,4637000,2044000,8613000,15294000,186000,0,186000
2608520,Michigan,Cedar Springs Public Schools,31460000,1311000,13749000,46520000,1503000,0,1503000,31617000,3558000,13978000,49153000,1575000,0,1575000,32570000,5005000,14965000,52540000,1694000,0,1694000,35932000,4186000,16226000,56344000,1509000,0,1509000
2608580,Michigan,Center Line Public Schools,22539000,3549000,12861000,38949000,1512000,543000,2055000,22580000,5132000,14024000,41736000,1525000,515000,2040000,22738000,6112000,14885000,43735000,1316000,668000,1984000,29324000,6682000,14779000,50785000,1413000,569000,1982000
2608610,Michigan,Central Lake Public Schools,326000,276000,3916000,4518000,68000,0,68000,448000,578000,3687000,4713000,76000,0,76000,519000,777000,4136000,5432000,60000,0,60000,806000,904000,4657000,6367000,110000,0,110000
2608640,Michigan,Central Montcalm Public Schools,12716000,1096000,5291000,19103000,633000,0,633000,12618000,2312000,5223000,20153000,375000,0,375000,13214000,3192000,5267000,21673000,373000,0,373000,15232000,3166000,5573000,23971000,703000,0,703000
2608670,Michigan,Centreville Public Schools,6935000,905000,3178000,11018000,189000,0,189000,7107000,1230000,2857000,11194000,43000,0,43000,7969000,815000,2930000,11714000,125000,0,125000,9251000,1529000,3357000,14137000,139000,0,139000
2608730,Michigan,Charlevoix Public Schools,1393000,439000,12928000,14760000,297000,0,297000,1806000,1242000,11645000,14693000,343000,0,343000,2118000,1748000,14503000,18369000,357000,0,357000,3018000,1183000,14456000,18657000,454000,0,454000
2608770,Michigan,Charlotte Public Schools,20332000,2350000,12379000,35061000,264000,0,264000,21102000,3212000,11457000,35771000,678000,0,678000,21951000,4602000,12200000,38753000,802000,0,802000,25072000,5361000,14151000,44584000,502000,0,502000
2608880,Michigan,Chassell Township School District,1960000,101000,792000,2853000,35000,0,35000,NA,NA,NA,NA,NA,NA,NA,2045000,364000,706000,3115000,40000,0,40000,2178000,344000,595000,3117000,53000,0,53000
2608910,Michigan,Cheboygan Area Schools,10329000,1820000,8735000,20884000,477000,0,477000,10293000,2844000,8966000,22103000,489000,0,489000,11027000,2636000,9052000,22715000,488000,0,488000,12859000,4062000,9459000,26380000,547000,0,547000
2608940,Michigan,Chelsea School District,19228000,419000,19846000,39493000,1944000,0,1944000,19777000,2431000,18846000,41054000,1929000,0,1929000,20839000,2416000,19892000,43147000,1652000,0,1652000,24369000,2317000,22811000,49497000,1827000,0,1827000
2609150,Michigan,Chesaning Union Schools,12180000,1100000,4835000,18115000,214000,0,214000,12659000,1996000,4391000,19046000,279000,0,279000,13775000,2437000,4940000,21152000,252000,0,252000,15425000,2182000,5177000,22784000,256000,0,256000
2609560,Michigan,Chippewa Hills School District,12500000,2518000,10557000,25575000,672000,0,672000,12828000,2254000,11458000,26540000,664000,0,664000,13736000,4393000,11287000,29416000,647000,0,647000,15720000,1601000,12639000,29960000,689000,0,689000
2609570,Michigan,Chippewa Valley Schools,134558000,3597000,70162000,208317000,7128000,0,7128000,138334000,11925000,71176000,221435000,6697000,0,6697000,142202000,31967000,77061000,251230000,7810000,0,7810000,162271000,8516000,86767000,257554000,7530000,0,7530000
2609750,Michigan,Clare Public Schools,13144000,1610000,4007000,18761000,222000,458000,680000,13391000,3099000,3777000,20267000,328000,344000,672000,13920000,5268000,4594000,23782000,331000,322000,653000,16042000,1800000,5238000,23080000,456000,329000,785000
2609840,Michigan,Clarenceville School District,15852000,1369000,7072000,24293000,872000,0,872000,16619000,2877000,6577000,26073000,979000,0,979000,18177000,3921000,7083000,29181000,983000,0,983000,19300000,3603000,7711000,30614000,857000,0,857000
2609900,Michigan,Clarkston Community School District,73667000,1559000,38112000,113338000,5696000,0,5696000,76637000,6462000,37061000,120160000,5329000,0,5329000,85166000,8503000,39527000,133196000,5434000,0,5434000,102589000,10341000,45076000,158006000,5984000,0,5984000
2609930,Michigan,Clawson Public Schools,12921000,460000,10369000,23750000,1143000,0,1143000,13522000,1105000,9905000,24532000,1464000,0,1464000,12645000,3014000,11096000,26755000,1187000,0,1187000,14799000,1295000,13511000,29605000,1570000,0,1570000
2610020,Michigan,Climax-Scotts Community Schools,4916000,360000,2312000,7588000,208000,0,208000,5344000,884000,2176000,8404000,270000,0,270000,5625000,1649000,2418000,9692000,188000,0,188000,6733000,663000,2603000,9999000,324000,0,324000
2610050,Michigan,Clinton Community Schools,10085000,106000,3328000,13519000,248000,0,248000,10478000,737000,3635000,14850000,377000,0,377000,11497000,951000,30951000,43399000,316000,0,316000,12987000,1455000,5059000,19501000,397000,0,397000
2610080,Michigan,Clintondale Community Schools,25192000,2615000,7722000,35529000,1109000,0,1109000,27011000,4893000,8864000,40768000,1033000,0,1033000,23839000,6764000,9624000,40227000,1071000,0,1071000,22246000,8134000,10007000,40387000,1001000,0,1001000
2610110,Michigan,Clio Area School District,23868000,1971000,6674000,32513000,705000,0,705000,24461000,3797000,7674000,35932000,718000,0,718000,25904000,7940000,7721000,41565000,592000,0,592000,27985000,2656000,9509000,40150000,856000,0,856000
2610140,Michigan,Coldwater Community Schools,19908000,2491000,14158000,36557000,515000,0,515000,20062000,4659000,12824000,37545000,411000,0,411000,21538000,6476000,13540000,41554000,454000,0,454000,24541000,5492000,12704000,42737000,546000,0,546000
2610200,Michigan,Coleman Community Schools,5859000,737000,2565000,9161000,309000,0,309000,5896000,1203000,2395000,9494000,382000,0,382000,5933000,1558000,2710000,10201000,409000,0,409000,6379000,1694000,2944000,11017000,263000,0,263000
2610380,Michigan,Coloma Community Schools,9574000,2564000,6180000,18318000,423000,0,423000,9860000,4112000,6142000,20114000,353000,0,353000,9844000,3402000,6482000,19728000,434000,0,434000,10650000,3439000,7069000,21158000,456000,0,456000
2610410,Michigan,Colon Community School District,3961000,707000,2882000,7550000,115000,0,115000,4052000,1030000,3129000,8211000,119000,0,119000,4111000,1725000,3129000,8965000,119000,0,119000,4805000,1803000,3029000,9637000,177000,0,177000
2610560,Michigan,Fairview Area School District,872000,498000,2680000,4050000,42000,0,42000,1023000,721000,2576000,4320000,71000,0,71000,1102000,1218000,2578000,4898000,50000,0,50000,1467000,844000,2536000,4847000,26000,0,26000
2610590,Michigan,Comstock Public Schools,14068000,3224000,11244000,28536000,1019000,0,1019000,14579000,3324000,11124000,29027000,927000,0,927000,15814000,2473000,11438000,29725000,1240000,0,1240000,18258000,2333000,13725000,34316000,1100000,0,1100000
2610620,Michigan,Comstock Park Public Schools,15169000,1653000,10536000,27358000,688000,0,688000,15383000,3092000,11123000,29598000,826000,0,826000,16220000,3666000,11873000,31759000,776000,0,776000,19206000,3367000,13194000,35767000,1486000,0,1486000
2610650,Michigan,Concord Community Schools,5741000,833000,2419000,8993000,155000,0,155000,5962000,1237000,2217000,9416000,238000,0,238000,6191000,1414000,2429000,10034000,200000,0,200000,7580000,1112000,2832000,11524000,223000,0,223000
2610750,Michigan,Constantine Public School District,11939000,1432000,5044000,18415000,310000,0,310000,12456000,3216000,4233000,19905000,435000,0,435000,11966000,2494000,4745000,19205000,412000,0,412000,13615000,2052000,5226000,20893000,365000,0,365000
2610830,Michigan,Coopersville Area Public School District,29043000,1129000,11369000,41541000,1097000,0,1097000,36810000,2869000,10986000,50665000,1172000,0,1172000,37923000,2577000,12030000,52530000,1391000,0,1391000,30906000,4072000,14039000,49017000,1430000,0,1430000
2610860,Michigan,Corunna Public Schools,15302000,1534000,4359000,21195000,497000,0,497000,15380000,2797000,4810000,22987000,508000,0,508000,15651000,2716000,5542000,23909000,596000,0,596000,18030000,3135000,6666000,27831000,576000,0,576000
2610980,Michigan,Covert Public Schools,710000,854000,6770000,8334000,121000,0,121000,795000,1299000,6149000,8243000,148000,0,148000,934000,1825000,5826000,8585000,140000,0,140000,1435000,2395000,5804000,9634000,142000,0,142000
2611030,Michigan,Crawford AuSable Schools,10380000,1680000,8999000,21059000,354000,0,354000,10707000,2987000,8738000,22432000,350000,0,350000,12020000,3541000,9116000,24677000,339000,0,339000,14188000,3086000,10044000,27318000,415000,0,415000
2611140,Michigan,Croswell-Lexington Community Schools,17747000,1657000,6871000,26275000,395000,0,395000,16573000,3131000,6331000,26035000,393000,0,393000,16596000,4450000,6817000,27863000,406000,0,406000,18731000,4551000,7575000,30857000,615000,0,615000
2611190,Michigan,Forest Park School District,1951000,387000,3751000,6089000,162000,0,162000,1900000,834000,3409000,6143000,81000,0,81000,2084000,1209000,3537000,6830000,120000,0,120000,2937000,620000,3867000,7424000,107000,0,107000
2611400,Michigan,Dansville Schools,5853000,439000,3666000,9958000,159000,0,159000,6130000,1012000,3498000,10640000,158000,0,158000,6860000,989000,3908000,11757000,197000,0,197000,7626000,707000,4998000,13331000,363000,0,363000
2611430,Michigan,Davison Community Schools,48832000,2618000,12413000,63863000,1451000,0,1451000,50622000,6715000,14531000,71868000,1569000,0,1569000,54308000,7683000,15791000,77782000,1559000,0,1559000,64607000,5902000,19200000,89709000,1658000,0,1658000
2611550,Michigan,DeWitt Public Schools,27790000,398000,9795000,37983000,854000,0,854000,28693000,2153000,10345000,41191000,930000,0,930000,30368000,2423000,11059000,43850000,947000,0,947000,33918000,3151000,12543000,49612000,1087000,0,1087000
2611600,Michigan,Dearborn City School District,178221000,24168000,94748000,297137000,14715000,0,14715000,181342000,48450000,93324000,323116000,12358000,0,12358000,199217000,80728000,97706000,377651000,16064000,0,16064000,235782000,74326000,96776000,406884000,16457000,0,16457000
2611610,Michigan,Dearborn Heights School District #7,23066000,3152000,4670000,30888000,573000,656000,1229000,24057000,4223000,5229000,33509000,728000,711000,1439000,25259000,5267000,5004000,35530000,633000,0,633000,30044000,5738000,5608000,41390000,734000,0,734000
2611640,Michigan,Westwood Community School District,13799000,2746000,5415000,21960000,1252000,0,1252000,14101000,3991000,5791000,23883000,1172000,0,1172000,13579000,15958000,6367000,35904000,1178000,0,1178000,16966000,9467000,6386000,32819000,1512000,0,1512000
2611670,Michigan,Decatur Public Schools,6165000,1424000,3434000,11023000,234000,0,234000,6230000,1830000,2591000,10651000,184000,0,184000,6710000,2442000,2741000,11893000,217000,0,217000,8386000,2675000,2846000,13907000,266000,0,266000
2611700,Michigan,Deckerville Community School District,4081000,666000,2352000,7099000,149000,0,149000,4166000,1113000,2241000,7520000,154000,0,154000,4386000,1314000,2447000,8147000,163000,0,163000,5123000,830000,2750000,8703000,243000,0,243000
2611910,Michigan,Delton Kellogg Schools,8356000,945000,6188000,15489000,487000,0,487000,8468000,1755000,6762000,16985000,535000,0,535000,8792000,1553000,6988000,17333000,525000,0,525000,9637000,1713000,7995000,19345000,380000,0,380000
2611970,Michigan,DeTour Area Schools,539000,225000,3693000,4457000,48000,0,48000,652000,278000,3325000,4255000,94000,0,94000,737000,253000,3906000,4896000,86000,0,86000,1036000,328000,4506000,5870000,95000,0,95000
2612030,Michigan,Dexter Community School District,30897000,1306000,29769000,61972000,2163000,0,2163000,32091000,3801000,25583000,61475000,2535000,0,2535000,33065000,7568000,28545000,69178000,2195000,0,2195000,37807000,3042000,33381000,74230000,2572000,0,2572000
2612150,Michigan,Dowagiac Union School District,15308000,2503000,10295000,28106000,623000,0,623000,15351000,4177000,9289000,28817000,628000,0,628000,15317000,7274000,10947000,33538000,630000,0,630000,17342000,5954000,10889000,34185000,542000,0,542000
2612240,Michigan,Dryden Community Schools,3340000,443000,1997000,5780000,136000,0,136000,3658000,731000,2135000,6524000,140000,0,140000,4117000,1171000,2346000,7634000,157000,0,157000,4910000,1204000,2630000,8744000,212000,0,212000
2612300,Michigan,Dundee Community Schools,13121000,706000,7665000,21492000,348000,0,348000,13637000,1596000,7600000,22833000,346000,0,346000,15176000,2225000,7210000,24611000,250000,0,250000,17766000,2316000,8941000,29023000,446000,0,446000
2612330,Michigan,Durand Area Schools,11011000,676000,4152000,15839000,321000,0,321000,11286000,1766000,4179000,17231000,332000,0,332000,11722000,3518000,4315000,19555000,365000,0,365000,13157000,1783000,5331000,20271000,321000,0,321000
2612420,Michigan,East China School District,22807000,1669000,23704000,48180000,1086000,0,1086000,27914000,2224000,21873000,52011000,1206000,0,1206000,28807000,4077000,21618000,54502000,1677000,0,1677000,32609000,5097000,24820000,62526000,5103000,0,5103000
2612450,Michigan,Eastpointe Community Schools,20610000,4892000,10467000,35969000,1964000,0,1964000,20507000,7325000,11793000,39625000,1249000,0,1249000,20466000,11331000,12242000,44039000,1182000,0,1182000,23451000,16298000,12747000,52496000,1355000,0,1355000
2612480,Michigan,East Grand Rapids Public Schools,25490000,152000,15829000,41471000,820000,0,820000,27503000,2605000,16229000,46337000,800000,0,800000,28134000,1802000,17500000,47436000,719000,0,719000,32382000,1905000,19810000,54097000,915000,0,915000
2612540,Michigan,East Jackson Community Schools,6633000,980000,4708000,12321000,453000,0,453000,6826000,4191000,4758000,15775000,324000,0,324000,6900000,1777000,4664000,13341000,469000,0,469000,7993000,3444000,5381000,16818000,424000,0,424000
2612560,Michigan,East Jordan Public Schools,4405000,663000,6899000,11967000,215000,0,215000,4783000,1462000,7269000,13514000,251000,0,251000,4778000,2561000,7385000,14724000,249000,0,249000,5830000,1607000,8276000,15713000,274000,0,274000
2612600,Michigan,East Lansing School District,25859000,1633000,25233000,52725000,1581000,0,1581000,28768000,3947000,25835000,58550000,1978000,0,1978000,28200000,5903000,27325000,61428000,2009000,0,2009000,34277000,4054000,29505000,67836000,2511000,0,2511000
2612690,Michigan,Eaton Rapids Public Schools,19940000,1299000,9952000,31191000,601000,0,601000,21003000,3176000,11026000,35205000,1103000,0,1103000,20169000,3688000,10278000,34135000,938000,0,938000,23383000,3051000,10213000,36647000,1041000,0,1041000
2612810,Michigan,Eau Claire Public Schools,6980000,1729000,1201000,9910000,148000,0,148000,7061000,2022000,1438000,10521000,194000,0,194000,6964000,2393000,1335000,10692000,118000,0,118000,7660000,1955000,1541000,11156000,58000,0,58000
2612930,Michigan,Ecorse Public Schools,10159000,1957000,5601000,17717000,343000,33000,376000,12400000,5069000,3950000,21419000,308000,809000,1117000,12680000,7911000,4815000,25406000,328000,265000,593000,15790000,8098000,3922000,27810000,889000,33000,922000
2612960,Michigan,Montabella Community Schools,6653000,822000,3778000,11253000,298000,0,298000,6454000,1176000,3619000,11249000,409000,0,409000,6930000,2051000,3708000,12689000,291000,0,291000,8150000,1414000,4207000,13771000,469000,0,469000
2612990,Michigan,Edwardsburg Public Schools,22557000,1172000,4944000,28673000,406000,0,406000,23310000,3103000,4539000,30952000,501000,0,501000,24246000,3633000,4735000,32614000,321000,0,321000,27949000,1937000,5600000,35486000,503000,0,503000
2613050,Michigan,Elk Rapids Schools,3140000,458000,11260000,14858000,262000,0,262000,3300000,1305000,10296000,14901000,405000,0,405000,3157000,1881000,12922000,17960000,301000,0,301000,4656000,1443000,14437000,20536000,476000,0,476000
2613090,Michigan,Elkton-Pigeon-Bay Port Laker Schools,5671000,784000,8444000,14899000,348000,0,348000,5700000,1644000,7683000,15027000,343000,0,343000,6144000,1422000,7987000,15553000,314000,0,314000,8009000,1730000,8455000,18194000,617000,0,617000
2613110,Michigan,Ellsworth Community School,1603000,203000,1862000,3668000,61000,0,61000,1635000,468000,1846000,3949000,70000,0,70000,1672000,498000,1999000,4169000,90000,0,90000,2084000,405000,2203000,4692000,109000,0,109000
2613500,Michigan,Escanaba Area Public Schools,18511000,1968000,8064000,28543000,1007000,0,1007000,18903000,3600000,9445000,31948000,968000,0,968000,19171000,6201000,7886000,33258000,942000,0,942000,22310000,3914000,8849000,35073000,1222000,0,1222000
2613530,Michigan,Essexville-Hampton Public Schools,13675000,818000,3659000,18152000,328000,0,328000,14009000,2081000,4146000,20236000,320000,0,320000,14196000,2078000,4204000,20478000,331000,0,331000,16363000,2556000,4066000,22985000,411000,0,411000
2613560,Michigan,Evart Public Schools,6437000,1529000,3041000,11007000,222000,0,222000,6696000,1802000,3240000,11738000,157000,0,157000,7637000,2570000,3167000,13374000,225000,0,225000,8840000,2481000,3366000,14687000,233000,0,233000
2613680,Michigan,Excelsior Township S/D #1,320000,47000,140000,507000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614070,Michigan,Farmington Public School District,77700000,3670000,72747000,154117000,10987000,0,10987000,78866000,11197000,72399000,162462000,9447000,0,9447000,79062000,10102000,73001000,162165000,9071000,0,9071000,95994000,9526000,80281000,185801000,13993000,0,13993000
2614100,Michigan,Farwell Area Schools,6277000,2044000,5795000,14116000,230000,0,230000,6199000,2376000,6235000,14810000,231000,0,231000,6069000,4931000,6522000,17522000,263000,0,263000,7228000,3052000,7438000,17718000,271000,0,271000
2614230,Michigan,Fennville Public Schools,9989000,1675000,7114000,18778000,378000,0,378000,10271000,3136000,7405000,20812000,418000,0,418000,10709000,3457000,7272000,21438000,290000,0,290000,12158000,3185000,7674000,23017000,455000,25000,480000
2614250,Michigan,Fenton Area Public Schools,26851000,1927000,16100000,44878000,1556000,0,1556000,27647000,3572000,14868000,46087000,1672000,0,1672000,28083000,5513000,16285000,49881000,1709000,0,1709000,31266000,4074000,17926000,53266000,1818000,0,1818000
2614280,Michigan,Ferndale Public Schools,27049000,2088000,15189000,44326000,1337000,0,1337000,28152000,5175000,15806000,49133000,1419000,0,1419000,29024000,5695000,16800000,51519000,1565000,0,1565000,33773000,5549000,18547000,57869000,1543000,0,1543000
2614460,Michigan,Fitzgerald Public Schools,21343000,3303000,11122000,35768000,1581000,0,1581000,21600000,5770000,12904000,40274000,2063000,0,2063000,20456000,8759000,14428000,43643000,1392000,0,1392000,24219000,7020000,14273000,45512000,1488000,0,1488000
2614520,Michigan,Flint School District of the City of,35602000,19752000,13863000,69217000,3243000,1520000,4763000,37065000,43352000,13017000,93434000,4926000,1690000,6616000,27499000,46145000,13546000,87190000,1601000,1564000,3165000,29918000,45014000,16290000,91222000,1668000,0,1668000
2614550,Michigan,Flushing Community Schools,37408000,1870000,9463000,48741000,1562000,0,1562000,38801000,4711000,7912000,51424000,1631000,0,1631000,40854000,6046000,8908000,55808000,1744000,0,1744000,46729000,4385000,9958000,61072000,1688000,0,1688000
2614570,Michigan,Forest Area Community Schools,3960000,720000,2063000,6743000,100000,0,100000,4070000,1271000,1798000,7139000,95000,0,95000,4449000,1526000,1909000,7884000,117000,0,117000,5143000,1351000,2093000,8587000,150000,0,150000
2614610,Michigan,Forest Hills Public Schools,75619000,1592000,65901000,143112000,3049000,0,3049000,78438000,7567000,62192000,148197000,2945000,0,2945000,79067000,8175000,64766000,152008000,3387000,0,3387000,89956000,7071000,72713000,169740000,3960000,0,3960000
2614690,Michigan,Gwinn Area Community Schools,8086000,1374000,3654000,13114000,453000,0,453000,7613000,2771000,4766000,15150000,523000,0,523000,7977000,3046000,5000000,16023000,463000,0,463000,9624000,2261000,5143000,17028000,590000,0,590000
2614700,Michigan,Fowler Public Schools,4239000,279000,1002000,5520000,70000,0,70000,4377000,543000,1668000,6588000,62000,0,62000,4711000,681000,1777000,7169000,74000,0,74000,5125000,414000,2149000,7688000,74000,0,74000
2614730,Michigan,Fowlerville Community Schools,23374000,706000,12860000,36940000,952000,0,952000,24223000,2209000,11953000,38385000,933000,0,933000,24589000,3503000,12660000,40752000,995000,0,995000,28270000,2919000,15491000,46680000,1072000,0,1072000
