dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23
2918600,Missouri,3,3,LICKING R-VIII,856,625000,794,573000,816,662000,839,820000
2918670,Missouri,3,3,LINCOLN R-II,486,406000,467,529000,486,714000,513,811000
2919080,Missouri,3,3,OSAGE CO. R-II,589,692000,617,727000,625,665000,636,836000
2919140,Missouri,3,3,LOCKWOOD R-I,301,225000,303,201000,300,205000,297,223000
2919170,Missouri,3,3,LOGAN-ROGERSVILLE R-VIII,2340,2768000,2218,2800000,2397,3032000,2471,3334000
2919200,Missouri,1,3,LONEDELL R-14,303,408000,315,465000,332,536000,334,592000
2919230,Missouri,3,3,LONE JACK C-6,730,626000,738,673000,767,828000,750,785000
2919260,Missouri,3,3,LOUISIANA R-II,716,737000,719,735000,715,839000,721,856000
2919350,Missouri,3,3,WOODLAND R-IV,879,844000,813,811000,810,873000,856,926000
2919380,Missouri,3,3,MACKS CREEK R-V,327,123000,335,171000,331,124000,339,142000
2919410,Missouri,3,3,MACON CO. R-I,1258,1211000,1244,1328000,1210,1456000,1210,1297000
2919840,Missouri,3,3,MADISON C-3,189,106000,188,226000,184,258000,187,275000
2919890,Missouri,3,3,MALDEN R-I,968,1201000,931,1130000,927,1066000,879,1129000
2919920,Missouri,3,3,MALTA BEND R-V,71,80000,68,76000,63,92000,70,77000
2919980,Missouri,3,3,MANSFIELD R-IV,640,470000,612,463000,622,525000,594,575000
2920050,Missouri,3,3,MARCELINE R-V,642,726000,635,736000,660,799000,658,810000
2920160,Missouri,3,3,MARION C. EARLY R-V,549,517000,531,534000,558,517000,566,538000
2920280,Missouri,3,3,MARION CO. R-II,204,157000,201,94000,197,113000,211,118000
2920310,Missouri,3,3,MARIONVILLE R-IX,701,711000,717,718000,737,871000,744,1016000
2920340,Missouri,1,3,MARK TWAIN R-VIII,60,54000,51,40000,51,38000,60,43000
2920370,Missouri,3,3,MARQUAND-ZION R-VI,132,121000,121,105000,122,110000,125,110000
2920410,Missouri,3,3,MARSHALL,2645,3540000,2122,3605000,2552,3323000,2420,3760000
2920430,Missouri,3,3,MARSHFIELD R-I,3072,3741000,2993,3647000,3035,3942000,3113,4073000
2920490,Missouri,3,3,MARYVILLE R-II,1464,2339000,1405,2395000,1374,2409000,1386,2604000
2920550,Missouri,3,3,MAYSVILLE R-I,552,449000,527,521000,548,591000,539,539000
2920610,Missouri,3,3,MCDONALD CO. R-I,3735,4681000,3552,4691000,3580,4766000,3522,5214000
2920640,Missouri,3,3,MEADVILLE R-IV,242,173000,229,264000,238,175000,228,189000
2920670,Missouri,3,3,MEHLVILLE R-IX,10281,4057000,9969,4154000,10162,4314000,10076,6039000
2920700,Missouri,3,3,SCOTLAND CO. R-I,568,1012000,519,1034000,503,1020000,547,1112000
2920750,Missouri,3,3,NORTH MERCER CO. R-III,182,226000,170,215000,155,154000,145,204000
2920810,Missouri,3,3,MEXICO 59,2486,2599000,2399,2898000,2439,2791000,2462,3186000
2920820,Missouri,3,3,MIAMI R-I,194,131000,180,139000,168,155000,176,153000
2920840,Missouri,1,3,MIAMI R-I,71,62000,60,19000,71,52000,72,47000
2920940,Missouri,3,3,MILAN C-2,649,433000,648,450000,666,555000,653,624000
2921000,Missouri,3,3,MILLER R-II,600,472000,569,499000,622,537000,588,519000
2921100,Missouri,3,3,MOBERLY,2317,3541000,2215,4113000,2206,4626000,2170,4924000
2921120,Missouri,3,3,MONETT R-I,1509,2960000,2346,3533000,2337,3644000,2314,3814000
2921150,Missouri,1,3,HIGH POINT R-III,88,109000,73,99000,75,74000,76,166000
2921210,Missouri,3,3,MONROE CITY R-I,729,1085000,724,1238000,734,1347000,764,1441000
2921330,Missouri,3,3,MONTGOMERY CO. R-II,1220,1653000,1150,1802000,1160,1880000,1147,1929000
2921360,Missouri,3,3,MONTROSE R-XIV,104,56000,100,66000,86,62000,75,63000
2921420,Missouri,3,3,SCOTT CO. CENTRAL,269,529000,295,541000,299,600000,274,640000
2921480,Missouri,3,3,MOUND CITY R-II,275,502000,291,844000,281,1018000,276,900000
2921510,Missouri,3,3,MOUNTAIN GROVE R-III,1544,1447000,1558,1541000,1598,1552000,1611,1705000
2921540,Missouri,3,3,MOUNTAIN VIEW-BIRCH TREE R-III,1217,1000000,1183,1077000,1220,1114000,1217,1268000
2921600,Missouri,3,3,MT. VERNON R-V,1474,1520000,1467,1808000,1426,2044000,1528,2272000
2921660,Missouri,3,3,NORTHEAST NODAWAY CO. R-V,217,189000,232,247000,218,213000,220,217000
2921690,Missouri,3,3,NORTH NODAWAY CO. R-VI,229,324000,216,337000,223,326000,210,284000
2921720,Missouri,3,3,NAYLOR R-II,408,188000,392,184000,385,184000,379,246000
2921750,Missouri,3,3,NEELYVILLE R-IV,638,886000,634,973000,625,977000,637,907000
2921810,Missouri,3,3,NEOSHO SCHOOL DISTRICT,4727,6406000,4656,6635000,4846,7049000,4897,7224000
2921840,Missouri,3,3,NEVADA R-V,2390,3095000,2346,3214000,2426,3319000,2377,3370000
2921875,Missouri,3,3,NEW BLOOMFIELD R-III,699,732000,704,847000,706,954000,665,966000
2921880,Missouri,3,3,MACON CO. R-IV,109,88000,103,89000,95,86000,95,104000
2921940,Missouri,3,3,NEW FRANKLIN R-I,461,335000,453,411000,438,464000,422,407000
2921960,Missouri,3,3,NEW HAVEN,498,707000,499,659000,500,739000,502,726000
2922140,Missouri,3,3,NEWBURG R-II,402,576000,412,573000,408,592000,402,538000
2922470,Missouri,3,3,NEWTOWN-HARRIS R-III,73,67000,74,124000,73,140000,81,128000
2922500,Missouri,3,3,NIANGUA R-V,364,235000,349,208000,298,243000,295,267000
2922530,Missouri,3,3,Nixa Public Schools,6476,9669000,6384,9438000,6388,10077000,6724,10466000
2922560,Missouri,3,3,NODAWAY-HOLT R-VII,210,230000,215,228000,210,239000,205,249000
2922620,Missouri,3,3,NORBORNE R-VIII,177,208000,151,210000,154,226000,168,165000
2922710,Missouri,3,3,NORTH ANDREW CO. R-VI,348,261000,331,329000,306,339000,300,371000
2922740,Missouri,3,3,NORTH CALLAWAY CO. R-I,1067,880000,784,829000,1023,1307000,1013,1174000
2922770,Missouri,3,3,NORTH HARRISON R-III,240,194000,226,201000,227,208000,229,208000
2922800,Missouri,3,3,NORTH KANSAS CITY 74,20342,32657000,19673,35157000,19875,42321000,20561,44565000
2922830,Missouri,3,3,NORTH PLATTE CO. R-I,588,822000,580,926000,570,777000,590,857000
2922860,Missouri,3,3,NORTHEAST RANDOLPH CO. R-IV,381,443000,362,409000,350,448000,341,474000
2922890,Missouri,3,3,NORTHWEST R-I,6216,10602000,6124,10344000,6039,10626000,5969,11162000
2922920,Missouri,3,3,NORTHWESTERN R-I,166,213000,174,200000,173,218000,168,284000
2922950,Missouri,3,3,NORWOOD R-I,355,310000,342,298000,332,341000,327,330000
2922980,Missouri,3,3,ADAIR CO. R-I,225,179000,206,211000,220,220000,232,256000
2923010,Missouri,3,3,OAK GROVE R-VI,2022,2235000,1985,2426000,1945,2616000,1960,2807000
2923040,Missouri,1,3,OAK HILL R-I,127,156000,129,164000,140,128000,131,149000
2923070,Missouri,3,3,OAK RIDGE R-VI,383,291000,361,257000,352,344000,360,471000
2923100,Missouri,3,3,ODESSA R-VII,2030,2503000,1995,2517000,1989,2670000,2041,3278000
2923130,Missouri,3,3,ORAN R-III,350,228000,328,257000,322,277000,330,310000
2923160,Missouri,3,3,ORCHARD FARM R-V,2132,5545000,2154,5587000,2318,6387000,2376,7256000
2923190,Missouri,3,3,SOUTH HOLT CO. R-I,269,313000,277,300000,290,322000,280,337000
2923220,Missouri,3,3,ORRICK R-XI,280,358000,254,366000,276,337000,291,457000
2923250,Missouri,3,3,OSBORN R-O,111,118000,96,158000,110,141000,122,140000
2923270,Missouri,3,3,OSCEOLA,529,573000,519,613000,545,606000,553,646000
2923310,Missouri,3,3,OTTERVILLE R-VI,220,195000,205,215000,196,221000,212,244000
2923340,Missouri,3,3,GASCONADE CO. R-II,1852,2154000,1801,2126000,1831,2142000,1779,2431000
2923400,Missouri,3,3,LUTIE R-VI,127,56000,139,51000,114,52000,103,105000
2923430,Missouri,3,3,OZARK R-VI,5913,9243000,5802,9949000,6053,10603000,6052,12141000
2923460,Missouri,3,3,MERAMEC VALLEY R-III,3079,5757000,3026,6066000,3076,6609000,3047,6996000
2923490,Missouri,3,3,PALMYRA R-I,1123,1675000,1137,1689000,1174,1700000,1156,1854000
2923530,Missouri,3,3,PARIS R-II,462,466000,402,485000,411,593000,461,608000
2923550,Missouri,3,3,PARK HILL,10972,21456000,11689,21573000,11991,22878000,11976,24416000
2923640,Missouri,3,3,MEADOW HEIGHTS R-II,527,501000,519,507000,530,438000,498,473000
2923670,Missouri,3,3,PATTONSBURG R-II,215,208000,207,205000,201,198000,194,197000
2923700,Missouri,3,3,PATTONVILLE R-III,6213,4220000,6030,4263000,5934,4653000,6102,4655000
2923730,Missouri,3,3,RAYMORE-PECULIAR R-II,6460,8046000,6290,7548000,6432,8317000,6377,8857000
2924530,Missouri,3,3,PERRY CO. 32,1726,3163000,2124,3093000,2179,3271000,2144,3597000
2924690,Missouri,1,3,PETTIS CO. R-XII,155,243000,143,234000,117,246000,113,271000
2925080,Missouri,1,3,PHELPS CO. R-III,170,285000,150,247000,166,310000,157,242000
2925110,Missouri,3,3,PIERCE CITY R-VI,730,768000,712,817000,721,786000,679,834000
2925140,Missouri,3,3,PIKE CO. R-III,431,386000,434,370000,435,412000,445,353000
2925170,Missouri,3,3,PILOT GROVE C-4,233,316000,239,326000,232,379000,235,384000
2925210,Missouri,3,3,PLATO R-V,554,363000,543,312000,560,503000,537,480000
2925230,Missouri,3,3,PLATTE CO. R-III,4338,5117000,4269,5392000,4273,5481000,4283,6093000
2925290,Missouri,3,3,CLINTON CO. R-III,647,1215000,637,1174000,652,1154000,665,1230000
2925330,Missouri,3,3,PLEASANT HILL R-III,2248,2348000,2161,2375000,2191,2461000,2197,2855000
2925350,Missouri,3,3,PLEASANT HOPE R-VI,791,998000,736,998000,753,976000,752,973000
2925410,Missouri,3,3,POLO R-VII,438,388000,393,438000,427,496000,405,570000
2925450,Missouri,3,3,POPLAR BLUFF R-I,5244,8493000,5137,8693000,5270,8827000,5204,9680000
2925500,Missouri,3,3,POTOSI R-III,2033,2616000,1988,2438000,2000,2342000,2036,2613000
2925530,Missouri,3,3,PRAIRIE HOME R-V,147,109000,148,94000,152,111000,142,115000
2925590,Missouri,3,3,PRINCETON R-V,345,533000,339,452000,360,447000,364,416000
2925620,Missouri,3,3,PURDY R-II,644,799000,628,747000,622,984000,631,1095000
2925640,Missouri,3,3,PUTNAM CO. R-I,685,922000,642,834000,650,924000,654,956000
2925650,Missouri,3,3,PUXICO R-VIII,788,831000,776,841000,777,876000,747,833000
2925710,Missouri,3,3,RALLS CO. R-II,753,739000,756,872000,797,922000,834,1195000
2926040,Missouri,1,3,RAYMONDVILLE R-VII,152,195000,136,171000,136,234000,130,141000
2926070,Missouri,3,3,RAYTOWN C-2,8552,16483000,7906,16599000,8037,18501000,8012,19224000
2926160,Missouri,3,3,REEDS SPRING R-IV,1818,2581000,1769,2545000,1833,2852000,1807,3064000
2926190,Missouri,1,3,RENICK R-V,97,170000,92,162000,92,129000,84,155000
2926220,Missouri,3,3,REPUBLIC R-III,5062,7177000,4989,7220000,5220,7547000,5316,8354000
2926310,Missouri,3,3,RICH HILL R-IV,356,258000,345,303000,365,385000,358,395000
2926370,Missouri,1,3,RICHARDS R-V,398,323000,364,315000,362,262000,372,400000
2926400,Missouri,3,3,RICHLAND R-I,294,361000,279,379000,260,372000,267,455000
2926430,Missouri,3,3,RICHLAND R-IV,523,751000,501,759000,479,755000,461,782000
2926480,Missouri,3,3,RICHMOND R-XVI,1483,1535000,1446,1495000,1521,1812000,1559,2201000
2926490,Missouri,3,3,RIDGEWAY R-V,86,81000,76,50000,86,88000,78,110000
2926550,Missouri,1,3,RIPLEY CO. R-III,98,71000,106,83000,124,107000,121,132000
2926580,Missouri,1,3,RIPLEY CO. R-IV,120,91000,120,92000,127,143000,123,191000
2926610,Missouri,3,3,RISCO R-II,206,106000,188,119000,180,118000,171,138000
2926790,Missouri,3,3,ROCK PORT R-II,346,281000,349,286000,347,336000,355,379000
2926850,Missouri,3,3,ROCKWOOD R-VI,21216,6676000,19822,6190000,20925,6620000,20563,7115000
2926890,Missouri,3,3,ROLLA 31,4189,4751000,4108,5293000,4176,5644000,4161,5849000
2926970,Missouri,3,3,COLE CO. R-I,620,576000,618,693000,630,814000,626,999000
2927060,Missouri,3,3,ST. JOSEPH,10946,16417000,10643,15513000,10510,15217000,10568,16632000
2927090,Missouri,3,3,SALEM R-80,1465,1846000,1413,1729000,1425,1749000,1464,1997000
2927330,Missouri,1,3,HARDEMAN R-X,64,77000,58,73000,69,74000,69,91000
2927450,Missouri,1,3,OREARVILLE R-IV,71,89000,52,75000,68,61000,68,58000
2927520,Missouri,3,3,SALISBURY R-IV,480,539000,452,556000,459,620000,462,709000
2927540,Missouri,3,3,SARCOXIE R-II,747,870000,726,916000,719,958000,686,1115000
2927570,Missouri,3,3,SAVANNAH R-III,2360,2786000,2318,2720000,2344,2728000,2332,2869000
2927600,Missouri,3,3,NORTHEAST VERNON CO. R-I,210,205000,178,192000,195,248000,199,254000
2927630,Missouri,3,3,SCHOOL OF THE OSAGE,2069,2890000,2063,2928000,2059,3060000,2063,3398000
2927660,Missouri,3,3,SCHUYLER CO. R-I,582,961000,578,1114000,573,1206000,596,1367000
2927830,Missouri,3,3,SEDALIA 200,5141,8959000,4953,8986000,5014,9404000,5042,10327000
2927870,Missouri,3,3,SENATH-HORNERSVILLE C-8,756,607000,663,641000,690,707000,676,751000
2927900,Missouri,3,3,SENECA R-VII,1523,2558000,1476,2599000,1521,2661000,1535,2816000
2927930,Missouri,3,3,SEYMOUR R-II,705,662000,712,636000,713,725000,715,781000
2928110,Missouri,3,3,SHELBY CO. R-IV,726,647000,706,806000,706,847000,693,986000
2928140,Missouri,3,3,NORTH SHELBY,292,261000,276,214000,298,283000,319,394000
2928170,Missouri,3,3,SHELDON R-VIII,181,161000,192,177000,175,204000,174,196000
2928200,Missouri,1,3,SHELL KNOB 78,143,1825000,119,191000,134,111000,144,141000
2928260,Missouri,3,3,SIKESTON R-6,3438,2970000,3338,3264000,3372,3510000,3307,4009000
2928290,Missouri,3,3,SILEX R-I,443,305000,444,357000,442,406000,463,410000
2928360,Missouri,3,3,SLATER,370,377000,346,445000,365,513000,342,476000
2928380,Missouri,3,3,SMITHTON R-VI,552,509000,533,492000,557,571000,544,617000
2928410,Missouri,3,3,SMITHVILLE R-II,2675,3514000,2643,3410000,2581,3171000,2584,3487000
2928430,Missouri,3,3,SOUTH CALLAWAY CO. R-II,773,901000,749,943000,782,1141000,752,1113000
2928470,Missouri,3,3,SOUTH IRON CO. R-I,285,288000,278,301000,295,344000,294,347000
2928560,Missouri,3,3,SOUTHERN BOONE CO. R-I,1806,2307000,1807,2456000,1948,2653000,2006,2567000
2928590,Missouri,3,3,SOUTHERN REYNOLDS CO. R-II,502,332000,450,365000,455,348000,452,410000
2928620,Missouri,3,3,SOUTHLAND C-9,244,161000,237,144000,247,150000,249,181000
2928680,Missouri,3,3,SOUTHWEST LIVINGSTON CO. R-I,174,179000,207,180000,197,174000,184,174000
2928710,Missouri,3,3,SOUTHWEST R-V,817,771000,755,705000,796,676000,828,1014000
2928740,Missouri,3,3,SPARTA R-III,722,595000,743,617000,784,620000,747,622000
2928800,Missouri,3,3,SPOKANE R-VII,759,741000,687,758000,672,866000,700,1028000
2928860,Missouri,3,3,SPRINGFIELD R-XII,25659,38159000,23594,38046000,22644,41026000,22937,44146000
2928920,Missouri,3,3,ST. CHARLES R-VI,5039,12757000,4792,12848000,4835,13552000,4836,15484000
2928950,Missouri,3,3,FRANCIS HOWELL R-III,17519,36677000,16936,36125000,17158,35296000,17124,37495000
2929100,Missouri,3,3,ST. CLAIR R-XIII,2293,6265000,2221,6561000,2219,6942000,2230,7693000
2929130,Missouri,3,3,ST. ELIZABETH R-IV,265,279000,270,241000,273,256000,269,211000
2929170,Missouri,3,3,CENTRAL R-III,2172,2666000,2060,2604000,2051,2824000,2040,3049000
2929250,Missouri,3,3,ST. JAMES R-I,1862,2784000,1811,2875000,1722,3024000,1666,2540000
2929280,Missouri,3,3,ST. LOUIS CITY,21244,47763000,19299,45952000,18747,43055000,18321,45929000
2929340,Missouri,3,3,STANBERRY R-II,307,262000,323,268000,347,289000,366,277000
2929370,Missouri,3,3,STE. GENEVIEVE CO. R-II,1877,3074000,1823,2878000,1808,3326000,1815,3843000
2929430,Missouri,3,3,STEELVILLE R-III,1009,936000,977,947000,969,1083000,925,1236000
2929490,Missouri,3,3,STEWARTSVILLE C-2,231,243000,240,250000,271,259000,262,308000
2929520,Missouri,3,3,STOCKTON R-I,961,1766000,892,4168000,1020,4272000,972,809000
2929580,Missouri,3,3,STOUTLAND R-II,461,451000,412,451000,415,524000,408,714000
2929610,Missouri,3,3,MORGAN CO. R-I,768,653000,737,907000,826,1090000,830,1215000
2929640,Missouri,3,3,STRAFFORD R-VI,1268,1391000,1302,1432000,1383,1431000,1412,1413000
2929670,Missouri,1,3,STRASBURG C-3,120,59000,119,65000,120,85000,126,113000
2929700,Missouri,3,3,STURGEON R-V,432,504000,435,402000,442,457000,1445,506000
2929730,Missouri,1,3,SUCCESS R-VI,98,105000,101,99000,116,109000,125,156000
2929760,Missouri,3,3,SULLIVAN,2140,2722000,2061,2788000,2064,2973000,2114,3229000
2929810,Missouri,3,3,SUMMERSVILLE R-II,436,296000,434,355000,462,352000,458,507000
2929820,Missouri,1,3,SUNRISE R-IX,347,373000,312,463000,335,590000,333,679000
2929880,Missouri,3,3,SWEET SPRINGS R-VII,422,353000,416,389000,388,456000,402,570000
2929910,Missouri,1,3,TANEYVILLE R-II,153,145000,148,168000,133,226000,136,214000
2929940,Missouri,3,3,TARKIO R-I,343,362000,345,380000,348,363000,335,380000
2930270,Missouri,3,3,THAYER R-II,706,921000,674,904000,727,906000,762,997000
2930300,Missouri,3,3,TINA-AVALON R-II,129,127000,139,133000,143,139000,149,148000
2930330,Missouri,3,3,TIPTON R-VI,628,742000,496,975000,598,1053000,602,1347000
2930360,Missouri,3,3,TRENTON R-IX,1189,1783000,1104,1794000,1119,1958000,1105,2035000
2930390,Missouri,3,3,TRI-COUNTY R-VII,188,336000,174,318000,186,353000,189,393000
2930420,Missouri,3,3,EAST NEWTON CO. R-VI,1356,1655000,1291,1739000,1392,1796000,1451,1999000
2930450,Missouri,3,3,TROY R-III,6565,11294000,6493,10107000,6890,11550000,6974,13804000
2930510,Missouri,3,3,MILLER CO. R-III,208,248000,199,252000,199,282000,181,246000
2930520,Missouri,3,3,TWIN RIVERS R-X,915,1320000,887,1178000,847,1217000,827,1302000
2930570,Missouri,3,3,UNION R-XI,3273,4201000,2425,4753000,3162,4999000,3159,5539000
2930600,Missouri,3,3,UNION STAR R-II,144,142000,152,144000,156,149000,162,161000
2930660,Missouri,3,3,UNIVERSITY CITY,2640,938000,2553,875000,2505,1016000,2535,1048000
2930720,Missouri,3,3,VALLEY R-VI,419,299000,413,310000,396,317000,348,345000
2930750,Missouri,3,3,VAN BUREN R-I,498,600000,483,586000,543,573000,516,802000
2930780,Missouri,3,3,VAN-FAR R-I,601,924000,576,982000,584,1102000,582,1194000
2930810,Missouri,3,3,VERONA R-VII,377,291000,352,351000,348,340000,365,367000
2930840,Missouri,3,3,MORGAN CO. R-II,1378,1598000,1297,1561000,1304,1651000,1293,1806000
2930870,Missouri,3,3,MARIES CO. R-I,447,391000,473,416000,491,426000,446,410000
2930900,Missouri,3,3,WEST NODAWAY CO. R-I,254,292000,227,244000,221,180000,227,216000
2930990,Missouri,3,3,WALNUT GROVE R-V,276,100000,280,99000,284,107000,279,126000
2931020,Missouri,3,3,WARRENSBURG R-VI,3473,5389000,3258,5386000,3398,5755000,3385,6905000
2931050,Missouri,3,3,WARREN CO. R-III,3014,6392000,3082,6172000,3097,6235000,3085,6557000
2931070,Missouri,3,3,WARSAW R-IX,1281,2157000,1209,2255000,1262,2197000,1320,2399000
2931110,Missouri,3,3,WASHINGTON,4053,7955000,3808,7350000,3776,7457000,3720,7639000
2931140,Missouri,3,3,KINGSTON K-14,874,1126000,864,1148000,827,1183000,833,1341000
2931230,Missouri,1,3,RICHWOODS R-VII,158,316000,146,260000,104,329000,151,283000
2931440,Missouri,3,3,WAYNESVILLE R-VI,6151,9979000,5928,11072000,6133,11144000,6155,12178000
2931460,Missouri,3,3,WEAUBLEAU R-III,361,179000,351,177000,374,141000,348,195000
2931500,Missouri,3,3,WEBB CITY R-VII,4613,5796000,4567,5981000,4663,6465000,4621,7148000
2931560,Missouri,3,3,WELLINGTON-NAPOLEON R-IX,424,487000,404,458000,419,496000,382,509000
2931620,Missouri,3,3,WELLSVILLE MIDDLETOWN R-I,366,696000,333,429000,340,340000,311,301000
2931650,Missouri,3,3,WENTZVILLE R-IV,17736,39581000,16791,41372000,17019,42881000,17997,43061000
2931680,Missouri,3,3,WEST PLAINS R-VII,2621,3972000,2615,4514000,2651,4551000,2698,4628000
2931710,Missouri,3,3,WEST PLATTE CO. R-II,700,772000,666,801000,549,952000,739,890000
2931800,Missouri,3,3,MIDWAY R-I,441,831000,430,751000,444,898000,449,879000
2931830,Missouri,3,3,OSAGE CO. R-III,790,885000,790,1001000,768,1051000,758,1094000
2931860,Missouri,3,3,WESTRAN R-I,570,1285000,556,1269000,588,1215000,610,1182000
2931890,Missouri,1,3,WESTVIEW C-6,120,69000,126,70000,135,65000,109,75000
2931920,Missouri,3,3,WHEATLAND R-II,300,208000,305,218000,316,262000,316,186000
2931950,Missouri,3,3,WHEATON R-III,442,341000,452,324000,452,308000,431,353000
2932010,Missouri,3,3,WILLARD R-II,4260,6778000,4582,6933000,4635,6992000,4732,7605000
2932070,Missouri,3,3,WILLOW SPRINGS R-IV,1318,1571000,1260,1567000,1287,1530000,1281,1604000
2932100,Missouri,3,3,WINDSOR C-1,3040,4725000,2995,4720000,2970,5165000,2953,5721000
2932110,Missouri,3,3,HENRY CO. R-I,700,1013000,681,1032000,706,1095000,703,1461000
2932190,Missouri,3,3,WINFIELD R-IV,1558,2388000,1577,2676000,1600,2882000,1587,2978000
2932220,Missouri,3,3,WINONA R-III,452,398000,472,460000,492,412000,441,449000
2932250,Missouri,3,3,WINSTON R-VI,161,154000,140,118000,133,116000,138,111000
2932300,Missouri,3,3,WORTH CO. R-III,293,231000,276,245000,270,277000,275,320000
2932310,Missouri,3,3,WRIGHT CITY R-II OF WARREN CO.,1702,3630000,1687,3887000,1703,4037000,1769,4307000
2932490,Missouri,3,3,ZALMA R-V,225,165000,223,167000,210,188000,197,215000
3000002,Montana,1,3,Somers Elem,576,473000,553,544000,568,497000,555,511000
3000003,Montana,1,3,Cut Bank Elem,553,572000,536,627000,552,624000,551,689000
3000005,Montana,1,3,Helena Elem,5338,8078000,5123,8293000,5181,9080000,5225,9575000
3000006,Montana,1,3,Broadus Elem,127,84000,125,102000,123,112000,150,101000
3000008,Montana,1,3,Ashland Elem,65,153000,67,170000,82,171000,82,158000
3000090,Montana,1,3,Noxon Elem,137,80000,105,111000,107,103000,103,119000
3000093,Montana,1,3,Liberty Elem,78,21000,68,40000,69,18000,71,17000
3000094,Montana,1,3,West Glacier Elem,65,20000,66,22000,58,26000,77,27000
3000095,Montana,2,3,Lame Deer H S,132,172000,172,114000,182,151000,169,87000
3000096,Montana,1,3,North Star Elem,125,68000,127,78000,123,64000,150,81000
3000098,Montana,1,3,Chester-Joplin-Inverness El,182,120000,151,84000,188,73000,195,66000
3000099,Montana,3,3,Heart Butte K-12 Schools,194,154000,177,185000,225,107000,208,107000
3000102,Montana,3,3,Dutton/Brady K-12 Schools,133,64000,137,86000,134,78000,134,57000
3000654,Montana,3,3,Big Sky School K-12,380,298000,409,255000,400,276000,432,370000
3000655,Montana,3,3,East Helena K-12,1387,519000,1505,532000,1739,828000,1952,1097000
3000656,Montana,3,3,Lockwood K-12,1268,1019000,1330,1229000,1537,1500000,1718,1757000
3000932,Montana,1,3,Shields Valley Elem,142,103000,130,77000,150,166000,139,114000
3000933,Montana,2,3,Shields Valley H S,58,47000,53,50000,53,77000,50,30000
3001710,Montana,1,3,Absarokee Elem,127,107000,105,109000,112,112000,107,133000
3001740,Montana,2,3,Absarokee H S,80,56000,74,49000,58,57000,71,72000
3001860,Montana,3,3,Alberton K-12 Schools,149,99000,160,87000,148,110000,166,182000
3001980,Montana,1,3,Amsterdam Elem,143,57000,136,63000,156,80000,165,92000
3002010,Montana,1,3,Anaconda Elem,709,1461000,728,1550000,766,1590000,740,1536000
3002030,Montana,2,3,Anaconda H S,313,449000,309,592000,293,476000,281,846000
3002070,Montana,1,3,Anderson Elem,197,107000,208,87000,205,93000,209,122000
3002220,Montana,1,3,Arlee Elem,302,761000,286,598000,273,766000,270,720000
3002250,Montana,2,3,Arlee H S,110,145000,115,138000,140,145000,145,164000
3002300,Montana,1,3,Arrowhead Elem,51,54000,59,53000,60,54000,66,78000
3002430,Montana,1,3,Augusta Elem,71,24000,66,25000,85,26000,89,19000
3002640,Montana,3,3,Bainville K-12 Schools,171,184000,167,101000,163,130000,157,219000
3002730,Montana,3,3,Baker K-12 Schools,457,544000,452,477000,480,511000,451,511000
3002850,Montana,1,3,Smith Valley Elem,210,221000,217,272000,219,294000,224,307000
3003090,Montana,2,3,Beaverhead County H S,326,210000,323,248000,325,273000,339,286000
3003270,Montana,3,3,Belfry K-12 Schools,56,45000,66,43000,62,37000,63,38000
3003290,Montana,1,3,Belgrade Elem,2458,2423000,2297,2432000,2356,2567000,2374,2556000
3003330,Montana,2,3,Belgrade H S,1001,704000,987,758000,1036,883000,994,692000
3003420,Montana,1,3,Belt Elem,251,86000,253,85000,275,96000,271,47000
3003450,Montana,2,3,Belt H S,81,55000,81,56000,83,56000,91,65000
3003750,Montana,3,3,Big Sandy K-12,199,112000,195,165000,189,168000,197,131000
3003800,Montana,1,3,Big Timber Elem,310,135000,286,169000,333,188000,318,174000
3003820,Montana,1,3,Bigfork Elem,594,505000,582,611000,605,577000,610,595000
3003840,Montana,2,3,Bigfork H S,339,202000,315,202000,343,179000,354,195000
3003870,Montana,1,3,Billings Elem,11554,14938000,10980,14968000,11079,15355000,10988,14485000
3003900,Montana,2,3,Billings H S,5473,6151000,5550,6129000,5660,6114000,5610,5983000
3004230,Montana,1,3,Blue Creek Elem,189,147000,177,173000,176,175000,181,174000
3004260,Montana,1,3,Bonner Elem,334,691000,344,691000,347,630000,356,669000
3004380,Montana,1,3,Boulder Elem,175,201000,157,269000,187,427000,218,312000
3004440,Montana,1,3,Box Elder Elem,288,181000,299,137000,292,206000,303,236000
3004500,Montana,2,3,Box Elder H S,97,91000,105,101000,113,101000,108,153000
3004560,Montana,1,3,Bozeman Elem,4847,7207000,4464,7004000,4711,7116000,4651,7605000
3004590,Montana,2,3,Bozeman H S,2243,1993000,2389,2092000,2502,2137000,2631,2317000
3004800,Montana,3,3,Bridger K-12 Schools,200,204000,182,286000,180,314000,199,294000
3004860,Montana,2,3,Powder River Co Dist H S,61,46000,69,54000,78,72000,74,159000
3004890,Montana,1,3,Broadview Elem,90,30000,109,42000,117,35000,119,62000
3004980,Montana,3,3,Townsend K-12 Schools,647,257000,632,277000,667,292000,706,302000
3005010,Montana,1,3,Brockton Elem,95,144000,115,159000,101,109000,105,70000
3005140,Montana,1,3,Browning Elem,1387,1737000,1392,1681000,1203,1625000,1266,1519000
