dist_id,state,schlev,agchrt,district,total_enroll,tcurelsc,current_sped_exp,sped_instructional_exp,sped_pupil_support_services_exp,sped_instructional_support_exp,sped_student_transportation_exp,sped_teacher_salaries
1600930,Idaho,3,3,BONNEVILLE JOINT DISTRICT,13778,120644000,19295000,12615000,6681000,0,0,8529000
1600960,Idaho,3,2,PRESTON JOINT DISTRICT,2468,20550000,2556000,2005000,551000,0,0,1286000
1601020,Idaho,3,2,EMMETT INDEPENDENT DISTRICT,2608,23697000,2452000,1588000,863000,0,0,1138000
1601050,Idaho,3,3,FILER DISTRICT,1598,14118000,2141000,2024000,117000,0,0,799000
1601080,Idaho,3,3,FIRTH DISTRICT,845,7450000,603000,486000,117000,0,0,217000
1601110,Idaho,3,3,FREMONT COUNTY JOINT DISTRICT,2222,23317000,1408000,1111000,296000,0,0,753000
1601140,Idaho,3,3,FRUITLAND DISTRICT,1634,14241000,1530000,1394000,136000,0,0,829000
1601170,Idaho,3,3,GARDEN VALLEY DISTRICT,276,4316000,595000,513000,82000,0,0,359000
1601200,Idaho,3,3,GENESEE JOINT DISTRICT,306,4388000,338000,292000,46000,0,0,193000
1601230,Idaho,3,3,GLENNS FERRY JOINT DISTRICT,379,5251000,536000,396000,140000,0,0,325000
1601260,Idaho,3,3,GOODING JOINT DISTRICT,1244,13942000,1600000,941000,659000,0,0,651000
1601290,Idaho,3,3,GRACE JOINT DISTRICT,534,5568000,347000,347000,0,0,0,248000
1601380,Idaho,3,3,HAGERMAN JOINT DISTRICT,379,4844000,353000,249000,103000,0,0,157000
1601410,Idaho,3,3,HANSEN DISTRICT,335,4361000,351000,220000,131000,0,0,200000
1601440,Idaho,3,3,HIGHLAND JOINT DISTRICT,169,3409000,200000,120000,80000,0,0,82000
1601470,Idaho,3,3,HOMEDALE JOINT DISTRICT,1260,11869000,800000,800000,0,0,0,0
1601500,Idaho,3,3,HORSESHOE BEND SCHOOL DISTRICT,225,3680000,548000,481000,67000,0,0,292000
1601530,Idaho,3,3,IDAHO FALLS DISTRICT,10250,104128000,10756000,9584000,1172000,0,0,6148000
1601570,Idaho,3,3,JEFFERSON COUNTY JOINT DISTRICT,6770,54468000,3994000,3226000,768000,0,0,1943000
1601590,Idaho,3,3,JEROME JOINT DISTRICT,4164,35714000,3432000,2151000,1281000,0,0,1520000
1601620,Idaho,3,3,KAMIAH JOINT DISTRICT,393,5984000,777000,623000,154000,0,0,232000
1601650,Idaho,3,3,KELLOGG JOINT DISTRICT,1201,13382000,2258000,1549000,710000,0,0,1014000
1601680,Idaho,3,3,KENDRICK JOINT DISTRICT,289,4376000,283000,231000,51000,0,0,178000
1601710,Idaho,3,2,KIMBERLY DISTRICT,2153,17996000,1798000,970000,828000,0,0,633000
1601740,Idaho,3,3,KOOTENAI DISTRICT,210,3671000,292000,214000,78000,0,0,171000
1601770,Idaho,3,3,KUNA JOINT DISTRICT,5825,50175000,5381000,5282000,99000,0,0,3591000
1601800,Idaho,3,3,LAKELAND DISTRICT,4693,53530000,7045000,5875000,1170000,0,0,4153000
1601830,Idaho,3,3,LAPWAI DISTRICT,514,10660000,1703000,662000,1040000,0,0,507000
1601860,Idaho,3,3,LEWISTON INDEPENDENT DISTRICT,4754,58021000,6160000,4999000,1161000,0,0,3732000
1601900,Idaho,3,3,MACKAY JOINT DISTRICT,231,2768000,139000,139000,1000,0,0,125000
1601920,Idaho,3,3,MADISON DISTRICT,5758,48498000,3939000,3132000,807000,0,0,2306000
1601950,Idaho,3,3,MARSH VALLEY JOINT DISTRICT,1258,12304000,1065000,919000,146000,0,0,648000
1601980,Idaho,3,3,MARSING JOINT DISTRICT,854,9260000,566000,550000,16000,0,0,0
1602030,Idaho,3,3,MCCALL-DONNELLY JOINT SCHOOL DISTRICT,1364,19228000,1974000,1705000,269000,0,0,1026000
1602060,Idaho,3,3,MEADOWS VALLEY DISTRICT,142,2672000,156000,118000,38000,0,0,85000
1602070,Idaho,3,3,MELBA JOINT DISTRICT,824,7395000,513000,351000,162000,0,0,215000
1602100,Idaho,3,2,JOINT SCHOOL DISTRICT NO. 2,39496,366365000,37575000,29867000,7708000,0,0,21037000
1602130,Idaho,3,3,MIDDLETON DISTRICT,4318,39259000,4055000,3385000,670000,0,0,2030000
1602160,Idaho,3,3,MIDVALE DISTRICT,149,2096000,116000,116000,1000,0,0,44000
1602190,Idaho,3,2,MINIDOKA COUNTY JOINT DISTRICT,4405,43045000,3810000,2624000,1186000,0,0,1968000
1602220,Idaho,3,2,MOSCOW DISTRICT,2397,29673000,4977000,3011000,1965000,0,0,1998000
1602250,Idaho,3,3,MOUNTAIN HOME DISTRICT,3757,35280000,4387000,2308000,2080000,0,0,1504000
1602280,Idaho,3,3,MULLAN DISTRICT,85,2775000,238000,238000,0,0,0,151000
1602310,Idaho,3,3,MURTAUGH JOINT DISTRICT,399,4590000,386000,373000,13000,0,0,197000
1602340,Idaho,3,3,NAMPA SCHOOL DISTRICT,13398,149200000,17535000,14805000,2730000,0,0,7166000
1602370,Idaho,3,3,NEW PLYMOUTH DISTRICT,990,9736000,777000,614000,162000,0,0,417000
1602400,Idaho,3,3,NEZPERCE JOINT DISTRICT,180,3049000,103000,69000,34000,0,0,57000
1602430,Idaho,3,3,NORTH GEM DISTRICT,138,2445000,151000,145000,6000,0,0,99000
1602460,Idaho,3,3,NOTUS DISTRICT,347,4471000,277000,277000,0,0,0,309000
1602490,Idaho,3,3,ONEIDA COUNTY DISTRICT,7818,44856000,2929000,1225000,1704000,0,0,955000
1602520,Idaho,3,3,OROFINO JOINT DISTRICT,1131,16682000,1285000,725000,561000,0,0,477000
1602550,Idaho,3,3,PARMA DISTRICT,1038,10133000,682000,682000,0,0,0,0
1602580,Idaho,3,3,PAYETTE JOINT DISTRICT,1371,13768000,1352000,1004000,348000,0,0,623000
1602640,Idaho,3,3,POCATELLO DISTRICT,12259,121344000,13506000,10837000,2668000,0,0,6026000
1602670,Idaho,3,3,POST FALLS DISTRICT,6050,56877000,6488000,4440000,2048000,0,0,3437000
1602700,Idaho,3,3,POTLATCH DISTRICT,480,6846000,779000,536000,242000,0,0,403000
1602760,Idaho,3,3,RICHFIELD DISTRICT,196,2756000,241000,114000,126000,0,0,83000
1602790,Idaho,3,3,RIRIE JOINT DISTRICT,733,6907000,966000,690000,277000,0,0,485000
1602820,Idaho,3,3,ROCKLAND DISTRICT,176,2764000,141000,106000,35000,0,0,71000
1602850,Idaho,3,3,SALMON DISTRICT,683,8114000,1309000,1271000,38000,0,0,540000
1602910,Idaho,3,3,SHELLEY JOINT DISTRICT,2509,20338000,2178000,1737000,441000,0,0,1167000
1602940,Idaho,3,3,SHOSHONE JOINT DISTRICT,525,6224000,604000,550000,54000,0,0,243000
1602970,Idaho,3,3,SNAKE RIVER DISTRICT,2888,22360000,1238000,980000,257000,0,0,745000
1603000,Idaho,3,3,SODA SPRINGS JOINT DISTRICT,922,11082000,652000,566000,87000,0,0,357000
1603030,Idaho,3,3,SOUTH LEMHI DISTRICT,120,2080000,163000,163000,0,0,0,36000
1603060,Idaho,3,3,ST MARIES JOINT DISTRICT,953,11050000,1540000,1105000,434000,0,0,683000
1603090,Idaho,3,3,SUGAR-SALEM JOINT DISTRICT,1972,15048000,1491000,1478000,14000,0,0,1013000
1603120,Idaho,1,3,SWAN VALLEY ELEMENTARY DISTRICT,67,1307000,57000,42000,15000,0,0,22000
1603180,Idaho,3,3,TETON COUNTY DISTRICT,1878,20643000,1875000,1636000,239000,0,0,1098000
1603240,Idaho,3,3,TWIN FALLS DISTRICT,9352,90311000,9004000,6014000,2990000,0,0,4388000
1603270,Idaho,3,3,VALLEY DISTRICT,531,6427000,550000,470000,80000,0,0,329000
1603300,Idaho,3,3,WALLACE DISTRICT,512,7129000,836000,789000,47000,0,0,531000
1603330,Idaho,3,3,WEISER DISTRICT,1559,14366000,1400000,1328000,72000,0,0,826000
1603360,Idaho,3,3,WENDELL DISTRICT,1121,10822000,1024000,882000,142000,0,0,468000
1603400,Idaho,3,3,WEST JEFFERSON DISTRICT,606,7169000,457000,374000,83000,0,0,267000
1603420,Idaho,3,3,WEST SIDE JOINT DISTRICT,849,7472000,419000,384000,35000,0,0,332000
1603480,Idaho,3,3,WILDER DISTRICT,659,7288000,390000,390000,0,0,0,0
1800008,Indiana,3,3,White River Valley School District,745,9775000,381000,381000,0,0,0,161000
1800030,Indiana,3,3,MSD Southwest Allen County Schls,7853,88914000,8853000,6783000,2070000,0,0,2956000
1800038,Indiana,3,3,Burris Laboratory School,681,8389000,363000,281000,82000,0,0,151000
1800041,Indiana,2,3,Indiana Academy for Sci Math Hmn,195,5907000,88000,4000,85000,0,0,0
1800060,Indiana,3,3,Adams Central Community Schools,1340,15687000,1241000,1241000,0,0,0,541000
1800107,Indiana,3,3,Tri-Township Cons School Corp,337,4646000,9000,9000,0,0,0,0
1800118,Indiana,3,3,North Central Parke Comm Schl Corp,1194,17426000,1382000,1243000,140000,0,0,667000
1800120,Indiana,3,3,Alexandria Community School Corp,1522,19995000,1846000,1787000,58000,0,0,820000
1800150,Indiana,3,3,Anderson Community School Corp,6196,94652000,9910000,8570000,1340000,0,0,6409000
1800180,Indiana,3,3,Argos Community Schools,689,8155000,711000,562000,149000,0,0,234000
1800210,Indiana,3,3,Attica Consolidated School Corp,542,6771000,471000,447000,24000,0,0,190000
1800212,Indiana,3,3,Borden-Henryville School Corporation,1716,22611000,2984000,2385000,600000,0,0,968000
1800213,Indiana,3,3,Silver Creek School Corporation,3144,34454000,3605000,2351000,1254000,0,0,1170000
1800240,Indiana,3,3,South Dearborn Community Sch Corp,1966,22153000,1498000,1342000,156000,0,0,800000
1800270,Indiana,3,3,Avon Community School Corp,10542,136212000,14537000,11788000,2749000,0,0,4947000
1800330,Indiana,3,3,Barr-Reeve Community Schools Inc,1016,11715000,5000,5000,0,0,0,0
1800360,Indiana,3,3,Bartholomew Con School Corp,11634,154469000,19633000,16764000,2868000,0,0,7526000
1800390,Indiana,3,3,Batesville Community School Corp,2227,26256000,2007000,1665000,343000,0,0,901000
1800420,Indiana,3,3,Baugo Community Schools,1775,19185000,1554000,1263000,291000,0,0,731000
1800450,Indiana,3,3,Beech Grove City Schools,2843,39607000,2091000,1283000,808000,0,0,637000
1800480,Indiana,3,3,Benton Community School Corp,1609,24072000,2493000,2349000,143000,0,0,913000
1800570,Indiana,3,3,Blackford County Schools,1496,19597000,1175000,792000,383000,0,0,487000
1800600,Indiana,3,3,Bloomfield School District,858,9501000,182000,182000,0,0,0,102000
1800630,Indiana,3,3,Monroe County Community Sch Corp,10510,140755000,16004000,13302000,2702000,0,0,7158000
1800660,Indiana,3,3,Blue River Valley Schools,642,8068000,722000,471000,252000,0,0,236000
1800690,Indiana,3,3,North Harrison Com School Corp,2141,21610000,1315000,1312000,3000,0,0,723000
1800720,Indiana,3,3,MSD Bluffton-Harrison,1803,18253000,1369000,1369000,0,0,0,674000
1800750,Indiana,3,3,MSD Boone Township,1072,11840000,101000,101000,0,0,0,8000
1800840,Indiana,3,3,Clay Community Schools,4040,51160000,4002000,3383000,619000,0,0,1898000
1800900,Indiana,3,3,Bremen Public Schools,1472,17385000,1438000,982000,456000,0,0,497000
1800960,Indiana,3,3,Brown County School Corporation,1653,23867000,1717000,1491000,227000,0,0,551000
1801020,Indiana,3,3,Brownsburg Community School Corp,10172,126396000,11663000,8935000,2728000,0,0,4127000
1801050,Indiana,3,3,Brownstown Cnt Com Sch Corp,1433,18199000,1515000,1178000,337000,0,0,604000
1801060,Indiana,3,3,C A Beard Memorial School Corp,1068,12477000,745000,642000,103000,0,0,217000
1801170,Indiana,3,3,Cannelton City Schools,219,2801000,140000,140000,0,0,0,103000
1801200,Indiana,3,3,Carmel Clay Schools,16072,216067000,24172000,20515000,3657000,0,0,8920000
1801230,Indiana,3,3,Medora Community School Corp,210,2885000,106000,77000,28000,0,0,66000
1801290,Indiana,3,3,Carroll Consolidated School Corp,1043,12627000,868000,508000,359000,0,0,136000
1801410,Indiana,3,3,Caston School Corporation,835,9487000,413000,406000,7000,0,0,247000
1801440,Indiana,3,3,Center Grove Community School Corp,9537,105978000,10730000,8061000,2627000,0,0,3772000
1801560,Indiana,3,3,Centerville-Abington Com Schs,1777,19472000,1234000,998000,236000,0,0,555000
1801590,Indiana,3,3,DeKalb Co Ctl United Sch Dist,3641,38032000,2525000,2175000,350000,0,0,873000
1801710,Indiana,3,3,Central Noble Com School Corp,1150,14338000,1029000,906000,123000,0,0,342000
1801740,Indiana,3,3,Perry Central Com Schools Corp,1285,15854000,887000,637000,249000,0,0,280000
1801770,Indiana,3,3,Randolph Central School Corp,1432,17978000,1379000,1178000,201000,0,0,548000
1801890,Indiana,3,3,Clark-Pleasant Community Sch Corp,6371,87156000,8536000,7254000,1282000,0,0,3051000
1801920,Indiana,3,3,Clarksville Community School Corp,4027,24550000,1735000,1556000,176000,0,0,907000
1802040,Indiana,3,3,Northwestern School Corp,1853,20851000,1268000,990000,278000,0,0,543000
1802130,Indiana,3,3,Clinton Central School Corporation,867,10580000,786000,786000,0,0,0,464000
1802160,Indiana,3,3,Clinton Prairie School Corporation,1193,14240000,790000,690000,100000,0,0,371000
1802190,Indiana,3,3,South Central Com School Corp,950,10548000,5000,5000,0,0,0,0
1802220,Indiana,3,3,Cloverdale Community Schools,1686,16277000,542000,542000,0,0,0,402000
1802280,Indiana,3,3,Whitley County Con Schools,3617,36223000,3913000,2738000,1057000,0,0,1196000
1802400,Indiana,3,3,Concord Community Schools,5348,62996000,5096000,4578000,518000,0,0,2224000
1802430,Indiana,3,3,Covington Community School Corp,888,13026000,949000,949000,0,0,0,398000
1802440,Indiana,3,3,Crawford County Community Sch Corp,1344,16565000,1574000,1574000,0,0,0,884000
1802460,Indiana,3,3,Crawfordsville Community Schools,2531,33846000,4309000,2417000,1892000,0,0,1368000
1802490,Indiana,3,3,Crown Point Community School Corp,9064,110151000,10411000,7357000,3053000,0,0,3765000
1802520,Indiana,3,3,Culver Community Schools Corp,840,14918000,1213000,1113000,100000,0,0,571000
1802550,Indiana,3,3,Danville Community School Corp,2631,32450000,2939000,1966000,973000,0,0,1157000
1802610,Indiana,3,3,Decatur County Community Schools,1822,24913000,2372000,2180000,192000,0,0,871000
1802640,Indiana,3,3,MSD Decatur Township,6709,81803000,7890000,6427000,1463000,0,0,4216000
1802660,Indiana,3,3,Delaware Community School Corp,2594,31387000,2166000,1907000,259000,0,0,1396000
1802700,Indiana,3,3,Delphi Community School Corp,1361,16632000,1210000,901000,309000,0,0,522000
1802800,Indiana,3,3,Duneland School Corporation,5724,78871000,643000,597000,46000,0,0,145000
1802830,Indiana,3,3,Zionsville Community Schools,7906,95058000,9663000,8793000,871000,0,0,3772000
1802850,Indiana,3,3,East Allen County Schools,10027,123517000,10951000,9724000,1227000,0,0,4760000
1802880,Indiana,3,3,School City of East Chicago,3348,55964000,6157000,5021000,1136000,0,0,1970000
1802910,Indiana,3,3,Lake Station Community Schools,1125,14645000,6000,6000,0,0,0,0
1802940,Indiana,3,3,East Gibson School Corporation,721,9204000,679000,605000,74000,0,0,285000
1802970,Indiana,3,3,East Noble School Corporation,3417,36203000,3404000,3139000,265000,0,0,1983000
1803000,Indiana,3,3,East Washington School Corp,1346,16927000,786000,786000,0,0,0,588000
1803030,Indiana,3,3,Eastbrook Community Sch Corp,1668,18675000,1577000,1168000,309000,0,0,560000
1803060,Indiana,3,3,DeKalb Co Eastern Com Sch Dist,1235,36253000,8684000,6396000,2288000,0,0,3868000
1803090,Indiana,3,3,Eastern Greene Schools,1116,14934000,985000,984000,1000,0,0,539000
1803120,Indiana,3,3,Eastern Hancock Co Com Sch Corp,1179,14326000,937000,616000,321000,0,0,349000
1803150,Indiana,3,3,Eastern Howard School Corporation,1634,17526000,998000,786000,212000,0,0,447000
1803180,Indiana,3,3,Randolph Eastern School Corp,928,12298000,507000,507000,0,0,0,441000
1803210,Indiana,3,3,Shelby Eastern Schools,1213,14940000,1350000,1095000,255000,0,0,555000
1803240,Indiana,3,3,Edinburgh Community School Corp,837,9362000,772000,772000,0,0,0,394000
1803270,Indiana,3,3,Elkhart Community Schools,11318,171416000,18825000,15027000,3798000,0,0,6619000
1803300,Indiana,3,3,Elwood Community School Corp,1494,19624000,1218000,1140000,78000,0,0,684000
1803330,Indiana,3,3,Eminence Community School Corp,306,4618000,104000,104000,0,0,0,78000
1803450,Indiana,3,3,Evansville Vanderburgh School Corp,21739,295121000,26317000,17910000,8407000,0,0,9416000
1803480,Indiana,3,3,Fairfield Community Schools,2173,25491000,1436000,1161000,276000,0,0,623000
1803510,Indiana,3,3,Fayette County School Corporation,3253,46024000,4314000,3335000,979000,0,0,1899000
1803570,Indiana,3,3,Flat Rock-Hawcreek School Corp,972,12326000,662000,660000,2000,0,0,381000
1803630,Indiana,3,3,Fort Wayne Community Schools,28612,416850000,48794000,40863000,7931000,0,0,20152000
1803660,Indiana,3,3,Community Schools of Frankfort,3011,34853000,3620000,2448000,1172000,0,0,1023000
1803690,Indiana,3,3,Franklin Community School Corp,4938,58734000,5423000,4632000,791000,0,0,2489000
1803700,Indiana,3,3,Franklin County Community Sch Corp,2049,26162000,1223000,1223000,0,0,0,659000
1803720,Indiana,3,3,Lanesville Community School Corp,744,7828000,291000,280000,10000,0,0,113000
1803750,Indiana,3,3,Franklin Township Com Sch Corp,11212,123563000,15514000,11535000,3978000,0,0,6286000
1803780,Indiana,3,3,Fremont Community Schools,985,14015000,2384000,2379000,5000,0,0,730000
1803810,Indiana,3,3,Frontier School Corporation,671,8972000,584000,584000,0,0,0,237000
1803840,Indiana,3,3,Garrett-Keyser-Butler Com Sch Corp,1675,20189000,1117000,1115000,2000,0,0,671000
1803870,Indiana,3,3,Gary Community School Corp,4076,113067000,6832000,4287000,2545000,0,0,2302000
1803930,Indiana,3,3,Goshen Community Schools,6286,84476000,10771000,7766000,3004000,0,0,2873000
1803940,Indiana,3,3,Greater Clark County Schools,10269,120097000,16752000,15440000,1312000,0,0,8212000
1803960,Indiana,3,3,Greater Jasper Consolidated Schs,3273,38587000,6556000,4147000,2409000,0,0,2288000
1803990,Indiana,3,3,Greencastle Community School Corp,1806,22185000,1685000,1521000,163000,0,0,934000
1804050,Indiana,3,3,Greenfield-Central Com Schools,4393,53347000,5720000,4166000,1554000,0,0,2155000
1804080,Indiana,3,3,Greensburg Community Schools,2149,24474000,2588000,2190000,398000,0,0,1113000
1804110,Indiana,3,3,Greenwood Community Sch Corp,3963,45071000,3803000,3255000,547000,0,0,1721000
1804140,Indiana,3,3,Monroe-Gregg School District,1558,16114000,1856000,1499000,358000,0,0,618000
1804170,Indiana,3,3,Griffith Public Schools,1966,27784000,2607000,1807000,800000,0,0,946000
1804230,Indiana,3,3,Hamilton Community Schools,352,5643000,384000,384000,0,0,0,155000
1804260,Indiana,3,3,Hamilton Heights School Corp,2307,26261000,2599000,2287000,312000,0,0,885000
1804320,Indiana,3,3,School City of Hammond,11505,171187000,17882000,13250000,4632000,0,0,4647000
1804350,Indiana,3,3,Hanover Community School Corp,2734,29213000,2000,2000,0,0,0,1000
1804470,Indiana,3,3,Western School Corporation,2543,29499000,4257000,2772000,1485000,0,0,1434000
1804500,Indiana,3,3,Wes-Del Community Schools,861,10233000,404000,374000,30000,0,0,227000
1804560,Indiana,3,3,School Town of Highland,3007,32891000,183000,183000,0,0,0,81000
1804590,Indiana,3,3,School City of Hobart,4014,48515000,110000,33000,77000,0,0,145000
1804620,Indiana,3,3,River Forest Community Sch Corp,1646,17508000,38000,38000,0,0,0,2000
1804710,Indiana,3,3,Huntington Co Com Sch Corp,4916,62916000,4163000,3509000,653000,0,0,2068000
1804770,Indiana,3,3,Indianapolis Public Schools,22027,510953000,52947000,46788000,6159000,0,0,21046000
1804800,Indiana,3,3,Jac-Cen-Del Community Sch Corp,773,9660000,533000,493000,39000,0,0,204000
1804980,Indiana,3,3,Jay School Corporation,3000,40008000,4121000,2767000,1355000,0,0,1419000
1805190,Indiana,3,3,Jennings County School Corporation,3889,54119000,3514000,2406000,1108000,0,0,1450000
1805280,Indiana,3,3,Kankakee Valley School Corp,3243,37838000,3085000,3085000,0,0,0,1436000
1805340,Indiana,3,3,Knox Community School Corp,1746,17889000,1555000,1553000,1000,0,0,555000
1805370,Indiana,3,3,Kokomo School Corporation,5238,66517000,6195000,4918000,1277000,0,0,2992000
1805400,Indiana,3,3,Lafayette School Corporation,7368,114236000,17668000,9822000,7845000,0,0,3571000
1805450,Indiana,3,3,Lake Central School Corporation,9293,118886000,15125000,11710000,3415000,0,0,4219000
1805460,Indiana,3,3,Lake Ridge New Tech Schools,1619,23737000,772000,772000,0,0,0,5000
1805520,Indiana,3,3,Lakeland School Corporation,1605,20977000,1792000,1604000,189000,0,0,793000
1805550,Indiana,3,3,Wawasee Community School Corp,2838,39017000,3607000,3479000,128000,0,0,1313000
1805580,Indiana,3,3,LaPorte Community School Corp,6227,84372000,12651000,10526000,2125000,0,0,5576000
1805670,Indiana,3,3,MSD Lawrence Township,16414,202419000,17039000,16214000,825000,0,0,6766000
1805700,Indiana,3,3,Lawrenceburg Community School Corp,2120,24335000,2129000,2114000,14000,0,0,1075000
1805790,Indiana,3,3,Lebanon Community School Corp,3486,45596000,5605000,3674000,1930000,0,0,1815000
1805880,Indiana,3,3,Liberty-Perry Community Sch Corp,1182,13615000,912000,692000,220000,0,0,384000
1805910,Indiana,3,3,Linton-Stockton School Corporation,1400,13954000,610000,610000,0,0,0,336000
1806030,Indiana,3,3,Logansport Community Sch Corp,4393,51935000,5494000,3736000,1758000,0,0,1688000
1806080,Indiana,3,3,MSD Warren County,1388,15696000,781000,627000,154000,0,0,469000
1806090,Indiana,3,3,Maconaquah School Corp,1941,24669000,1980000,1707000,273000,0,0,889000
1806120,Indiana,3,3,Madison Consolidated Schools,2705,37405000,3344000,2520000,824000,0,0,1218000
1806240,Indiana,3,3,Madison-Grant United School Corp,1561,16504000,1184000,893000,292000,0,0,494000
1806270,Indiana,3,3,Manchester Community Schools,1423,18112000,690000,684000,0,0,0,431000
1806390,Indiana,3,3,Marion Community Schools,3702,53066000,4705000,3537000,1168000,0,0,1528000
1806480,Indiana,3,3,Sheridan Community Schools,1080,15008000,1147000,786000,361000,0,0,408000
1806510,Indiana,3,3,MSD Martinsville Schools,4053,54952000,4976000,3723000,1253000,0,0,1653000
1806570,Indiana,3,3,Michigan City Area Schools,5193,83641000,7829000,7331000,498000,0,0,2921000
1806600,Indiana,3,3,Middlebury Community Schools,4231,42526000,3269000,3269000,0,0,0,1269000
1806630,Indiana,3,3,Milan Community Schools,1042,13361000,1025000,1025000,0,0,0,566000
1806660,Indiana,3,3,Mill Creek Community Sch Corp,1539,19496000,1929000,1807000,123000,0,0,792000
1806840,Indiana,3,3,School City of Mishawaka,5128,59555000,5707000,4090000,1617000,0,0,1754000
1806870,Indiana,3,3,Mississinewa Community School Corp,2431,31029000,3308000,2229000,1079000,0,0,1224000
1806900,Indiana,3,3,Mitchell Community Schools,1499,25580000,1750000,1750000,0,0,0,1134000
1807020,Indiana,3,3,Cowan Community School Corp,791,9092000,530000,322000,208000,0,0,160000
1807080,Indiana,3,3,Monroe Central School Corp,1083,11672000,1024000,1024000,0,0,0,458000
1807110,Indiana,3,3,Eastern Pulaski Community Sch Corp,1139,14203000,1375000,1266000,109000,0,0,499000
1807140,Indiana,3,3,Mooresville Con School Corp,4356,45854000,5677000,4995000,682000,0,0,1642000
1807230,Indiana,3,3,Yorktown Community Schools,2719,31594000,2330000,1689000,641000,0,0,760000
1807260,Indiana,3,3,Mt Vernon Community School Corp,4677,57110000,5186000,4036000,1150000,0,0,1856000
1807290,Indiana,3,3,MSD Mount Vernon,2101,30902000,2699000,2114000,585000,0,0,1025000
1807320,Indiana,3,3,Muncie Community Schools,5080,76769000,7350000,6173000,1177000,0,0,3373000
1807350,Indiana,3,3,School Town of Munster,4136,51453000,4390000,4037000,354000,0,0,1966000
1807380,Indiana,3,3,Nettle Creek School Corporation,1154,13453000,312000,311000,1000,0,0,293000
1807410,Indiana,3,3,New Albany-Floyd Co Con Sch,11270,148486000,14317000,11455000,2863000,0,0,6632000
1807440,Indiana,3,3,New Castle Community School Corp,2939,43447000,4325000,3785000,540000,0,0,2114000
1807470,Indiana,3,3,MSD of New Durham Township,944,9684000,73000,0,73000,0,0,0
1807620,Indiana,3,3,Nineveh-Hensley-Jackson United,2096,23307000,1627000,1504000,122000,0,0,701000
1807650,Indiana,3,3,Noblesville Schools,10578,124928000,21071000,18821000,2250000,0,0,9762000
1807680,Indiana,3,3,North Adams Community Schools,1610,22659000,3244000,1684000,1560000,0,0,663000
1807710,Indiana,3,3,North Daviess Com Schools,1108,14539000,16000,16000,0,0,0,9000
1807770,Indiana,3,3,North Gibson School Corporation,1900,27946000,2447000,2372000,74000,0,0,1405000
1807800,Indiana,3,3,North Judson-San Pierre Sch Corp,931,11844000,730000,500000,230000,0,0,380000
1807830,Indiana,3,3,North Knox School Corp,1206,15718000,708000,616000,92000,0,0,357000
1807860,Indiana,3,3,North Lawrence Com Schools,3659,51309000,2463000,1738000,725000,0,0,1323000
1807890,Indiana,3,3,North Miami Community Schools,769,9742000,575000,575000,0,0,0,290000
1807900,Indiana,3,3,North Montgomery Com Sch Corp,1835,23537000,1216000,1167000,49000,0,0,726000
1807920,Indiana,3,3,North Newton School Corp,1113,14377000,1198000,1198000,0,0,0,466000
1807950,Indiana,3,3,MSD North Posey Co Schools,1437,17594000,1638000,1165000,473000,0,0,626000
1807980,Indiana,3,3,North Putnam Community Schools,1372,15691000,1131000,1131000,0,0,0,616000
1808010,Indiana,3,3,North Spencer County Sch Corp,2118,19865000,1081000,1081000,0,0,0,963000
1808040,Indiana,3,3,Tri-Central Community Schools,787,9087000,619000,497000,122000,0,0,304000
1808070,Indiana,3,3,North Vermillion Com Sch Corp,673,7783000,515000,515000,0,0,0,246000
1808100,Indiana,3,3,North West Hendricks Schools,1966,23139000,2403000,1839000,564000,0,0,708000
1808120,Indiana,3,3,Northeast Dubois Co Sch Corp,834,11860000,128000,29000,99000,0,0,0
1808130,Indiana,3,3,North White School Corp,900,11457000,346000,346000,0,0,0,197000
1808160,Indiana,3,3,Northeast School Corp,770,9454000,187000,187000,0,0,0,126000
1808190,Indiana,3,3,Northeastern Wayne Schools,1357,14450000,628000,626000,1000,0,0,471000
1808220,Indiana,3,3,Northern Wells Community Schools,2464,27592000,2136000,2022000,114000,0,0,824000
1808250,Indiana,3,3,Northwest Allen County Schools,8184,89318000,9086000,7291000,1795000,0,0,3201000
1808280,Indiana,3,3,Shenandoah School Corporation,1332,15212000,636000,636000,0,0,0,482000
1808310,Indiana,3,3,Northwestern Con School Corp,1409,14665000,1551000,1246000,305000,0,0,564000
1808340,Indiana,3,3,Oak Hill United School Corp,1627,16915000,1710000,1346000,364000,0,0,604000
1808460,Indiana,3,3,Oregon-Davis School Corp,496,7791000,579000,486000,93000,0,0,247000
1808490,Indiana,3,3,Orleans Community Schools,908,11284000,1081000,963000,118000,0,0,562000
1808640,Indiana,3,3,Paoli Community School Corp,1273,15605000,1949000,1660000,290000,0,0,819000
1808760,Indiana,3,3,Penn-Harris-Madison School Corp,11360,126561000,11322000,7653000,3670000,0,0,2719000
1808820,Indiana,3,3,Perry Township Schools,16222,223294000,19196000,16022000,3173000,0,0,8569000
1808850,Indiana,3,3,Peru Community Schools,1856,23330000,997000,997000,0,0,0,551000
1808900,Indiana,3,3,Pike County School Corp,1574,21404000,2384000,2197000,187000,0,0,739000
1808910,Indiana,3,3,MSD Pike Township,10683,162109000,17944000,15292000,2652000,0,0,5053000
1808940,Indiana,3,3,Pioneer Regional School Corp,941,11692000,705000,554000,151000,0,0,298000
