dist_id,state,schlev,agchrt,district,current_sped_exp_fy20_adjusted,state_sped_rev_fy20_adjusted,federal_sped_rev_fy20_adjusted,state_fed_sped_rev_fy20_adjusted,sped_enroll_fy20,current_sped_exp_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy23,state_sped_pp_funding_fy20,federal_sped_pp_funding_fy20,state_fed_sped_pp_funding_fy20,total_sped_pp_expenditure_fy20,state_sped_pp_funding_fy23,federal_sped_pp_funding_fy23,state_fed_sped_pp_funding_fy23,total_sped_pp_expenditure_fy23,local_sped_pp_obligation_fy20,local_sped_pp_obligation_fy23,local_sped_pp_obligation_diff
2905280,Missouri,3,3,BLUE EYE R-V,1033398.463,1433010.27,146796.174,1579806.444,121,1004000,0,146000,146000,99,11843.060082644628,1213.191520661157,13056.251603305784,8540.483165289255,0,1474.7474747474748,1474.7474747474748,10141.414141414141,-4515.768438016528,8666.666666666666,13182.435104683194
2905310,Missouri,3,3,BLUE SPRINGS R-IV,24878456.346,2672622.406,2833399.168,5506021.574,1873,23960000,2243000,2197000,4440000,1637,1426.9206652429257,1512.7598334223171,2939.680498665243,13282.67824132408,1370.1893708002444,1342.0891875381797,2712.278558338424,14636.530238240684,10342.997742658838,11924.25167990226,1581.2539372434221
2905370,Missouri,3,3,BOLIVAR R-I,3549904.303,334369.063,593009.941,927379.004,404,4060000,398000,568000,966000,344,827.6461955445545,1467.8463886138613,2295.492584158416,8786.89183910891,1156.9767441860465,1651.1627906976744,2808.139534883721,11802.32558139535,6491.399254950495,8994.186046511628,2502.786791561133
2905430,Missouri,3,3,NORTH ST. FRANCOIS CO. R-I,4029904.491,350679.749,946019.788,1296699.537,415,3473000,308000,517000,825000,298,845.011443373494,2279.5657542168674,3124.5771975903613,9710.6132313253,1033.5570469798658,1734.8993288590605,2768.4563758389263,11654.362416107382,6586.036033734939,8885.906040268455,2299.870006533516
2905580,Missouri,3,3,BOONVILLE R-I,2655146.671,278446.711,375145.778,653592.489,248,2388000,195000,380000,575000,267,1122.768995967742,1512.6845887096774,2635.4535846774193,10706.236576612904,730.3370786516854,1423.2209737827716,2153.558052434457,8943.8202247191,8070.7829919354845,6790.262172284643,-1280.520819650841
2905640,Missouri,3,3,CRAWFORD CO. R-I,1294369.439,17475.735,194563.183,212038.918,152,1193000,35000,231000,266000,128,114.97194078947369,1280.0209407894736,1394.9928815789474,8515.588414473685,273.4375,1804.6875,2078.125,9320.3125,7120.5955328947375,7242.1875,121.59196710526248
2905660,Missouri,3,3,BOWLING GREEN R-I,2408156.283,584854.598,285437.005,870291.603,246,2316000,351000,219000,570000,206,2377.4577154471544,1160.3130284552847,3537.770743902439,9789.253182926828,1703.883495145631,1063.106796116505,2766.990291262136,11242.718446601943,6251.482439024389,8475.728155339806,2224.2457163154168
2905700,Missouri,3,3,BRADLEYVILLE R-I,228349.604,0,55922.352,55922.352,41,245000,0,65000,65000,36,0,1363.9598048780488,1363.9598048780488,5569.502536585365,0,1805.5555555555557,1805.5555555555557,6805.555555555556,4205.542731707316,5000,794.4572682926837
2905760,Missouri,3,3,BRANSON R-IV,8616702.404,1261748.067,873786.75,2135534.817,741,8316000,1137000,750000,1887000,600,1702.7639230769232,1179.1993927125507,2881.963315789473,11628.478278002698,1895,1250,3145,13860,8746.514962213225,10715,1968.4850377867751
2905790,Missouri,3,3,ADAIR CO. R-II,207378.722,0,104854.41,104854.41,29,219000,0,48000,48000,18,0,3615.669310344828,3615.669310344828,7150.9904137931035,0,2666.6666666666665,2666.6666666666665,12166.666666666666,3535.3211034482756,9500,5964.678896551724
2905820,Missouri,3,3,BRAYMER C-4,308737.985,34951.47,109514.606,144466.076,47,339000,30000,74000,104000,35,743.6482978723404,2330.098,3073.7462978723406,6568.893297872341,857.1428571428571,2114.285714285714,2971.4285714285716,9685.714285714286,3495.147,6714.285714285715,3219.1387142857147
2905940,Missouri,3,3,BROOKFIELD R-III,1499418.063,130485.488,199223.379,329708.867,162,1059000,151000,244000,395000,121,805.465975308642,1229.7739444444444,2035.2399197530865,9255.667055555556,1247.9338842975208,2016.5289256198348,3264.4628099173556,8752.066115702479,7220.427135802469,5487.603305785124,-1732.8238300173452
2906000,Missouri,3,3,LINN CO. R-I,291262.25,0,57087.401,57087.401,48,317000,0,47000,47000,42,0,1189.3208541666665,1189.3208541666665,6067.963541666667,0,1119.047619047619,1119.047619047619,7547.619047619048,4878.642687500001,6428.571428571428,1549.9287410714278
2906030,Missouri,3,3,BRUNSWICK R-II,481165.237,22135.931,68737.891,90873.822,52,439000,0,64000,64000,47,425.6909807692308,1321.8825192307693,1747.5735,9253.177634615386,0,1361.7021276595744,1361.7021276595744,9340.425531914894,7505.604134615385,7978.72340425532,473.1192696399348
2906090,Missouri,3,3,BUCKLIN R-II,201553.477,0,18640.784,18640.784,31,239000,0,19000,19000,20,0,601.3156129032258,601.3156129032258,6501.725064516129,0,950,950,11950,5900.4094516129035,11000,5099.5905483870965
2906120,Missouri,3,3,DALLAS CO. R-I,2623690.348,133980.635,340194.308,474174.943,262,2618000,310000,0,310000,257,511.3764694656489,1298.4515572519085,1809.8280267175573,10014.085297709924,1206.2256809338521,0,1206.2256809338521,10186.770428015565,8204.257270992366,8980.544747081713,776.2874760893465
2906170,Missouri,3,3,BUNKER R-III,188737.938,27961.176,16310.686,44271.862,35,195000,10000,63000,73000,33,798.8907428571429,466.01959999999997,1264.910342857143,5392.512514285714,303.030303030303,1909.090909090909,2212.121212121212,5909.090909090909,4127.602171428571,3696.969696969697,-430.63247445887373
2906360,Missouri,3,3,BUTLER R-V,1513398.651,224854.457,198058.33,422912.787,158,1440000,195000,170000,365000,137,1423.1294746835442,1253.5337341772151,2676.6632088607594,9578.472474683545,1423.3576642335765,1240.8759124087592,2664.2335766423357,10510.94890510949,6901.809265822786,7846.715328467154,944.9060626443679
2906430,Missouri,3,3,CABOOL R-IV,1230291.744,0,267961.27,267961.27,131,1362000,99000,215000,314000,132,0,2045.5058778625955,2045.5058778625955,9391.54003053435,750,1628.7878787878788,2378.787878787879,10318.181818181818,7346.034152671755,7939.393939393939,593.3597867221843
2906450,Missouri,3,3,CAINSVILLE R-I,394951.611,299417.593,12815.539,312233.132,31,349000,268000,21000,289000,22,9658.632032258065,413.40448387096774,10072.036516129032,12740.374548387095,12181.818181818182,954.5454545454545,13136.363636363636,15863.636363636364,2668.3380322580633,2727.272727272728,58.93469501466461
2906480,Missouri,3,3,CALHOUN R-VIII,118834.998,6990.294,47767.009,54757.303,14,93000,0,35000,35000,14,499.3067142857143,3411.9292142857144,3911.2359285714288,8488.214142857143,0,2500,2500,6642.857142857143,4576.978214285715,4142.857142857143,-434.12107142857167
2906510,Missouri,3,3,MONITEAU CO. R-I,1540194.778,167767.056,491650.678,659417.734,151,1458000,186000,284000,470000,100,1111.040105960265,3255.9647549668875,4367.004860927153,10199.965417218542,1860,2840,4700,14580,5832.960556291389,9880,4047.0394437086106
2906990,Missouri,3,3,CAMDENTON R-III,7925828.347,1307184.978,718835.233,2026020.211,618,5880000,518000,896000,1414000,436,2115.186048543689,1163.1638074433656,3278.349855987055,12824.964962783171,1188.073394495413,2055.045871559633,3243.119266055046,13486.238532110092,9546.615106796116,10243.119266055046,696.5041592589296
2907020,Missouri,3,3,CAMERON R-I,3045438.086,305242.838,383301.121,688543.959,259,3261000,430000,307000,737000,215,1178.543776061776,1479.927108108108,2658.4708841698844,11758.448208494208,2000,1427.906976744186,3427.906976744186,15167.441860465116,9099.977324324323,11739.534883720931,2639.5575593966078
2907050,Missouri,3,3,CAMPBELL R-II,384466.17,2330.098,124660.243,126990.341,70,431000,0,133000,133000,79,33.28711428571429,1780.8606142857143,1814.1477285714286,5492.373857142857,0,1683.5443037974683,1683.5443037974683,5455.696202531645,3678.226128571428,3772.151898734177,93.9257701627489
2907080,Missouri,3,3,CANTON R-V,701359.498,137475.782,122330.145,259805.927,98,947000,197000,106000,303000,100,1402.8141020408164,1248.2667857142858,2651.080887755102,7156.729571428572,1970,1060,3030,9470,4505.648683673469,6440,1934.3513163265307
2907120,Missouri,3,3,CAPE GIRARDEAU 63,7518061.197,1394563.653,1062524.688,2457088.341,726,8191000,1422000,1196000,2618000,610,1920.8865743801653,1463.5326280991737,3384.4192024793388,10355.456194214876,2331.1475409836066,1960.655737704918,4291.803278688524,13427.868852459016,6971.0369917355365,9136.065573770491,2165.0285820349545
2907320,Missouri,1,3,NELL HOLCOMB R-IV,249320.486,0,69902.94,69902.94,36,363000,3000,68000,71000,35,0,1941.7483333333334,1941.7483333333334,6925.569055555556,85.71428571428571,1942.857142857143,2028.5714285714287,10371.42857142857,4983.820722222223,8342.857142857141,3359.0364206349186
2907350,Missouri,3,3,CARL JUNCTION R-I,3412428.521,126990.341,711844.939,838835.28,373,4129000,173000,716000,889000,352,340.4566782841823,1908.431471849866,2248.8881501340484,9148.601932975871,491.47727272727275,2034.090909090909,2525.568181818182,11730.113636363636,6899.713782841823,9204.545454545454,2304.8316717036314
2907380,Missouri,3,3,CARROLLTON R-VII,1071845.08,102524.312,246990.388,349514.7,125,1106000,73000,168000,241000,116,820.1944960000001,1975.923104,2796.1176,8574.76064,629.3103448275862,1448.2758620689656,2077.5862068965516,9534.48275862069,5778.643040000001,7456.896551724139,1678.2535117241378
2907460,Missouri,3,3,CARTHAGE R-IX,7433012.62,1831457.028,935534.347,2766991.375,665,7858000,1319000,1111000,2430000,552,2754.0707187969924,1406.818566917293,4160.8892857142855,11177.462586466165,2389.4927536231885,2012.6811594202898,4402.173913043478,14235.507246376812,7016.573300751879,9833.333333333334,2816.7600325814547
2907470,Missouri,3,3,CARUTHERSVILLE 18,5825.245,0,0,0,128,721000,0,0,0,70,0,0,0,45.5097265625,0,0,0,10300,45.5097265625,10300,10254.4902734375
2908170,Missouri,3,3,CASSVILLE R-IV,1921165.801,95534.018,428738.032,524272.05,218,2065000,143000,407000,550000,207,438.2294403669725,1966.6882201834862,2404.9176605504585,8812.687160550458,690.8212560386473,1966.183574879227,2657.004830917874,9975.845410628019,6407.7695,7318.840579710144,911.0710797101437
2908250,Missouri,3,3,CENTER 58,7149905.713,631456.558,872621.701,1504078.259,405,6403000,571000,871000,1442000,322,1559.1519950617283,2154.6214839506174,3713.773479012346,17654.088180246916,1773.2919254658384,2704.968944099379,4478.260869565217,19885.093167701863,13940.314701234569,15406.832298136647,1466.5175969020784
2908370,Missouri,3,3,FT. ZUMWALT R-II,60519635.354,9553401.8,3210875.044,12764276.844,2921,52722000,8330000,3759000,12089000,2591,3270.592879150976,1099.2382896268402,4369.831168777816,20718.807036631293,3214.974913160942,1450.791200308761,4665.766113469703,20348.128135854884,16348.975867853478,15682.362022385181,-666.6138454682969
2908400,Missouri,3,3,CENTRALIA R-VI,1533204.484,52427.205,322718.573,375145.778,155,1354000,11000,243000,254000,110,338.2400322580645,2082.0553096774192,2420.295341935484,9891.641832258065,100,2209.090909090909,2309.090909090909,12309.09090909091,7471.346490322581,10000,2528.6535096774187
2908430,Missouri,3,3,CHADWICK R-I,199223.379,3495.147,65242.744,68737.891,53,212000,0,56000,56000,51,65.94616981132076,1230.9951698113207,1296.9413396226416,3758.931679245283,0,1098.0392156862745,1098.0392156862745,4156.862745098039,2461.990339622641,3058.823529411765,596.8331897891239
2908460,Missouri,3,3,CHAFFEE R-II,780582.83,0,180582.595,180582.595,94,711000,0,157000,157000,89,0,1921.0914361702128,1921.0914361702128,8304.072659574467,0,1764.0449438202247,1764.0449438202247,7988.76404494382,6382.981223404255,6224.7191011235955,-158.26212228065924
2908670,Missouri,3,3,CHARLESTON R-I,778252.732,37281.568,294757.397,332038.965,76,917000,42000,250000,292000,80,490.54694736842106,3878.386802631579,4368.93375,10240.167526315789,525,3125,3650,11462.5,5871.233776315788,7812.5,1941.2662236842116
2908760,Missouri,3,3,CHILLICOTHE R-II,2377865.009,360000.141,737476.017,1097476.158,262,2262000,197000,357000,554000,249,1374.0463396946566,2814.793958015267,4188.840297709924,9075.820645038168,791.1646586345381,1433.7349397590363,2224.8995983935743,9084.33734939759,4886.980347328244,6859.437751004016,1972.4574036757722
2909120,Missouri,3,3,CLARKTON C-4,288932.152,0,108349.557,108349.557,51,319000,0,89000,89000,39,0,2124.501117647059,2124.501117647059,5665.33631372549,0,2282.051282051282,2282.051282051282,8179.48717948718,3540.835196078431,5897.4358974358975,2356.6007013574663
2909720,Missouri,3,3,CLAYTON,588349.745,601165.284,0,601165.284,314,546000,516000,0,516000,265,1914.5391210191083,0,1914.5391210191083,1873.7253025477708,1947.1698113207547,0,1947.1698113207547,2060.377358490566,-40.81381847133753,113.2075471698115,154.02136564114903
2909750,Missouri,3,3,CLEARWATER R-I,1526214.19,168932.105,277281.662,446213.767,201,1471000,143000,254000,397000,127,840.4582338308459,1379.5107562189055,2219.968990049751,7593.105422885572,1125.984251968504,2000,3125.984251968504,11582.677165354331,5373.136432835821,8456.692913385827,3083.5564805500053
2909780,Missouri,3,3,CLEVER R-V,1379418.016,110679.655,95534.018,206213.673,134,1357000,148000,212000,360000,111,825.9675746268657,712.9404328358208,1538.9080074626866,10294.164298507463,1333.3333333333333,1909.9099099099099,3243.2432432432433,12225.225225225226,8755.256291044776,8981.981981981982,226.7256909372063
2909810,Missouri,3,3,CLIMAX SPRINGS R-IV,298252.544,9320.392,67572.842,76893.234,23,298000,8000,56000,64000,28,405.2344347826087,2937.9496521739134,3343.1840869565217,12967.501913043478,285.7142857142857,2000,2285.714285714286,10642.857142857143,9624.317826086955,8357.142857142857,-1267.1749689440985
2909860,Missouri,3,3,CLINTON,2918447.745,368155.484,375145.778,743301.262,254,3079000,363000,298000,661000,239,1449.4310393700787,1476.9518818897639,2926.3829212598425,11489.951751968505,1518.8284518828452,1246.8619246861924,2765.6903765690377,12882.845188284518,8563.568830708662,10117.154811715482,1553.5859810068196
2909930,Missouri,3,3,BLAIR OAKS R-II,1752233.696,150291.321,255145.731,405437.052,164,1971000,125000,130000,255000,142,916.410493902439,1555.7666524390245,2472.1771463414634,10684.351804878048,880.2816901408451,915.4929577464789,1795.774647887324,13880.281690140846,8212.174658536584,12084.507042253523,3872.332383716939
2910020,Missouri,3,3,COMMUNITY R-VI,404272.003,32621.372,74563.136,107184.508,50,396000,7000,83000,90000,42,652.4274399999999,1491.26272,2143.69016,8085.440060000001,166.66666666666666,1976.1904761904761,2142.8571428571427,9428.57142857143,5941.749900000001,7285.714285714286,1343.9643857142855
2910080,Missouri,3,3,CONCORDIA R-II,441553.571,0,196893.281,196893.281,53,843000,106000,82000,188000,54,0,3714.9675660377357,3714.9675660377357,8331.19945283019,1962.962962962963,1518.5185185185185,3481.4814814814813,15611.111111111111,4616.231886792453,12129.62962962963,7513.397742837176
2910110,Missouri,3,3,LACLEDE CO. R-I,838835.28,136310.733,217864.163,354174.896,102,996000,0,0,0,88,1336.3797352941176,2135.9231666666665,3472.3029019607843,8223.875294117648,0,0,0,11318.181818181818,4751.572392156864,11318.181818181818,6566.609426024954
2910200,Missouri,3,3,COUCH R-I,182912.693,0,51262.156,51262.156,36,139000,0,27000,27000,37,0,1423.9487777777779,1423.9487777777779,5080.908138888889,0,729.7297297297297,729.7297297297297,3756.7567567567567,3656.9593611111113,3027.027027027027,-629.9323340840842
2910290,Missouri,3,3,CRANE R-III,668738.126,26796.127,89708.773,116504.9,85,683000,62000,77000,139000,65,315.24855294117646,1055.3973294117648,1370.645882352941,7867.5073647058825,953.8461538461538,1184.6153846153845,2138.4615384615386,10507.692307692309,6496.8614823529415,8369.23076923077,1872.369286877828
2910320,Missouri,3,3,SHERWOOD CASS R-VIII,1105631.501,157281.615,193398.134,350679.749,144,1271000,248000,100000,348000,122,1092.2334375,1343.0425972222222,2435.2760347222224,7677.996534722221,2032.7868852459017,819.672131147541,2852.4590163934427,10418.032786885246,5242.720499999999,7565.573770491803,2322.8532704918034
2910380,Missouri,3,3,CRYSTAL CITY 47,659417.734,0,210873.869,210873.869,69,801000,163000,112000,275000,84,0,3056.1430289855075,3056.1430289855075,9556.77875362319,1940.4761904761904,1333.3333333333333,3273.809523809524,9535.714285714286,6500.635724637683,6261.904761904762,-238.7309627329205
2910410,Missouri,3,3,CRAWFORD CO. R-II,2119224.131,12815.539,397281.709,410097.248,263,1562000,18000,332000,350000,221,48.72828517110266,1510.5768403041825,1559.3051254752852,8057.886429657795,81.44796380090497,1502.262443438914,1583.710407239819,7067.873303167421,6498.5813041825095,5484.162895927602,-1014.4184082549073
2910440,Missouri,3,3,DADEVILLE R-II,79223.332,0,38446.617,38446.617,15,74000,12000,36000,48000,18,0,2563.1077999999998,2563.1077999999998,5281.555466666667,666.6666666666666,2000,2666.6666666666665,4111.111111111111,2718.447666666667,1444.4444444444448,-1274.0032222222221
2910500,Missouri,3,3,DESOTO 73,5373205.988,1074175.178,715340.086,1789515.264,480,4968000,1315000,606000,1921000,368,2237.864954166667,1490.2918458333334,3728.1567999999997,11194.179141666666,3573.3695652173915,1646.7391304347825,5220.108695652174,13500,7466.022341666666,8279.891304347826,813.8689626811602
2910520,Missouri,3,3,LAKELAND R-III,410097.248,0,256310.78,256310.78,55,3950000,0,116000,116000,49,0,4660.196,4660.196,7456.3136,0,2367.3469387755104,2367.3469387755104,80612.24489795919,2796.1176000000005,78244.89795918367,75448.78035918367
2910620,Missouri,3,3,DELTA R-V,189902.987,0,87378.675,87378.675,22,169000,0,70000,70000,20,0,3971.7579545454546,3971.7579545454546,8631.953954545454,0,3500,3500,8450,4660.195999999999,4950,289.804000000001
2910650,Missouri,1,3,NORTH WOOD R-IV,205048.624,0,99029.165,99029.165,34,154000,0,84000,84000,30,0,2912.6225,2912.6225,6030.841882352942,0,2800,2800,5133.333333333333,3118.219382352942,2333.333333333333,-784.8860490196089
2910710,Missouri,1,3,DENT-PHELPS R-III,224854.457,0,104854.41,104854.41,26,379000,0,94000,94000,35,0,4032.861923076923,4032.861923076923,8648.248346153847,0,2685.714285714286,2685.714285714286,10828.57142857143,4615.386423076923,8142.857142857143,3527.47071978022
2910770,Missouri,3,3,DEXTER R-XI,2951069.117,468349.698,473009.894,941359.592,313,2823000,403000,444000,847000,302,1496.3249137380192,1511.2137188498402,3007.5386325878594,9428.335837060704,1334.4370860927152,1470.1986754966888,2804.635761589404,9347.682119205298,6420.797204472845,6543.046357615894,122.24915314304872
2910800,Missouri,3,3,DIAMOND R-IV,940194.543,32621.372,136310.733,168932.105,128,1190000,124000,179000,303000,132,254.85446875,1064.9276015625,1319.7820703125,7345.2698671875,939.3939393939394,1356.060606060606,2295.4545454545455,9015.151515151516,6025.487796875,6719.69696969697,694.2091728219702
2910920,Missouri,3,3,DONIPHAN R-I,1808156.048,104854.41,389126.366,493980.776,211,1707000,82000,379000,461000,190,496.9403317535545,1844.2007867298578,2341.1411184834124,8569.459943127962,431.57894736842104,1994.7368421052631,2426.315789473684,8984.21052631579,6228.31882464455,6557.894736842106,329.57591219755614
2911010,Missouri,1,3,SKYLINE R-II,109514.606,10485.441,38446.617,48932.058,14,101000,0,15000,15000,12,748.9600714285715,2746.1869285714283,3495.147,7822.4718571428575,0,1250,1250,8416.666666666666,4327.324857142858,7166.666666666666,2839.3418095238085
2911040,Missouri,1,3,PLAINVIEW R-VIII,54757.303,0,22135.931,22135.931,12,71000,0,36000,36000,14,0,1844.6609166666667,1844.6609166666667,4563.108583333334,0,2571.4285714285716,2571.4285714285716,5071.428571428572,2718.447666666667,2500,-218.44766666666692
2911100,Missouri,3,3,EAST CARTER CO. R-II,904078.024,172427.252,185242.791,357670.043,110,938000,126000,156000,282000,101,1567.5204727272728,1684.0253727272727,3251.5458454545455,8218.891127272727,1247.5247524752476,1544.5544554455446,2792.079207920792,9287.128712871287,4967.345281818181,6495.049504950494,1527.704223132313
2911220,Missouri,3,3,EAST PRAIRIE R-II,1172039.294,128155.39,334369.063,462524.453,173,1064000,72000,261000,333000,123,740.7826011560694,1932.7691502890175,2673.5517514450867,6774.793606936416,585.3658536585366,2121.951219512195,2707.317073170732,8650.40650406504,4101.241855491329,5943.089430894308,1841.8475754029787
2911280,Missouri,3,3,KNOX CO. R-I,616310.921,33786.421,167767.056,201553.477,68,868000,68000,120000,188000,74,496.85913235294123,2467.162588235294,2964.0217205882354,9063.395897058823,918.918918918919,1621.6216216216217,2540.5405405405404,11729.72972972973,6099.374176470587,9189.18918918919,3089.8150127186027
2911310,Missouri,3,3,EL DORADO SPRINGS R-II,1262913.116,43106.813,299417.593,342524.406,178,1386000,69000,239000,308000,139,242.17310674157304,1682.121308988764,1924.2944157303373,7095.017505617977,496.40287769784175,1719.4244604316548,2215.827338129496,9971.223021582733,5170.72308988764,7755.395683453236,2584.672593565597
2911340,Missouri,3,3,ELDON R-I,2186796.973,248155.437,420582.689,668738.126,210,2395000,215000,460000,675000,185,1181.6925571428571,2002.7747095238096,3184.467266666667,10413.31891904762,1162.162162162162,2486.4864864864867,3648.6486486486488,12945.945945945947,7228.851652380954,9297.297297297298,2068.4456449163445
2911400,Missouri,3,3,ELSBERRY R-II,1052039.247,209708.82,173592.301,383301.121,107,1223000,209000,109000,318000,99,1959.8955140186918,1622.357953271028,3582.2534672897195,9832.142495327103,2111.1111111111113,1101.010101010101,3212.121212121212,12353.535353535353,6249.8890280373835,9141.414141414141,2891.525113376758
2911450,Missouri,3,3,EMINENCE R-I,242330.192,0,85048.577,85048.577,41,251000,0,64000,64000,34,0,2074.355536585366,2074.355536585366,5910.492487804879,0,1882.3529411764705,1882.3529411764705,7382.35294117647,3836.136951219513,5500,1663.8630487804871
2911550,Missouri,3,3,COLE CO. R-V,392621.513,71067.989,151456.37,222524.359,53,497000,75000,107000,182000,34,1340.9054528301888,2857.667358490566,4198.572811320754,7407.953075471698,2205.8823529411766,3147.0588235294117,5352.941176470588,14617.64705882353,3209.3802641509437,9264.70588235294,6055.325618201997
2911580,Missouri,3,3,EVERTON R-III,122330.145,0,46601.96,46601.96,23,124000,0,46000,46000,19,0,2026.1721739130435,2026.1721739130435,5318.70195652174,0,2421.0526315789475,2421.0526315789475,6526.315789473684,3292.529782608696,4105.263157894737,812.7333752860404
2911650,Missouri,3,3,EXCELSIOR SPRINGS 40,4001943.315,524272.05,829514.888,1353786.938,365,4542000,451000,586000,1037000,312,1436.3617808219178,2272.6435287671234,3709.005309589041,10964.228260273972,1445.5128205128206,1878.2051282051282,3323.7179487179487,14557.692307692309,7255.222950684931,11233.97435897436,3978.7514082894286
2911670,Missouri,3,3,EXETER R-VI,184077.742,0,78058.283,78058.283,40,216000,0,56000,56000,50,0,1951.4570749999998,1951.4570749999998,4601.94355,0,1120,1120,4320,2650.486475,3200,549.5135249999998
2911700,Missouri,3,3,FAIR GROVE R-X,1151068.412,128155.39,233009.8,361165.19,142,1145000,86000,188000,274000,112,902.5027464788733,1640.9140845070422,2543.4168309859156,8106.115577464789,767.8571428571429,1678.5714285714287,2446.4285714285716,10223.214285714286,5562.698746478873,7776.785714285715,2214.086967806842
2911730,Missouri,3,3,FAIR PLAY R-II,312233.132,38446.617,100194.214,138640.831,52,299000,13000,95000,108000,47,739.3580192307692,1926.8118076923079,2666.169826923077,6004.483307692308,276.59574468085106,2021.276595744681,2297.872340425532,6361.702127659574,3338.313480769231,4063.829787234042,725.5163064648114
2911760,Missouri,3,3,FAIRFAX R-III,226019.506,0,53592.254,53592.254,18,164000,0,45000,45000,17,0,2977.3474444444446,2977.3474444444446,12556.639222222222,0,2647.0588235294117,2647.0588235294117,9647.058823529413,9579.291777777777,7000.000000000001,-2579.2917777777757
2911850,Missouri,1,3,FAIRVIEW R-XI,560388.569,0,165436.958,165436.958,87,643000,0,173000,173000,72,0,1901.5742298850575,1901.5742298850575,6441.24791954023,0,2402.777777777778,2402.777777777778,8930.555555555555,4539.673689655173,6527.777777777777,1988.1040881226045
2911910,Missouri,3,3,FARMINGTON R-VII,6029128.575,328543.818,1146408.216,1474952.034,439,5911000,285000,1391000,1676000,346,748.3913849658315,2611.4082369020502,3359.7996218678813,13733.778075170843,823.6994219653179,4020.2312138728325,4843.93063583815,17083.815028901736,10373.978453302961,12239.884393063585,1865.9059397606234
2911940,Missouri,3,3,MID-BUCHANAN CO. R-V,596505.088,9320.392,153786.468,163106.86,89,784000,78000,115000,193000,57,104.72350561797752,1727.937842696629,1832.6613483146066,6702.3043595505615,1368.421052631579,2017.5438596491229,3385.964912280702,13754.38596491228,4869.643011235955,10368.421052631578,5498.778041395623
2911990,Missouri,3,3,FAYETTE R-III,569708.961,15145.637,124660.243,139805.88,65,570000,33000,107000,140000,71,233.0098,1917.8498923076922,2150.8596923076925,8764.753246153847,464.7887323943662,1507.0422535211267,1971.8309859154929,8028.169014084507,6613.893553846154,6056.338028169013,-557.5555256771404
2912010,Missouri,3,3,FERGUSON-FLORISSANT R-II,2762331.179,3791069.446,0,3791069.446,1796,2583000,2345000,0,2345000,1336,2110.840448775056,0,2110.840448775056,1538.0463134743875,1755.2395209580839,0,1755.2395209580839,1933.3832335329341,-572.7941353006684,178.14371257485027,750.9378478755186
2912030,Missouri,3,3,FESTUS R-VI,3209709.995,65242.744,714175.037,779417.781,268,3129000,82000,661000,743000,347,243.44307462686567,2664.83222761194,2908.275302238806,11976.529832089553,236.31123919308357,1904.899135446686,2141.2103746397693,9017.291066282422,9068.254529850747,6876.080691642652,-2192.173838208095
2912180,Missouri,3,3,FORDLAND R-III,669903.175,0,104854.41,104854.41,87,601000,6000,137000,143000,72,0,1205.2231034482759,1205.2231034482759,7700.036494252874,83.33333333333333,1902.7777777777778,1986.111111111111,8347.222222222223,6494.813390804598,6361.111111111111,-133.70227969348707
2912240,Missouri,3,3,FORSYTH R-III,1487767.573,0,343689.455,343689.455,192,3965000,1365000,281000,1646000,227,0,1790.0492447916668,1790.0492447916668,7748.789442708334,6013.215859030837,1237.8854625550662,7251.101321585903,17466.960352422906,5958.740197916667,10215.859030837004,4257.118832920337
2912290,Missouri,3,3,FORT OSAGE R-I,8735537.402,1147573.265,1149903.363,2297476.628,650,8335000,1320000,964000,2284000,610,1765.4973307692305,1769.0820969230767,3534.579427692308,13439.288310769232,2163.934426229508,1580.327868852459,3744.2622950819673,13663.934426229509,9904.708883076924,9919.672131147541,14.963248070616828
2912300,Missouri,3,3,FOX C-6,26641175.483,4702137.764,2641166.083,7343303.847,2116,24561000,3105000,2382000,5487000,1771,2222.1823081285447,1248.1881299621928,3470.3704380907375,12590.347581758033,1753.2467532467533,1345.0028232636928,3098.249576510446,13868.435911914174,9119.977143667296,10770.186335403727,1650.2091917364305
2912450,Missouri,1,3,SPRING BLUFF R-XV,149126.272,23300.98,81553.43,104854.41,13,225000,16000,48000,64000,17,1792.383076923077,6273.340769230768,8065.723846153846,11471.251692307693,941.1764705882352,2823.529411764706,3764.705882352941,13235.29411764706,3405.5278461538464,9470.588235294119,6065.0603891402725
2912480,Missouri,1,3,STRAIN-JAPAN R-XVI,69902.94,0,15145.637,15145.637,12,78000,0,22000,22000,11,0,1262.1364166666667,1262.1364166666667,5825.245,0,2000,2000,7090.909090909091,4563.108583333333,5090.909090909091,527.8005075757583
2912510,Missouri,1,3,FRANKLIN CO. R-II,214369.016,0,53592.254,53592.254,22,186000,0,46000,46000,13,0,2436.0115454545453,2436.0115454545453,9744.046181818181,0,3538.4615384615386,3538.4615384615386,14307.692307692309,7308.034636363636,10769.23076923077,3461.196132867133
2912540,Missouri,3,3,FREDERICKTOWN R-I,2370874.715,156116.566,474174.943,630291.509,297,2419000,115000,426000,541000,275,525.6450033670034,1596.5486296296297,2122.193632996633,7982.743148148148,418.1818181818182,1549.090909090909,1967.2727272727273,8796.363636363636,5860.549515151515,6829.090909090909,968.5413939393939
