dist_id,state,schlev,agchrt,district,current_sped_exp_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,sped_enroll_fy20,current_sped_exp_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy23,state_sped_pp_funding_fy20,federal_sped_pp_funding_fy20,state_fed_sped_pp_funding_fy20,total_sped_pp_expenditure_fy20,state_sped_pp_funding_fy23,federal_sped_pp_funding_fy23,state_fed_sped_pp_funding_fy23,total_sped_pp_expenditure_fy23,local_sped_pp_obligation_fy20,local_sped_pp_obligation_fy23,local_sped_pp_obligation_diff
0626910,California,3,3,New Haven Unified,24376000,0,2119000,2119000,1194,29124000,493000,2152000,2645000,1130,0,1774.7068676716917,1774.7068676716917,20415.41038525963,436.283185840708,1904.424778761062,2340.70796460177,25773.451327433628,18640.70351758794,23432.743362831858,4792.0398452439185
0626970,California,1,3,New Hope Elementary,161000,0,0,0,31,170000,37000,0,37000,30,0,0,0,5193.548387096775,1233.3333333333333,0,1233.3333333333333,5666.666666666667,5193.548387096775,4433.333333333334,-760.2150537634407
0627060,California,3,3,Newark Unified,8288000,0,1101000,1101000,701,15608000,577000,1067000,1644000,709,0,1570.6134094151212,1570.6134094151212,11823.109843081313,813.8222849083215,1504.9365303244006,2318.758815232722,22014.10437235543,10252.49643366619,19695.345557122706,9442.849123456515
0627180,California,1,3,Newhall,10574000,0,1145000,1145000,786,14900000,149000,1333000,1482000,707,0,1456.7430025445292,1456.7430025445292,13452.926208651399,210.74964639321075,1885.4314002828855,2096.1810466760962,21074.964639321075,11996.18320610687,18978.783592644977,6982.600386538106
0627200,California,3,3,Newman-Crows Landing Unified,3934000,0,576000,576000,371,8946000,136000,712000,848000,422,0,1552.5606469002696,1552.5606469002696,10603.77358490566,322.2748815165877,1687.2037914691944,2009.478672985782,21199.05213270142,9051.212938005392,19189.57345971564,10138.360521710249
0627240,California,3,3,Newport-Mesa Unified,61894000,12363000,4908000,17271000,2149,74464000,17701000,5730000,23431000,2322,5752.90832945556,2283.852954862727,8036.761284318288,28801.302931596092,7623.169681309216,2467.700258397933,10090.869939707149,32068.906115417743,20764.541647277805,21978.036175710593,1213.4945284327878
0627450,California,1,3,Norris Elementary,4383000,0,771000,771000,362,6571000,504000,834000,1338000,384,0,2129.8342541436464,2129.8342541436464,12107.734806629835,1312.5,2171.875,3484.375,17111.979166666668,9977.900552486188,13627.604166666668,3649.70361418048
0627480,California,1,3,North County Joint Union Elementary,567000,0,128000,128000,83,864000,55000,169000,224000,77,0,1542.1686746987953,1542.1686746987953,6831.325301204819,714.2857142857143,2194.805194805195,2909.090909090909,11220.77922077922,5289.156626506024,8311.688311688311,3022.531685182287
0627590,California,3,3,North Monterey County Unified,6877000,0,817000,817000,521,11190000,165000,365000,530000,550,0,1568.1381957773513,1568.1381957773513,13199.61612284069,300,663.6363636363636,963.6363636363636,20345.454545454544,11631.477927063339,19381.81818181818,7750.340254754841
0627690,California,3,3,Norwalk-La Mirada Unified,40175000,9779000,4029000,13808000,2101,54755000,15717000,4828000,20545000,2093,4654.4502617801045,1917.658257972394,6572.108519752499,19121.846739647786,7509.316770186336,2306.7367415193503,9816.053511705686,26161.012900143334,12549.738219895287,16344.959388437648,3795.221168542361
0627720,California,3,3,Novato Unified,12159000,0,1706000,1706000,896,21257000,364000,2364000,2728000,870,0,1904.017857142857,1904.017857142857,13570.3125,418.39080459770116,2717.2413793103447,3135.632183908046,24433.333333333332,11666.294642857143,21297.701149425287,9631.406506568144
0627750,California,1,3,Nuestro Elementary,5000,0,0,0,19,1000,18000,0,18000,25,0,0,0,263.1578947368421,720,0,720,40,263.1578947368421,-680,-943.1578947368421
0627780,California,3,2,Nuview Union,2148000,0,281000,281000,204,2896000,98000,425000,523000,244,0,1377.450980392157,1377.450980392157,10529.411764705883,401.6393442622951,1741.8032786885246,2143.44262295082,11868.852459016394,9151.960784313726,9725.409836065573,573.449051751848
0627810,California,1,3,Oak Grove Elementary,22009000,0,1987000,1987000,1319,27632000,549000,2353000,2902000,1036,0,1506.4442759666415,1506.4442759666415,16686.125852918878,529.9227799227799,2271.2355212355214,2801.158301158301,26671.81467181467,15179.681576952236,23870.65637065637,8690.974793704132
0627840,California,1,2,Oak Grove Union Elementary,523000,0,150000,150000,86,1843000,9000,130000,139000,86,0,1744.1860465116279,1744.1860465116279,6081.395348837209,104.65116279069767,1511.6279069767443,1616.2790697674418,21430.232558139534,4337.209302325581,19813.95348837209,15476.744186046511
0627850,California,3,3,Oak Park Unified,3373000,0,859000,859000,315,5198000,68000,950000,1018000,301,0,2726.9841269841268,2726.9841269841268,10707.936507936507,225.91362126245846,3156.1461794019933,3382.059800664452,17269.10299003322,7980.95238095238,13887.04318936877,5906.090808416389
0627930,California,1,3,Oak View Union Elementary,138000,0,0,0,48,148000,49000,0,49000,47,0,0,0,2875,1042.5531914893618,0,1042.5531914893618,3148.936170212766,2875,2106.382978723404,-768.617021276596
0628050,California,3,3,Oakland Unified,86930000,20965000,9805000,30770000,5557,139898000,27834000,12682000,40516000,5318,3772.7190930358106,1764.441245276228,5537.160338312039,15643.332733489293,5233.92252726589,2384.7311019180142,7618.653629183904,26306.506205340353,10106.172395177255,18687.85257615645,8581.680180979194
0628080,California,1,3,Oakley Union Elementary,8266000,0,1041000,1041000,789,14570000,407000,1081000,1488000,780,0,1319.3916349809886,1319.3916349809886,10476.552598225602,521.7948717948718,1385.8974358974358,1907.6923076923076,18679.48717948718,9157.160963244614,16771.79487179487,7614.633908550257
0628140,California,1,3,Ocean View,17648000,27000,1720000,1747000,1156,22265000,1293000,1653000,2946000,919,23.356401384083046,1487.8892733564014,1511.2456747404844,15266.43598615917,1406.9640914036997,1798.6942328618063,3205.658324265506,24227.42110990207,13755.190311418684,21021.76278563656,7266.572474217877
0628170,California,1,3,Ocean View,2179000,0,478000,478000,282,3253000,166000,621000,787000,288,0,1695.0354609929077,1695.0354609929077,7726.9503546099295,576.3888888888889,2156.25,2732.6388888888887,11295.138888888889,6031.914893617022,8562.5,2530.5851063829778
0628250,California,3,3,Oceanside Unified,44841000,0,3691000,3691000,2467,57854000,2187000,3782000,5969000,2444,0,1496.149169031212,1496.149169031212,18176.32752330766,894.8445171849427,1547.4631751227496,2442.3076923076924,23671.849427168578,16680.17835427645,21229.541734860886,4549.3633805844365
0628270,California,3,3,Ojai Unified,4422000,0,440000,440000,378,7209000,121000,673000,794000,328,0,1164.021164021164,1164.021164021164,11698.412698412698,368.9024390243902,2051.829268292683,2420.731707317073,21978.658536585364,10534.391534391534,19557.92682926829,9023.535294876756
0628320,California,1,2,Old Adobe Union,2608000,0,356000,356000,264,5706000,27000,401000,428000,192,0,1348.4848484848485,1348.4848484848485,9878.787878787878,140.625,2088.5416666666665,2229.1666666666665,29718.75,8530.30303030303,27489.583333333332,18959.280303030304
0628470,California,1,3,Ontario-Montclair,56213000,11690000,4637000,16327000,2960,77066000,18666000,6438000,25104000,2488,3949.324324324324,1566.554054054054,5515.878378378378,18990.87837837838,7502.411575562701,2587.620578778135,10090.032154340835,30975.08038585209,13475.000000000002,20885.048231511253,7410.048231511251
0628650,California,3,2,Orange Unified,53006000,15330000,5977000,21307000,3200,58899000,22814000,7548000,30362000,3180,4790.625,1867.8125,6658.4375,16564.375,7174.213836477988,2373.5849056603774,9547.798742138364,18521.69811320755,9905.9375,8973.899371069185,-932.0381289308152
0628680,California,1,3,Orchard Elementary,1780000,0,178000,178000,78,2839000,74000,223000,297000,83,0,2282.051282051282,2282.051282051282,22820.51282051282,891.566265060241,2686.746987951807,3578.3132530120483,34204.819277108436,20538.46153846154,30626.506024096387,10088.044485634848
0628710,California,3,2,Orcutt Union Elementary,5763000,15000,873000,888000,613,9881000,327000,1210000,1537000,586,24.469820554649267,1424.1435562805873,1448.6133768352365,9401.305057096248,558.0204778156997,2064.8464163822528,2622.866894197952,16861.774744027305,7952.691680261011,14238.907849829353,6286.216169568342
0628860,California,1,3,Orinda Union Elementary,3411000,0,482000,482000,253,7036000,33000,509000,542000,223,0,1905.1383399209485,1905.1383399209485,13482.213438735178,147.98206278026905,2282.5112107623318,2430.493273542601,31551.569506726457,11577.07509881423,29121.076233183856,17544.001134369624
0628950,California,3,2,Oro Grande,2338000,0,499000,499000,10,4965000,205000,968000,1173000,18,0,49900,49900,233800,11388.888888888889,53777.77777777778,65166.666666666664,275833.3333333333,183900,210666.66666666666,26766.666666666657
0629100,California,1,3,Oroville City Elementary,5865000,0,441000,441000,401,6627000,201000,824000,1025000,360,0,1099.7506234413966,1099.7506234413966,14625.935162094764,558.3333333333334,2288.8888888888887,2847.222222222222,18408.333333333332,13526.184538653368,15561.11111111111,2034.9265724577417
0629130,California,2,3,Oroville Union High,3828000,0,245000,245000,324,5861000,0,687000,687000,363,0,756.1728395061729,756.1728395061729,11814.814814814816,0,1892.5619834710744,1892.5619834710744,16146.005509641873,11058.641975308643,14253.443526170799,3194.8015508621556
0629220,California,1,3,Oxnard,17035000,373000,3147000,3520000,2238,26118000,1707000,4119000,5826000,2449,166.66666666666666,1406.166219839142,1572.8328865058088,7611.7068811438785,697.0191915067375,1681.9109840751328,2378.93017558187,10664.761126990608,6038.87399463807,8285.830951408738,2246.9569567706676
0629270,California,2,3,Oxnard Union High,26141000,0,3521000,3521000,2280,44127000,0,4000000,4000000,2322,0,1544.298245614035,1544.298245614035,11465.350877192983,0,1722.652885443583,1722.652885443583,19003.875968992248,9921.052631578948,17281.223083548666,7360.170451969718
0629280,California,1,3,Pacheco Union Elementary,792000,0,135000,135000,85,1239000,43000,143000,186000,82,0,1588.235294117647,1588.235294117647,9317.64705882353,524.390243902439,1743.9024390243903,2268.2926829268295,15109.756097560976,7729.411764705883,12841.463414634147,5112.051649928264
0629370,California,3,3,Pacific Grove Unified,5864000,0,383000,383000,229,7857000,109000,484000,593000,237,0,1672.4890829694323,1672.4890829694323,25606.98689956332,459.915611814346,2042.1940928270042,2502.10970464135,33151.898734177215,23934.49781659389,30649.789029535867,6715.291212941978
0629400,California,1,3,Pacific Union Elementary,566000,0,79000,79000,31,1042000,43000,107000,150000,41,0,2548.3870967741937,2548.3870967741937,18258.064516129034,1048.780487804878,2609.756097560976,3658.5365853658536,25414.634146341465,15709.67741935484,21756.09756097561,6046.420141620769
0629430,California,1,2,Pacific Union Elementary,182000,0,57000,57000,93,537000,37000,0,37000,85,0,612.9032258064516,612.9032258064516,1956.989247311828,435.29411764705884,0,435.29411764705884,6317.64705882353,1344.0860215053763,5882.352941176471,4538.266919671095
0629490,California,3,2,Pajaro Valley Unified,47624000,12565000,4953000,17518000,2775,60005000,17911000,6028000,23939000,2714,4527.927927927928,1784.8648648648648,6312.792792792793,17161.8018018018,6599.484156226971,2221.0759027266026,8820.560058953573,22109.43257184967,10849.009009009009,13288.872512896096,2439.863503887087
0629540,California,1,3,Palermo Union Elementary,1420000,0,152000,152000,159,1632000,80000,129000,209000,139,0,955.9748427672956,955.9748427672956,8930.817610062893,575.5395683453237,928.0575539568346,1503.5971223021584,11741.007194244605,7974.842767295598,10237.410071942446,2262.5673046468482
0629550,California,3,2,Palm Springs Unified,42174000,0,4575000,4575000,2551,64314000,839000,4654000,5493000,2474,0,1793.4143473147785,1793.4143473147785,16532.34025872207,339.1269199676637,1881.1641067097817,2220.2910266774456,25995.95796281326,14738.925911407292,23775.666936135814,9036.741024728522
0629580,California,1,3,Palmdale Elementary,47091000,43830000,16660000,60490000,3019,62989000,69282000,20255000,89537000,2527,14518.052335210334,5518.383570718781,20036.435905929116,15598.211328254389,27416.69964384646,8015.4333201424615,35432.13296398892,24926.394934705186,-4438.224577674728,-10505.738029283737,-6067.513451609009
0629610,California,3,3,Palo Alto Unified,39861000,0,2727000,2727000,1144,53262000,701000,3496000,4197000,1062,0,2383.7412587412587,2383.7412587412587,34843.531468531466,660.075329566855,3291.9020715630886,3951.9774011299437,50152.542372881355,32459.790209790208,46200.56497175141,13740.774761961202
0629640,California,3,3,Palo Verde Unified,6179000,124000,656000,780000,390,7151000,286000,682000,968000,366,317.94871794871796,1682.051282051282,2000,15843.589743589744,781.4207650273224,1863.3879781420765,2644.808743169399,19538.251366120217,13843.589743589744,16893.442622950817,3049.852879361073
0629700,California,3,3,Palos Verdes Peninsula Unified,24723000,4327000,1807000,6134000,986,33954000,8417000,2159000,10576000,1158,4388.43813387424,1832.657200811359,6221.095334685599,25074.036511156188,7268.566493955095,1864.4214162348878,9132.987910189982,29321.24352331606,18852.941176470587,20188.25561312608,1335.3144366554916
0629820,California,3,3,Paradise Unified,4677000,0,486000,486000,287,4777000,123000,490000,613000,346,0,1693.3797909407665,1693.3797909407665,16296.16724738676,355.4913294797688,1416.1849710982658,1771.6763005780347,13806.35838150289,14602.787456445994,12034.682080924857,-2568.105375521138
0629850,California,3,3,Paramount Unified,25518000,199000,3237000,3436000,1798,36232000,674000,3238000,3912000,1666,110.67853170189099,1800.333704115684,1911.0122358175752,14192.436040044493,404.56182472989195,1943.577430972389,2348.139255702281,21747.899159663866,12281.423804226917,19399.759903961585,7118.336099734668
0629910,California,3,3,Parlier Unified,4600000,0,670000,670000,343,4995000,184000,857000,1041000,375,0,1953.3527696793003,1953.3527696793003,13411.078717201166,490.6666666666667,2285.3333333333335,2776,13320,11457.725947521865,10544,-913.7259475218652
0629940,California,3,3,Pasadena Unified,37231000,13087000,5189000,18276000,2610,74880000,14966000,6059000,21025000,2316,5014.176245210728,1988.1226053639846,7002.298850574713,14264.750957854407,6462.003454231433,2616.148531951641,9078.151986183075,32331.60621761658,7262.452107279694,23253.454231433505,15991.00212415381
0630030,California,3,3,Patterson Joint Unified,12245000,0,1402000,1402000,1018,21513000,265000,1884000,2149000,985,0,1377.2102161100197,1377.2102161100197,12028.487229862476,269.03553299492387,1912.6903553299492,2181.7258883248733,21840.60913705584,10651.277013752457,19658.883248730966,9007.60623497851
0630180,California,1,2,Perris Elementary,6233000,0,845000,845000,595,10000000,316000,1065000,1381000,559,0,1420.1680672268908,1420.1680672268908,10475.63025210084,565.2951699463327,1905.1878354203936,2470.4830053667265,17889.08765652952,9055.46218487395,15418.604651162792,6363.142466288842
0630210,California,3,2,Perris Union High,19242000,0,2433000,2433000,1495,31466000,0,2190000,2190000,1791,0,1627.4247491638796,1627.4247491638796,12870.903010033444,0,1222.7805695142379,1222.7805695142379,17568.95589056393,11243.478260869564,16346.175321049694,5102.6970601801295
0630330,California,3,3,Piedmont City Unified,7521000,0,578000,578000,305,13187000,99000,582000,681000,288,0,1895.0819672131147,1895.0819672131147,24659.016393442624,343.75,2020.8333333333333,2364.5833333333335,45788.194444444445,22763.93442622951,43423.61111111111,20659.6766848816
0630390,California,1,3,Pine Ridge Elementary,77000,0,8000,8000,8,175000,0,5000,5000,8,0,1000,1000,9625,0,625,625,21875,8625,21250,12625
0630450,California,1,3,Piner-Olivet Union Elementary,843000,0,196000,196000,119,4143000,37000,298000,335000,135,0,1647.0588235294117,1647.0588235294117,7084.033613445378,274.0740740740741,2207.4074074074074,2481.4814814814813,30688.88888888889,5436.9747899159665,28207.40740740741,22770.432617491442
0630480,California,1,3,Pioneer Union Elementary,232000,0,20000,20000,41,387000,39000,28000,67000,40,0,487.8048780487805,487.8048780487805,5658.536585365854,975,700,1675,9675,5170.731707317073,8000,2829.2682926829266
0630600,California,3,3,Pittsburg Unified,19313000,0,2259000,2259000,1207,32077000,425000,2343000,2768000,1259,0,1871.582435791218,1871.582435791218,16000.82850041425,337.5694996028594,1861.0007942811756,2198.570293884035,25478.157267672756,14129.246064623032,23279.58697378872,9150.340909165687
0630630,California,1,3,Pixley Union Elementary,394000,0,179000,179000,76,691000,73000,178000,251000,57,0,2355.2631578947367,2355.2631578947367,5184.210526315789,1280.701754385965,3122.8070175438597,4403.508771929824,12122.807017543859,2828.9473684210525,7719.298245614034,4890.350877192982
0630660,California,3,3,Placentia-Yorba Linda Unified,50320000,17658000,6266000,23924000,2841,68254000,27664000,7802000,35466000,2843,6215.417106652587,2205.561422034495,8420.978528687083,17712.073213657164,9730.566303200843,2744.284206823778,12474.850510024622,24007.73830460781,9291.094684970081,11532.887794583188,2241.793109613107
0630720,California,1,3,Placer Hills Union Elementary,937000,0,133000,133000,104,1891000,119000,222000,341000,124,0,1278.8461538461538,1278.8461538461538,9009.615384615385,959.6774193548387,1790.3225806451612,2750,15250,7730.7692307692305,12500,4769.2307692307695
0630750,California,2,2,Placer Union High,4506000,0,635000,635000,447,6138000,167000,824000,991000,445,0,1420.5816554809844,1420.5816554809844,10080.536912751679,375.2808988764045,1851.685393258427,2226.9662921348313,13793.258426966293,8659.955257270694,11566.292134831461,2906.336877560767
0630780,California,1,3,Placerville Union Elementary,1160000,0,92000,92000,206,1737000,230000,109000,339000,158,0,446.6019417475728,446.6019417475728,5631.0679611650485,1455.6962025316457,689.873417721519,2145.5696202531644,10993.67088607595,5184.466019417476,8848.101265822785,3663.635246405309
0630810,California,1,3,Plainsburg Union Elementary,2000,25000,9000,34000,6,64000,67000,10000,77000,5,4166.666666666667,1500,5666.666666666667,333.3333333333333,13400,2000,15400,12800,-5333.333333333334,-2600,2733.333333333334
0630840,California,1,3,Planada Elementary,1043000,190000,103000,293000,73,1346000,458000,114000,572000,80,2602.7397260273974,1410.958904109589,4013.698630136986,14287.671232876712,5725,1425,7150,16825,10273.972602739726,9675,-598.9726027397264
0630900,California,1,3,Pleasant Grove Joint Union,22000,0,0,0,16,20000,0,0,0,15,0,0,0,1375,0,0,0,1333.3333333333333,1375,1333.3333333333333,-41.66666666666674
0630930,California,1,2,Pleasant Ridge Union Elementary,1812000,0,246000,246000,190,3253000,139000,339000,478000,225,0,1294.7368421052631,1294.7368421052631,9536.842105263158,617.7777777777778,1506.6666666666667,2124.4444444444443,14457.777777777777,8242.105263157895,12333.333333333332,4091.228070175437
0630990,California,1,3,Pleasant Valley,10600000,0,1413000,1413000,1084,14797000,499000,1502000,2001000,1039,0,1303.5055350553505,1303.5055350553505,9778.59778597786,480.269489894129,1445.6207892204043,1925.8902791145333,14241.57844080847,8475.09225092251,12315.688161693935,3840.595910771426
0631170,California,3,3,Plumas Unified,4047000,1229000,502000,1731000,228,5074000,1916000,575000,2491000,257,5390.350877192983,2201.754385964912,7592.105263157895,17750,7455.252918287938,2237.3540856031127,9692.607003891051,19743.1906614786,10157.894736842105,10050.583657587547,-107.31107925455763
0631180,California,1,3,Plumas Lake Elementary,1484000,0,244000,244000,147,3003000,92000,389000,481000,193,0,1659.8639455782313,1659.8639455782313,10095.238095238095,476.6839378238342,2015.5440414507773,2492.2279792746112,15559.58549222798,8435.374149659863,13067.357512953367,4631.983363293504
0631290,California,1,3,Pollock Pines Elementary,739000,0,70000,70000,138,1263000,95000,12000,107000,106,0,507.2463768115942,507.2463768115942,5355.072463768116,896.2264150943396,113.20754716981132,1009.433962264151,11915.094339622641,4847.826086956522,10905.66037735849,6057.834290401968
0631320,California,3,2,Pomona Unified,43263000,14271000,5973000,20244000,2891,66185000,22089000,5603000,27692000,2876,4936.3542026980285,2066.067104808025,7002.421307506053,14964.71809062608,7680.458970792768,1948.191933240612,9628.65090403338,23012.86509040334,7962.296783120027,13384.214186369958,5421.917403249931
0631350,California,1,3,Pond Union Elementary,153000,0,35000,35000,10,271000,24000,70000,94000,20,0,3500,3500,15300,1200,3500,4700,13550,11800,8850,-2950
0631400,California,3,3,Potter Valley Community Unified,341000,0,53000,53000,39,454000,33000,51000,84000,41,0,1358.974358974359,1358.974358974359,8743.589743589744,804.8780487804878,1243.9024390243903,2048.7804878048782,11073.170731707318,7384.615384615385,9024.390243902439,1639.774859287054
0631530,California,3,3,Poway Unified,77564000,18390000,6531000,24921000,4755,110396000,29786000,8027000,37813000,4927,3867.5078864353313,1373.5015772870663,5241.009463722397,16312.092534174553,6045.463771057439,1629.1861173127663,7674.649888370205,22406.332453825857,11071.083070452156,14731.682565455652,3660.5994950034965
0631710,California,3,3,Ramona City Unified,10405000,0,850000,850000,765,13084000,590000,795000,1385000,836,0,1111.111111111111,1111.111111111111,13601.307189542484,705.7416267942584,950.9569377990431,1656.6985645933014,15650.717703349283,12490.196078431372,13994.01913875598,1503.8230603246084
0631740,California,1,3,Rancho Santa Fe Elementary,1092000,0,99000,99000,69,1700000,74000,108000,182000,79,0,1434.7826086956522,1434.7826086956522,15826.08695652174,936.7088607594936,1367.0886075949368,2303.7974683544303,21518.98734177215,14391.304347826088,19215.18987341772,4823.885525591631
0631860,California,1,3,Ravenswood City Elementary,4720000,0,607000,607000,395,8181000,136000,348000,484000,246,0,1536.7088607594937,1536.7088607594937,11949.367088607594,552.8455284552846,1414.6341463414635,1967.479674796748,33256.09756097561,10412.6582278481,31288.617886178865,20875.959658330765
0631920,California,1,3,Raymond-Knowles Union Elementary,38000,0,5000,5000,10,103000,0,7000,7000,15,0,500,500,3800,0,466.6666666666667,466.6666666666667,6866.666666666667,3300,6400,3100
0631980,California,1,3,Red Bluff Union Elementary,3144000,0,254000,254000,306,3692000,166000,359000,525000,255,0,830.0653594771242,830.0653594771242,10274.509803921568,650.9803921568628,1407.8431372549019,2058.823529411765,14478.43137254902,9444.444444444443,12419.607843137255,2975.163398692812
0632010,California,2,3,Red Bluff Joint Union High,1785000,0,184000,184000,259,2593000,0,241000,241000,261,0,710.4247104247104,710.4247104247104,6891.891891891892,0,923.3716475095786,923.3716475095786,9934.865900383142,6181.467181467181,9011.494252873563,2830.0270714063818
0632040,California,3,2,Redding Elementary,3449000,0,664000,664000,413,6472000,300000,811000,1111000,379,0,1607.7481840193705,1607.7481840193705,8351.089588377725,791.5567282321899,2139.8416886543537,2931.3984168865436,17076.51715039578,6743.341404358354,14145.118733509236,7401.777329150882
0632070,California,3,3,Redlands Unified,32461000,385000,4386000,4771000,2734,49667000,1436000,5999000,7435000,2910,140.81931236283833,1604.24286759327,1745.0621799561084,11873.079736649597,493.4707903780069,2061.512027491409,2554.9828178694156,17067.69759450172,10128.017556693489,14512.714776632303,4384.697219938815
0632130,California,1,3,Redwood City Elementary,16491000,0,1745000,1745000,1129,28697000,469000,1946000,2415000,979,0,1545.615589016829,1545.615589016829,14606.731620903454,479.06026557711954,1987.7425944841675,2466.802860061287,29312.56384065373,13061.116031886626,26845.760980592444,13784.644948705818
0632160,California,1,3,Reed Union Elementary,1878000,0,151000,151000,113,2666000,45000,156000,201000,95,0,1336.283185840708,1336.283185840708,16619.46902654867,473.6842105263158,1642.1052631578948,2115.7894736842104,28063.157894736843,15283.185840707964,25947.368421052633,10664.18258034467
0632270,California,3,3,Reef-Sunset Unified,1759000,0,160000,160000,239,2503000,80000,169000,249000,269,0,669.4560669456067,669.4560669456067,7359.832635983264,297.3977695167286,628.2527881040892,925.6505576208178,9304.832713754648,6690.376569037657,8379.18215613383,1688.8055870961725
0632310,California,1,3,Rescue Union Elementary,3654000,0,310000,310000,506,5574000,549000,327000,876000,476,0,612.6482213438735,612.6482213438735,7221.343873517787,1153.361344537815,686.9747899159664,1840.3361344537816,11710.084033613446,6608.695652173914,9869.747899159665,3261.0522469857515
0632370,California,3,3,Rialto Unified,40981000,0,4777000,4777000,3000,60774000,845000,5802000,6647000,2709,0,1592.3333333333333,1592.3333333333333,13660.333333333334,311.9232188999631,2141.749723145072,2453.672942045035,22434.108527131782,12068,19980.435585086747,7912.435585086747
0632430,California,1,3,Richgrove Elementary,622000,0,107000,107000,34,570000,25000,120000,145000,40,0,3147.0588235294117,3147.0588235294117,18294.117647058825,625,3000,3625,14250,15147.058823529413,10625,-4522.058823529413
0632550,California,3,3,West Contra Costa Unified,71322000,18513000,7403000,25916000,3983,119650000,25917000,7493000,33410000,3605,4648.004017072559,1858.649259352247,6506.653276424805,17906.603063017825,7189.181692094314,2078.502080443828,9267.683772538141,33190.01386962552,11399.94978659302,23922.330097087382,12522.380310494362
0632610,California,3,3,Rim of the World Unified,5027000,0,624000,624000,404,6797000,142000,824000,966000,388,0,1544.5544554455446,1544.5544554455446,12443.069306930693,365.97938144329896,2123.7113402061855,2489.6907216494847,17518.0412371134,10898.514851485148,15028.350515463917,4129.835663978769
0632640,California,1,2,Rincon Valley Union Elementary,5993000,0,690000,690000,420,9219000,107000,732000,839000,373,0,1642.857142857143,1642.857142857143,14269.047619047618,286.8632707774799,1962.466487935657,2249.329758713137,24715.817694369973,12626.190476190475,22466.487935656834,9840.29745946636
0632710,California,1,3,Rio Bravo-Greeley Union Elementary,1140000,0,197000,197000,90,1603000,85000,257000,342000,88,0,2188.8888888888887,2188.8888888888887,12666.666666666666,965.9090909090909,2920.4545454545455,3886.3636363636365,18215.909090909092,10477.777777777777,14329.545454545456,3851.7676767676785
0632730,California,1,3,Rio Dell Elementary,311000,0,45000,45000,51,355000,49000,64000,113000,52,0,882.3529411764706,882.3529411764706,6098.0392156862745,942.3076923076923,1230.7692307692307,2173.076923076923,6826.923076923077,5215.686274509804,4653.846153846154,-561.8401206636499
0632760,California,1,3,Rio Elementary,7097000,0,1017000,1017000,652,12960000,438000,1222000,1660000,709,0,1559.8159509202453,1559.8159509202453,10884.969325153374,617.771509167842,1723.5543018335684,2341.3258110014103,18279.266572637516,9325.153374233128,15937.940761636106,6612.787387402977
0632880,California,3,3,Ripon Unified,3943000,15000,437000,452000,370,6137000,185000,606000,791000,384,40.54054054054054,1181.081081081081,1221.6216216216217,10656.756756756757,481.7708333333333,1578.125,2059.8958333333335,15981.770833333334,9435.135135135135,13921.875,4486.739864864865
0633110,California,3,3,River Delta Joint Unified,3137000,0,369000,369000,234,4388000,179000,420000,599000,218,0,1576.923076923077,1576.923076923077,13405.982905982906,821.1009174311927,1926.605504587156,2747.706422018349,20128.440366972478,11829.05982905983,17380.73394495413,5551.674115894299
0633150,California,3,3,Riverside Unified,84570000,22906000,8393000,31299000,4932,118743000,37127000,10375000,47502000,4954,4644.3633414436335,1701.7437145174372,6346.107055961071,17147.201946472018,7494.348001614857,2094.2672587807833,9588.61526039564,23969.115865966894,10801.094890510947,14380.500605571255,3579.4057150603076
0633240,California,1,3,Robla Elementary,3784000,0,429000,429000,226,5075000,287000,470000,757000,263,0,1898.2300884955753,1898.2300884955753,16743.36283185841,1091.254752851711,1787.0722433460076,2878.3269961977185,19296.577946768062,14845.132743362834,16418.250950570342,1573.118207207508
0633390,California,1,3,Romoland Elementary,6980000,0,881000,881000,547,11090000,302000,1160000,1462000,622,0,1610.603290676417,1610.603290676417,12760.511882998171,485.53054662379424,1864.951768488746,2350.48231511254,17829.581993569132,11149.908592321754,15479.099678456592,4329.191086134839
0633480,California,1,3,Rosedale Union Elementary,8134000,0,1099000,1099000,712,11075000,882000,2446000,3328000,711,0,1543.5393258426966,1543.5393258426966,11424.157303370786,1240.506329113924,3440.225035161744,4680.731364275668,15576.652601969057,9880.61797752809,10895.92123769339,1015.3032601652994
0633510,California,1,3,Roseland,3235000,0,516000,516000,368,5336000,165000,918000,1083000,331,0,1402.1739130434783,1402.1739130434783,8790.760869565218,498.4894259818731,2773.413897280967,3271.90332326284,16120.84592145015,7388.58695652174,12848.94259818731,5460.35564166557
0633570,California,1,3,Rosemead Elementary,3379000,0,494000,494000,328,7504000,160000,471000,631000,268,0,1506.0975609756097,1506.0975609756097,10301.829268292682,597.0149253731344,1757.4626865671642,2354.4776119402986,28000,8795.731707317073,25645.5223880597,16849.790680742626
0633600,California,1,3,Roseville City Elementary,22077000,0,2590000,2590000,1378,33178000,1215000,3599000,4814000,1555,0,1879.5355587808417,1879.5355587808417,16021.044992743105,781.3504823151126,2314.469453376206,3095.8199356913183,21336.334405144695,14141.509433962263,18240.514469453377,4099.0050354911145
